,Name,Description,Also known as,Scientific name,Substitutions
144,crème de noyaux,This is a crème liqueur that has an almond flavor.,"creme de noyau, crème de noyau, creme de noyaux",,['almond liqueur']
145,crème de pêche,This is a crème liqueur that's flavored with peaches.,creme de peche,,[]
146,crème de prunelle,This is a crème liqueur that's flavored with sloe berries.,creme de prunelle,,"['sloe gin', 'plum brandy']"
147,crème de rose,This is a crème liqueur that's flavored with roses.,"creme de rose, creme de roses, crème de roses",,['crème de violette']
148,crème de vanille,This is a crème liqueur that has a vanilla flavor.,creme de vanille,,['vanilla extract']
149,crème de violette,This is a crème liqueur that's flavored with violets.  Crème d'Yvette = creme d'Yvette is a very sweet American brand.,"creme d'Yvette, Crème d'Yvette, creme de violette",,"['Parfait Amour', 'crème de rose']"
150,créme fraîche,"This slightly sour thick cream doesn't curdle when it's heated, so it's ideal for making cream sauces. It's also used for appetizers and as a dessert topping.  To make your own:    Warm one cup heavy cream to about 100°, then add one or two tablespoons of sour cream, cultured buttermilk, or plain yogurt (make sure you buy a brand that contains active cultures).  Allow the mixture to sit at room temperature for at least nine hours before refrigerating. ","crema Mexicana, crème fraiche",Bos taurus,"['heavy cream', 'crema', 'sour cream', 'clabber cream', 'sour cream', 'heavy cream', 'yogurt', 'heavy cream']"
151,crème liqueurs,"Despite the name, crème liqueurs contain no cream.  Instead, they're liqueurs that have been heavily sweetened and have a thick, syrupy consistency.   Don't confuse them with Irish cream liqueurs, which really are made with cream.",crèmes,,[]
152,curaçao,"Curaçao is an liqueur made from orange peels. It comes in blue, orange, red, green, and clear versions that all taste exactly the same. To make your own colored version, add one or two drops of food coloring to a cup of clear liqueur.",curacao,,"['Cointreau', 'triple sec', 'Grand Marnier', 'orange juice']"
153,Cynar,"This is a syrupy Italian liqueur that's made with artichokes, giving it a bittersweet flavor.  It's good mixed with club soda",,,"['Byrrh', 'Punt è Mes']"
154,dark corn syrup,"This corn syrup has a mild molasses flavor, and it's a common ingredient in barbecue sauce, pecan pie.",dark Karo syrup,,"['water', 'molasses', 'golden syrup']"
155,dark rum,"Dark rum has a strong molasses flavor, and it's much heavier than white or amber rums.  It's used to make Planter's Punch, but many people like to drink the expensive stuff neat.  The best dark rum is made in Jamaica, but Martinique, Cuba, and Haiti are also important producers.  Myers is a popular brand.",Jamaican rum,,"['demerara rum', 'amber rum', 'whiskey']"
156,dashi,"This is a very common Japanese soup stock, usually made with bonito flakes and kelp.  Variations include katsuo dashi (made without kelp), konbu dashi (made without bonito flakes), niboshi dashi and iriko dashi (made with different kinds of fish; more flavorful than ordinary dashi), and koi dashi (made with vegetables).  Dash-no-moto is an instant version.","Dash-no-moto, iriko dashi, katsuo dashi, koi dashi, konbu dashi, niboshi dashi",,"['water', 'dashi powder', 'chicken broth']"
157,dashi powder,sold as hon dashi or Dashi-No-Moto,,,['dashi']
158,de-alcoholized wine,"These aren't as flavorful as ordinary wine, but they're a good choice for people who want to drink wine without consuming alcohol.   Sparkling wines are the most popular de-alcoholized wines, but other varieties are also available.  Many brands contain small amounts of alcohol.",dealcoholized wine,,"['wine essence', 'grape juice', 'verjus', 'wine']"
159,demerara rum,"This dark, heavy rum comes from Demerara River region in Guyana.  It's often used to make Zombies.",demeraran rum,,"['dark rum', 'amber rum', 'whiskey']"
160,Dessert Wine,"These are sweet wines that are served with (or instead of) dessert.   Examples include fortified wines like port and sherry, and late harvest wines, which are made from grapes that have shriveled a bit, concentrating their sweetness.  As a rule of thumb, a dessert wine should always be sweeter than the dessert it accompanies.",,,"['sparkling wine', 'liqueur', 'coffee']"
161,double cream (42% fat),This isn't available in the United States.,,Bos taurus,"['heavy cream', 'créme fraîche']"
162,draft beer,This refers either to beer that's stored in a keg or to unpasteurized beer in bottles or cans,draught beer,,['beer']
163,Drambuie,"This is a Scottish liqueur made with Scotch, honey, and various herbs.",,,"['Lochan-Ora', 'Glayva', 'Bénédictine']"
164,dry vermouth,"Dry means ""not sweet"", and this popular style of vermouth is used to make many cocktails, including the martini.","French vermouth, white vermouth",,"['sweet vermouth', 'omit', 'Punt è Mes', 'sherry', 'white wine', 'Madeira', 'grape juice', 'sake']"
165,Dubonnet,This is a French apéritif made with white or red wine and flavored with quinine and other herbs and spices.  The white version is drier than the red,,,"['Byrrh', 'Punt è Mes', 'Lillet']"
166,evaporated milk,"This is sold in cans, and comes either whole or nonfat.  Don't confuse it with sweetened condensed milk, which has lots of sugar and is not a good substitute.  While evaporated milk is sometimes called condensed milk, most recipes that call for condensed milk are referring to sweetened condensed milk. Evaporated milk is sold with varying amounts of butterfat, ranging from whole evaporated milk with about 8% to skim evaporated milk with about 0.5%.  To reconstitute evaporated milk, combine it with an equal amount of water.","concentrated milk, condensed milk",Bos taurus,"['half-and-half', 'milnot', 'cream']"
167,falernum,This is a Caribbean cane syrup that's delicately flavored and slightly alcoholic. It's sometimes used in rum-based cocktails.,,,['simple syrup']
168,Fernet Branca,This is a famous Italian brand of bitters that's supposed to ease hangovers.  It's flavored with over 40 herbs and spices.   Branca Menta is a mint-flavored version.,"Branca Menta, Fernet Branca bitters",,"['Punt è Mes', 'Campari', 'Suze', 'Amer Picon', 'Angostura® bitters', 'Worcestershire sauce']"
169,fish broth,,,,['clam juice']
170,fish stock,,,,"['water', 'clam juice']"
171,flavored syrups,"These are often used to flavor Italian sodas or coffee. They come in dozens of flavors, but some of the most popular are vanilla, almond, raspberry, Irish cream, and hazelnut. Popular brands include d'Arbo, Monin, and Torani. To make your own: Make a simple syrup with equal parts sugar and water, then add flavored extract to taste. Store in the refrigerator.",,,"['liqueur', 'fruit syrup']"
172,flavored vinegar,"These are vinegars that have been flavored, usually with herbs, fruit, garlic, or peppercorns. They're handy if you want to whip up a flavorful salad dressing or sauce in a hurry.",infused vinegar,,[]
173,flower liqueurs,These liqueurs are flavored with flowers.  Examples include crème de violette and crème de rose.,,,[]
174,Fortified Wine,"These are wines that have been fortified with brandy and sometimes flavored with herbs, roots, peels, and spices.  The most popular examples are sherry, Madeira, Marsala, port, and vermouth.  Fortified wines are often used in cooking, or they're served as apéritifs or dessert wines.",,,"['sparkling wine', 'Dessert Wine']"
175,framboise,"This is a clear French fruit brandy that's made with raspberries.  Don't confuse this with framboise liqueur, which is sweeter, or with framboise syrup, which is a non-alcoholic raspberry flavoring.","framboise eau de vie, framboise eau-de-vie",,"['kirsch', 'raspberry liqueur', 'framboise']"
176,Frangelico,This is a popular brand of hazelnut liqueur.,,,"['hazelnut liqueur', 'walnut liqueur', 'amaretto', 'brandy']"
177,French Colombard,This is a variety of grape that's often made into white jug wine.,,,['Chenin blanc']
178,fruit brandies,"While other brandies are distilled from fruit juice, fruit brandies are distilled from the entire fruit--skins, pits, and all. They're usually colorless, and fairly high in alcohol. Varieties include apricot brandy, plum brandy, kirschwasser (cherries), framboise (raspberries), fraise (strawberries), grappa (grapes), pisco (Muscatel grapes), mure (blackberries), and myrtille (bilberries). Don't confuse fruit brandies with the cheaper and cloyingly sweet fruit-flavored brandies.","aqua vitae, eaux de vie, eaux-de-vie, white alcohol, white spirits",,"['brandy', 'fruit-flavored brandy']"
179,fruit juices,,,,"['apple juice', 'orange juice', 'cranberry juice']"
180,fruit liqueurs,,,,"['fruit wine', 'fruit syrup', 'extracts']"
181,fruit vinegar,"Fruit vinegars are assertive without being pungent, so they make terrific salad dressings. More healthful ones, too--since they're not as pungent as other vinegars, you can cut calories by using less oil. They're also good in marinades and in sauces for roasted meats, especially poultry, ham, pork, and veal. Popular commercial vinegars include raspberry vinegar, blueberry vinegar, and mango vinegar. They're easy enough to make at home, but seek out a trustworthy recipe. If too much fruit is added to the vinegar, it may not be sufficiently acidic to ward off harmful microbes.",,,"['vinegar', 'champagne vinegar', 'sugar', 'sugar']"
182,fruit wine,This is wine made from fruit other than grapes.,,,['fruit liqueurs']
183,fruit-flavored brandy,"This is brandy that has fruit flavoring and coloring added.  Don't confuse these sweet liqueurs with the more elegant and expensive fruit brandy, which is distilled from whole fruit",,,"['fruit liqueurs', 'fruit wine']"
184,Galliano,This excellent Italian liqueur is flavored with anise and comes in a bottle that's one inch taller than your liquor cabinet.  It's used to make Harvey Wallbangers and other cocktails.,Liquore Galliano,,"['Neopolitan liqueur', 'sambuca']"
185,Gamay,"This name is given to American red wines made mostly from Pinot Noir and Valdiguie grapes. It's an unexceptional fruity wine that goes best with hearty dishes that have rich sauces. Don't confuse this wine with Gamay or Napa Gamay, both of which are superior. The name Gamay Beaujolais is scheduled to be phased out by 2007.",Gamay Noir,,"['Valdiguie', 'Pinot Noir', 'Beaujolais', 'Cabernet Sauvignon', 'Burgundy wine (red)', 'Syrah']"
186,Gamay Beaujolais,"This name is given to American red wines made mostly from Pinot Noir and Valdiguie grapes. It's an unexceptional fruity wine that goes best with hearty dishes that have rich sauces. Don't confuse this wine with Gamay or Napa Gamay, both of which are superior. The name Gamay Beaujolais is scheduled to be phased out by 2007.",,,"['Valdiguie', 'Pinot Noir', 'Beaujolais', 'Cabernet Sauvignon', 'Burgundy wine (red)', 'Syrah']"
187,Gammel Dansk,This Danish liqueur is flavored with 29 herbs and spices.  It's usually served at room temperature.,,,[]
188,genmaicha,Genmaicha is a green tea with roasted (popped) brown rice.,"brown rice tea, hyeonminokcha (South Korean), popcorn tea",,['green tea']
189,Gewürztraminer,"German and domestic versions of this white wine are somewhat sweet, flowery, and relatively low in alcohol.  They're very good with curry and spicy Asian food.  Imports from Alsace tend to be drier and are excellent with seafood and poultry.","Gewurztraminer, Traminer",,"['Johannisberg Riesling', 'Chardonnay', 'French Colombard', 'Sauvignon blanc', 'sugar']"
190,gin,"This is distilled from grains and similar to vodka except that it's flavored with juniper berries, herbs, peels, and spices. London gin = dry gin = English gin = London dry gin is the preferred gin for martinis and other mixed drinks. American gin is similar, but isn't quite as heavy and dry as London gin. Hollands gin = sweet gin = Dutch gin = Geneva gin = Jenever is sweeter and more aromatic than other gins and isn't normally used for mixed drinks. Don't confuse gin with sloe gin, which is sweetened.","American gin, dry gin, Dutch gin, English gin, Geneva gin, Hollands gin, Jenever, London dry gin, London gin, sweet gin",,"['vodka', 'white rum', 'whiskey', 'tequila', 'brandy']"
191,ginger ale,"This is a non-alcoholic, pale amber, carbonated drink. It's used in various cocktails.",,,"['ginger beer', 'soda water', 'tonic water', 'champagne']"
192,ginger beer,,,,['ginger ale']
193,Glayva,"This Scottish liqueur is whisky-based and flavored with herbs, fruit, and honey.",,,"['Drambuie', 'Lochan-Ora']"
194,goat's milk,"This comes with varying percentages of butterfat. You can buy it fresh, or as powdered milk, canned evaporated milk, or UHT milk packed in aseptic containers. Fresh is best for drinking and delicate desserts, the other kinds pick up an unpleasant caramelized flavor when they're heated for packaging.",,Capra aegagrus hircus,"['milk 3.5%', 'oat milk', 'buttermilk', 'soy milk', 'rice milk', 'almond milk', 'water']"
195,Godiva liqueur,This is a brand of chocolate liqueur.,,,"['chocolate liqueurs', 'chocolate syrup']"
196,golden syrup,"This amber-colored liquid sweetener is popular among British, Caribbean, and Creole cooks.  It's made by evaporating sugar cane juice until it's thick and syrupy.  Lyle's Golden Syrup and Steen's Pure Cane Syrup are popular brands.","cane juice, cane syrup, jus de canne, light treacle, sugar cane juice",,"['molasses', 'corn syrup', 'maple syrup', 'dark corn syrup', 'light corn syrup']"
197,Goldschläger,This is a cinnamon schnapps with gold flakes floating in it.  Imagine filling your mouth with red hots and washing them down with vodka.,Goldschlager,,[]
198,Goldwasser,"This is a liqueur flavored with citrus peel, herbs, and spices.  It has gold flakes floating in it.",Danziger Goldwasser,,['Silberwasser']
199,grain alcohol,"This is pure alcohol--odorless, tasteless, and very potent at 190 proof.  Cooks use it to make liqueurs, but since it can also be used to purify crack cocaine, eyebrows may be raised if you buy a large bottle.  Well-known brands include Everclear and Sunset.   Grain alcohol should always be diluted before consumption, since it's so harsh and potent. Don't substitute methyl alcohol or rubbing alcohol for grain alcohol--both of these are toxic.","ethanol, ethyl alcohol, grain neutral spirits, pure grain alcohol",,['vodka']
200,Gran Torres,This is a Spanish orange liqueur.,,,['triple sec']
201,Grand Marnier,"This is a fairly sweet brandy-based orange liqueur.   There are two kinds:  the well-regarded red, or Cordon Rouge, and the sweeter and less potent yellow, or Cordon Jaune.",,,"['Cointreau', 'curaçao', 'triple sec', 'cognac', 'orange juice']"
202,grape juice,"This category includes red grape juice, white grape juice, and sparkling grape juice.","red grape juice, sparkling grape juice, white grape juice",Vitis vinifera,['wine']
203,grapefruit juice,This comes either sweetened or unsweetened.,,Citrus paradisi,"['orange juice', 'pineapple juice']"
204,grappa,"This potent and somewhat harsh drink is made from the grape residue, called pomace, that's left over from making brandy.  It's traditionally been thought of as a second-rate eau de vie, but some producers have developed premium grappas that are quite smooth and very pricey.  Grappa is the Italian version, marc the French, aguardiente the Spanish, testerbranntwein the German, and bagaceira the Portuguese.","aguardiente, bagaceira, eau de vie de marc, eau-de-vie de marc, grapa, marc, pomace brandy, testerbranntwein",,"['apple brandy', 'pear brandy', 'cognac', 'Armagnac']"
205,green tea,,"tea, green",,['coffee']
206,guarana,Guarana powder is used mostly in Brazil to make tea and soft drinks. The seeds are roasted and ground. They are similar to coffee beans but have a higher caffeine content.,guaraná,Paullinia cupana,['coffee']
207,guavaberry liqueur,"A specialty of the Caribbean island of St. Martin, guavaberry liqueur is based on rum and flavored with the island's indigenous guavaberries.",Guavaberry Island Folk Liqueur,,['raspberry liqueur']
208,half-and-half,(10.5 - 18% fat),half & half,Capra aegagrus hircus,"['cream', 'evaporated milk', 'butter', 'milk 3.5%']"
209,hard cider,"This is low-alcohol wine that's made from apples.  It's fairly sweet, and especially popular in Normandy.",,,"['perry', 'apple cider']"
210,hazelnut liqueur,"This is great in coffee, on ice cream, or in cakes that use a liqueur as an ingredient.  Frangelico is a well-regarded brand.",noisette,,"['walnut liqueur', 'amaretto', 'brandy']"
211,heavy cream,"at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes.",heavy whipping cream,Capra aegagrus hircus,"['créme fraîche', 'milk 3.5%', 'light cream', 'evaporated milk', 'milk 3.5%', 'milk 3.5%', 'cottage cheese', 'ricotta cheese', 'silken tofu', 'corn starch', 'coconut milk']"
212,herb vinegar,"Herb vinegars are a convenient way to preserve fresh herbs and to incorporate their flavor into salad dressings, marinades, and sauces. They're easy to make at home. Just put one or two sprigs of clean, fresh herbs in a bottle of warm vinegar, tightly seal the bottle, and let it stand for at least a few days. The sprigs will eventually become bitter, so remove or replace them after a few weeks. Make sure that the vinegar you use has an acidity level of at least 5% (this information is given on the label). Wine, rice, or cider vinegars are good bases for most herb vinegars. Don't add too many herbs to the bottle, or you may reduce the acidity of the vinegar so much that it loses its ability to preserve.",,,['vinegar']
213,herbal liqueurs,"Herbal liqueurs include Chartreuse, Strega, Suze, Kümmel, Izarra, Jägermeister, Fernet Branca, and anise-flavored liqueurs.",herb liqueurs,,['anise-flavored liqueurs']
214,Herbsaint,"Made in New Orleans, this anise-flavored liqueur was developed as a substitute for absinthe, which contains a narcotic and is outlawed in the United States.  It's used in mixed drinks and Oysters Rockefeller.",,,"['Pernod', 'Ricard', 'anise-flavored liqueurs']"
215,horchata,"This is a Spanish beverage made with rice, almonds, or chufa. Horchatas sold in markets are often flavored with chocolate, cinnamon, or fruit.Varieties: Hispanic stores often carry almond horchata = horchata de almendra, chufa horchata = horchata de chufa, the traditional Spanish version, and rice horchata = horchata de arroz.","almond horchata, chufa horchata, horchata de almendra, horchata de arroz, horchata de chufa, rice horchata",,['vanilla extract']
216,India pale ale,"This is a bitter, full-bodied ale that's relatively high in alcohol.  It can be identified by the letters IPA on the label.   Don't confuse this with American pale ale, which is much tamer.",IPA,,"['pale ale', 'porter ale']"
217,instant coffee,,,,"['coffee', 'tea']"
218,Irish cream liqueur,This is made with Irish whiskey flavored with chocolate and cream.  Bailey's Irish Cream is a well-known brand.,Bailey's Irish Cream,,"['advocaat', 'coconut rum']"
219,Irish Mist,"This liqueur is based on Irish whiskey, and is flavored with herbs and honey.",,,"['Drambuie', 'Glayva']"
220,Irish whiskey,"Irish whiskey resembles Scotch, only without the smoky flavor.  Jameson 1780 and Black Bush are highly regarded brands.  Whiskey should be served at room temperature.",,,"['Canadian whisky', 'Scotch whisky', 'vanilla extract', 'sherry']"
221,Izarra,"This is a Basque version of Chartreuse.  Like its prototype, it comes in a green and a milder yellow version",,,"['Chartreuse', 'Strega', 'Bénédictine']"
222,Jägermeister,"This is a potent, bittersweet herbal liqueur.  You can sometimes see Jägermeister bumper stickers on cars, often the kind that also sport surf shop decals.",Jagermeister,,"['Bénédictine', 'Fernet Branca']"
223,jasmine tea,,,,['coffee']
224,jocoque,This is a Mexican product that's halfway between buttermilk and sour cream.,labin,,"['buttermilk', 'sour cream', 'yogurt', 'crema']"
225,Johannisberg Riesling,"This is a grape variety that produces a fragrant, fresh-tasting white wine that's great with ham, sausages, smoked fish, shellfish, or spicy Asian food.  It's the grape that's used to make excellent Rhine wines in Germany.  Don't confuse these excellent wines with domestic Riesling wines, which are usually made with inferior cousins of the Johanissberg Riesling grape.  Late harvest Johannisberg Rieslings are very sweet, and make excellent dessert wines.",White Riesling,,"['Rhine Wine', 'Gewürztraminer', 'Chenin blanc', 'Pinot blanc', 'water']"
226,Kahlúa,,Kahlua,,['Tía Maria']
227,kalamansi juice,,"calamansi juice, musk lime juice, musklime juice",Citrus microcarp,"['kalamansi juice', 'mandarin orange juice', 'key lime juice', 'calamondin juice', 'lemon juice']"
228,kaymak,,kaimaki,,"['clotted cream', 'créme fraîche']"
229,kefir,"Kefir is like a thin, drinkable yogurt. It was originally made in Turkey out of camel's milk. It comes plain or flavored.",,,"['yogurt', 'kefir', 'kumiss']"
230,key lime juice,"Freshly squeezed lime juice is vastly superior to what you'll find in bottles. Key limes and bottled key lime juice are widely available in the Southeast, and in specialty markets elsewhere. Liquor stores sometimes carry Rose's lime juice, which is sweetened key lime juice.",Mexican lime juice,Citrus aurantiifolia,"['lime juice', 'passion fruit juice', 'calamondin juice', ""Rose's lime juice""]"
231,khus syrup,Indians use this to make desserts and drinks.,,Chrysopogon zizanioides,['rose syrup']
232,kirsch,This colorless cherry brandy is made primarily in Germany.  French kirsch isn't quite as dry.,"cherry brandy, kirschwasser, Schwarzwalder",,"['cherry liqueurs', 'framboise', 'plum brandy']"
233,Kitchen Bouquet,,,,"['browning', ""baker's caramel"", 'caramel coloring', 'soy sauce']"
234,Kosher wine,"This is wine that's been made in accordance with Rabbinical law.   Most people think of them as syrupy-sweet screw-top wines made with Concord grapes, but some kosher wines are now being produced that are indistinguishable from quality non-kosher wines.  Unless pasteurized, a wine can only remain kosher if it's poured by an observant Jew.  Bottles of pasteurized wine sport the label ""mevushal.""",Passover wine,,[]
235,kumiss,"Like kefir, kumiss is a beverage made from milk cultured with bacteria. Asian nomads originally made it with the milk of camels or mares, but commercial producers now use cow's milk.","arjan, koumis, koumiss, koumyss",,"['kefir', 'yogurt']"
236,kümmel,This is a sweet liqueur based on grain alcohol and flavored with caraway seeds and cumin.  Gilka Kümmel and Allasch Kümmel are well-regarded brands.,"Allasch Kümmel, Gilka Kümmel, kummel",,['aquavit']
237,kumquat liqueur,This is a liqueur flavored with kumquats.,,,"['orange liqueur', 'mandarine liqueur']"
238,lager beer,"These are the light-bodied, effervescent beers that are so popular in America.  They're brewed from malted barley, hops, and water, and then stored (or ""lagered"") until the sediment settles.  The beer is then clarified and carbonated.  Dark lager beers are brown in color and sweeter than the more popular pale lagers.  Pilsner Urquell beer is a famous lager that's made in the Czech Republic.  Producers elsewhere sometimes call their better brews Pilsner beer = Pilsener beer, but they're not as good as their namesake.  Light beer = lite beer has fewer calories and less alcohol than conventional beer.","Dark lager beers, Light beer, lite beer, Pilsener beer, Pilsner beer, Pilsner Urquell beer",,"['Pilsner beer', 'light beer']"
239,lamb stock,,,Ovis aries,"['beef stock', 'chicken stock']"
240,late harvest wine,"These pricey wines are produced from grapes that are picked late in the season, after they've shriveled a bit on the vine.  This concentrates the sugar and allows producers to turn the grapes into sweet, rich dessert wines.  Some of the best late harvest wines are made from grapes that have become moldy with the Botrytis cinerea fungus (also known as ""noble rot"").  The fungus pokes holes in the grape skins, allowing more water to evaporate.  Ice wine = icewine = eiswein is an especially sweet and expensive kind of late harvest wine in which the dehydrated grapes are allowed to freeze on the vine, resulting in a very sweet wine.  These and other late harvest wines are often sold in half-bottles, and are best drunk by themselves or with fruit or light desserts.  Don't serve them with chocolate or very sweet desserts.","eiswein, Ice wine, icewine",,[]
241,lemon juice,Freshly squeezed lemon juice tastes much better than bottled juice.,,Citrus limon,"['lime juice', 'key lime juice', 'malt vinegar', 'water']"
242,lemon liqueur,These liqueurs are made with lemon peels and best served very cold.,liquore di limoni,,"['vodka', 'limoncello']"
243,Licor 43,"This Spanish liqueur is made up of 43 ingredients, with vanilla and citrus predominant.",Cuarenta y Tres,,['Tuaca']
244,light beer,,lite beer,,"['lager beer', 'Pilsner beer']"
245,light coconut milk,,lite coconut milk,,"['water', 'coconut milk']"
246,light corn syrup,Light corn syrup is used to make everything from candy to fake blood at Halloween.,light Karo syrup,,"['dark corn syrup', 'sugar', 'golden syrup', 'honey']"
247,light cream,"18 - 30% fat
Unlike heavy cream, lower-fat substitutes like light cream, half-and-half, and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.   Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.","coffee cream, table cream",Capra aegagrus hircus,"['evaporated milk', 'half-and-half', 'milk 3.5%', 'cottage cheese']"
248,light whipping cream,"30 - 36% fat
Unlike heavy cream or whipping cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.",whipping cream,Capra aegagrus hircus,"['heavy cream', 'evaporated milk']"
249,Lillet,This is an expensive and light French apéritif made with wine and brandy.  There are two versions:  Lillet Blonde (white) and Lillet Rouge (red).,"Lillet Blonde, Lillet Rouge",,"['vermouth', 'Amer Picon', 'port']"
250,lime juice,,Persian lime juice,Citrus latifolia,"['key lime juice', 'lemon juice']"
251,limoncello,"This excellent lemon-flavored Italian liqueur is often stored in freezers so that it can be served ice cold.  It's hard to find in stores, but easy to make at home.",limoncino,,"['Strega', 'lemon liqueur']"
252,liqueur,"Liqueurs are mixtures of spirits, sweeteners, and flavorings like herbs, fruits, nuts, and flowers.  They're sometimes served as after-dinner drinks, but they're more often poured on desserts or mixed into cocktails, milk, or coffee.  Some cooks buy miniature bottles of liqueurs to conserve on money and cabinet space.",cordial,,"['fruit syrup', 'Bourbon whiskey', 'rum', 'Marsala', 'vanilla extract']"
253,liquor,"	Liquor refers to distilled alcoholic beverages like whiskey, gin, rum, vodka, tequila, and brandy.  These are almost always more potent than fermented alcoholic beverages like beer and wine.   It's best to store liquor in a cool, dark place, and to drink it within a year after opening the bottle.  Unlike wine, liquor stops aging once it's bottled.   Don't confuse liquors with liqueurs, which are made with liquor but sweetened and flavored with herbs, fruit, spices, flowers, nuts, or roots.","booze, hard alcohol, hard liquor, spirits",,[]
254,Lochan-Ora,This liqueur is made with Scotch and flavored with honey and herbs.,,,"['Drambuie', 'Glayva']"
255,Low-Fat Yogurt,,,Bos taurus,"['yogurt', 'silken tofu']"
256,Madeira,"This fortified wine is named for its birthplace, an island off the coast of Africa.   Madeira wines first became popular back in the days of cross-Atlantic sailing ships, because they were able to survive long, hot trips in rolling ships.  And they didn't just survive, they actually improved, so much so that sending them off on long round-trip sea voyages eventually became an integral part of their production, though the practice has since been abandoned.  Madeiras are used both for cooking, and as after-dinner drinks.  Varieties of Madeira (in order from driest to sweetest)  include the Sercial Madeira, Rainwater Madeira, Verdelho Madeira, Bual Madeira = Boal Madeira, and Malvasia Madeira = Malmsey Madeira.   ""Reserve"" Madeiras are aged at least five years, ""special reserve"" for at least ten, and ""extra reserve"" for at least fifteen.  Madeiras from Portugal are considered to be far superior to domestic brands.   Once opened, Madeira should be consumed within a week or so and stored in the refrigerator.","Boal Madeira, Bual Madeira, Malmsey Madeira, Malvasia Madeira, Rainwater Madeira, Sercial Madeira, Verdelho Madeira",,"['port', 'Marsala', 'dry vermouth', 'sherry', 'chicken stock', 'beef stock']"
257,Malbec,This red wine is similar to Merlot.  It's a good choice if you want a decent but inexpensive red wine to serve with red meat and pasta.,,,"['Merlot', 'Chianti']"
258,malt liquor,"This is similar to lager beer, only it's higher in alcohol.",,,['beer']
259,malt vinegar,"Most of us know malt vinegar as the condiment that's always put on the table wherever British fish and chips are served. It's made from malted barley, and has a pungent, lemony flavor. It's a good choice for pickling (assuming it contains at least 5% acetic acid), though it will darken light-colored fruits and vegetables. It's also the vinegar of choice for making chutneys. Since it's so assertive, it's not a good choice for vinaigrettes or delicate sauces. Varieties include brown malt vinegar and distilled malt vinegar, which is clear.","alegar, brown malt vinegar, distilled malt vinegar",,"['lemon juice', 'cider vinegar', 'white wine vinegar']"
260,mandarin orange juice,,,Citrus reticulata,['orange juice']
261,mandarine liqueur,This cognac-based liquor is flavored with the peels of mandarin oranges.   Mandarine Napoléon is a well-regarded brand.,Mandarine Napoléon,,"['orange liqueur', 'kumquat liqueur', 'lemon liqueur']"
262,maple syrup,"Made from the sap of sugar maples, maple syrup is a traditional topping for pancakes, waffles, and French toast. It's also used to make candies, frostings, candied yams, meat glazes, and baked beans. Lighter syrups usually have a more delicate flavor. Refrigerate after opening. Don't confuse authentic maple syrup with the cheaper and more commonly used pancake syrup, which are based on corn syrup.",,Acer saccharum,"['pancake syrup', 'berry syrup', 'brown rice syrup', 'dark brown sugar', 'molasses', 'honey', 'sugar']"
263,Maraschino liqueur,"This is an excellent semi-dry clear liqueur that's made with sour cherries.   It's made from marasca cherries, which are native to Croatia.  Unrest there has made good Maraschino liqueurs hard to find in recent years. Luxardo Maraschino and Stock Maraschino are well-respected brands.","Luxardo Maraschino, Stock Maraschino",,"['amaretto', 'kirsch', 'cherry liqueurs']"
264,marc,Marc is a French brandy made from the leftovers of wine making.,,,['cachaça']
265,Marsala," This popular Sicilian fortified wine is Italy's answer to sherry and Madeira.  It's mostly used as a cooking wine and is a key ingredient in many Italian dishes, including zabaglione, tiramisu, and veal scaloppini.  Marsalas are graded according to their sweetness and age.  The sweetest Marsalas are called ""dolce,"" followed by ""demisecco,"" and then ""secco,"" which are the driest.  Ranked from youngest to oldest, the age grades are ""fine,"" ""superiore,"" ""superiore riserva,"" ""vergine,"" and ""stravecchio.""",,,"['Madeira', 'sherry', 'sherry']"
266,mastika,This brandy-based Greek liqueur is flavored with gum mastic.,masticha,,"['ouzo', 'Metaxa', 'anise-flavored liqueurs']"
267,matcha,This is powdered green tea is especially grown and processed. It can be used an an additive to many foods and drinks. It is believed to have many healthy properties.,"green tea powdered, matcha powder",Camellia sinensis,['green tea']
268,Mathilde orange liqueur,,,,[]
