,Name,Description,Also known as,Scientific name,Substitutions
114,moong dal,"These are mung beans that have been skinned and split, so that they're flat,  yellow, and quick-cooking.  They're relatively easy to digest.",,,['green pea']
115,mortgage runner bean,"These beans have a rich, creamy consistency that works well in soups and casseroles.",mortgage lifter bean,,"['Great Northern bean', 'navy bean', 'cannellini bean']"
116,mung bean,"Whole mung beans are small and green, and they're often sprouted to make bean sprouts.  When skinned and split, the beans are flat and yellow, and called moong dal.","green gram, mung pea, mungo bean",Vigna radiata,['pigeon pea']
117,natto,"Made with fermented soybeans, natto is pungent, sticky, and highly nutritious.  The Japanese like to serve it on rice or put it in sushi or miso soups.  It's available in Japanese markets or health food stores either frozen, freeze-dried, or fresh in straw bundles.","fermented soy cheese, nato, nattou",Glycine max,[]
118,navy bean,"These small white beans are commonly used to make baked beans, but they're also good in soups, salads, and chili.   They're relatively difficult to digest.","Boston bean, Boston navy bean, fagioli, haricot bean, haricot blanc bean, pea bean, pearl haricot, small white bean, white pea bean, Yankee bean",Phaseolus vulgaris,"['Great Northern bean', 'lima bean', 'cannellini bean', 'flageolet bean']"
119,nut butter,"If you mix roasted nuts, vegetable oil, salt, and maybe some sugar in a blender or food processor for awhile, you'll get a smooth, spreadable paste called nut butter.  Nut butters can be spread on bread or crackers, blended into savory sauces, or teamed up with chocolate to make desserts.",nut spread,,"['Salt', 'hummus', 'cream cheese']"
120,nut flour,"Nut flours are ground from the cake that remains after oils are pressed from nuts.  They're great for breading fish or chicken, and they add a rich flavor to baked goods.   Nut flour lacks the gluten that baked goods need to rise, so in those recipes substitute no more than 1/4 of the wheat flour with nut flour.  Nut flours go stale quickly, so store them in the refrigerator or freezer, and use them up quickly.",,,['nut meal']
121,nut meal,"Nut meals are ground from whole nuts, and are grittier and oilier than nut flours, which are ground from the cake that remains after the oils are pressed from nuts.   To make your own nut meals, grind toasted nuts in a nut mill until the meal has the consistency of cornmeal.  You can also use a food processor fitted with a steel blade to do this, but it's hard to keep the nut meal from turning into nut butter.  It helps to freeze the nuts before grinding, to use the pulse setting on the processor, and to add any sugar in the recipe to the nuts to help absorb the oils.  Store nut meals in the refrigerator or freezer, and use them soon after you buy or  make them.",ground nuts,,['nut flour']
122,nuts,"Cooks and grocers define nuts as anything with edible kernels and hard shells.  This includes true nuts like chestnuts and acorns, but also things that botanists would class as seeds, like Brazil nuts, or legumes, like peanuts.  Nuts are usually high in fat and protein, and people throughout the world eat them as snacks or incorporate them into both sweet and savory dishes.  Many nuts can be eaten raw but roasting them helps intensify their flavor.   Nuts are usually harvested in the fall, and it's best to buy unprocessed nuts then.   Many unshelled nuts can be kept for up to a year in a cool place, but shelled nuts, especially those that have been cut or roasted, are more prone to rancidity and should be stored in the refrigerator or freezer in an airtight container.",,,"['Dried Fruit', 'rolled oats', 'chocolate chips']"
123,okara,"This is the ivory pulp that's left over after the soy milk is squeezed from soybeans.  It's moist and crumbly, full of protein and fiber, and about as flavorful as a wad of paper towels.   Look for it in the produce section of Japanese markets.","kirazu, unohana",Glycine max,['tofu']
124,okra,"When cooked, okra exudes a slimy substance, which serves as a wonderful thickener in stews. Unfortunately, that sliminess puts off many diners, but you can minimize it by buying small, fresh okra and by cooking it very briefly. Okra's popular in the South, where they fry it in cornmeal, pickle it (this also gets rid of the sliminess), and use it to thicken their gumbos.","bamia, bamie, bhindi, bindi, gombo, gumbo, ladies' fingers, ladyfingers, ochro, okro, quiabo, quingombo",Abelmoschus esculentus,"['filé powder', 'nopales', 'asparagus', 'Eggplants', 'purslane']"
125,paradise nut,"Paradise nuts are in a large (10"") capped pot-like fruit contains nutritious nuts.","sapucaya nut, sapucia nut",Lecythis zabucajo,['Brazil nut']
126,peanut,"These aren't really nuts, but legumes that grow underground.  They're cheaper than most nuts, and are often eaten out of hand or incorporated into candies, stir-fries, or trail mixes. You can buy them shelled or unshelled, salted or unsalted, raw or roasted.  To roast, place shelled peanuts on a cookie sheet in a 350° oven for about 15 to 20 minutes.   Since many people are allergic to peanuts, it's important to alert guests if you're serving something that's made with peanuts or peanut products.","goober, goober pea, groundnut, monkey nut, pindar",Arachis hypogaea,"['cashew', 'almond']"
127,peanut butter,"High in protein and low in cost, peanut butter is a sandwich staple. It's often teamed with jelly, but honey, bananas, onions, and even pickles work well too.Natural peanut butter is made simply of peanuts, oil, and sometimes salt. It's not very popular with consumers, though, since it needs to be refrigerated after opening, and the oil tends to separate and rise to the top. Most shoppers turn instead to commercial peanut butters, which don't need to be refrigerated and don't separate. Unfortunately, these products are made with hydrogenated oils, which are bad for you.Since many people are allergic to peanuts, it's important to alert guests if you're serving something that's made with peanut butter.",peanut paste,Arachis hypogaea,"['chocolate-hazelnut spread', 'peanut', 'almond butter', 'sesame paste', 'hummus']"
128,peanut powder,Indian cooks use this to thicken their curries.,,Arachis hypogaea,['peanut']
129,pecan,"This North American nut is like a walnut, only sweeter and milder.   It's used widely in the South to make pralines, pecan pie, ice cream, and nut breads.  They're high in fat, so it's best to store shelled pecans in the refrigerator or freezer to prevent them from turning rancid.  To roast, put shelled pecans on a baking pan and in bake them in a 325° oven, stirring occasionally, until they're slightly golden, about ten minutes.",,Carya illinoinensis,"['walnut', 'hickory nut']"
130,pecan meal,,ground pecans,Carya illinoinensis,"['pecan', 'walnut meal']"
131,pigeon pea,"These are usually sold dried, but fresh, frozen, and canned peas also are available.  They have a strong flavor, and they're popular in the South and in the Caribbean","congo bean, congo pea, frijol de palo, gandules, goongoo pea, gunga pea, gungo pea, no-eyed peas, pwa kongo, red gram, tur",Cajanus cajan,"['yellow-eyed pea', 'black-eyed pea']"
132,pili nut,,Java almond,Canarium ovatum,['almond']
133,pine nut,"These expensive and delicate seeds are harvested from pine trees in different parts of the world.  Italians like to grind them into pesto or sprinkle them on pasta dishes.   There are two main varieties:  the triangular Chinese pine nuts sold in Asian markets, and the slender Italian pine nuts, which are more expensive and subtly flavored.   All pine nuts are high in fat, so store them in the refrigerator or freezer to keep them from getting rancid.  Before you use them, toast pine nuts in a 325° oven, stirring occasionally, until they're slightly golden, about five minutes.","Indian nut, pignoli, pignolia, pignolo, pine kernel, pinolea, pinoli, piñon, pinyon, snoober",Pinus,"['walnut', 'almond', 'hazelnut', 'cashew', 'peanut', 'sunflower seeds']"
134,pinto bean,"The dried beans are beige with brown streaks, but they turn a uniform pinkish-brown when cooked.  They're often used to make refried beans and chili.",,"Phaseolus vulgaris, pinto","['chili bean', 'rattlesnake bean', 'red kidney bean', 'anasazi beans', 'cranberry bean', 'azuki bean']"
135,pistachio nut,"These green Middle Eastern nuts are encased in tan shells, which are sometimes dyed red.  They're crunchy and delicately sweet, so they're great in everything from ice cream to pilafs.  When the nuts are mature enough to eat, the shells split open enough that they can be pulled off easily with your fingers.  Unopened shells contain immature kernels and should be discarded.  Pistachios are available shelled or unshelled, salted or unsalted, roasted or raw.  To roast, put shelled pistachios on a baking pan and in bake them in a 325° oven, stirring occasionally, until they're slightly golden, about ten minutes.",,Pistacia vera,"['pine nut', 'almonds, blanched']"
136,poppy seed filling,Eastern European cooks like to put this into their pastries and cakes.,,Papaver somniferum,['sesame paste']
137,praline paste,"This paste is made with almond or hazelnut butter and sugar, and it's used to make candy and other desserts.  It's hard to make yourself, since homemade nut butters tend to be gritty.  Unfortunately, it's also hard to find commercially prepared praline paste, though you can order it online at www.kingarthurflour.com.   The oil sometimes separates and rises to the top, so stir before using.",praliné,,"['chestnut purée', 'nuts']"
138,praline powder,"This is used to flavor ice cream and pastry fillings.  It's made from pralines, a crunchy French candy that resembles peanut brittle, except that it's made with almonds or hazelnuts.   You can buy praline powder ready made, but it's easy to make your own by pulverizing praline pieces in a food processor.  Be sure to use crunchy pralines, not the soft pecan candies that people in New Orleans call pralines.",,,[]
139,pressed tofu,"With much of the moisture pressed out of it, this kind of tofu holds it shape and absorbs marinades better than firm tofu.  It's the best choice for grilling.","dow fu kon, nigari tofu",Glycine max,"['extra-firm tofu', 'atsu-age']"
140,rattlesnake bean,"A pinto bean hybrid, the rattlesnake bean gets its name from the way its bean pods twist and snake around the vines and poles.  These beans are great for making chili, refried beans, soups, or casseroles.",,"Phaseolus vulgaris, rattlesnake","['pinto bean', 'chili bean', 'red kidney bean']"
141,red ball bean,,frijo bola roja,,[]
142,red bean,"These are similar to red kidney beans, only smaller, rounder, and darker.  In the Southwest, they're often used to make refried beans and chili.  In Louisiana, they're used to make the classic red beans and rice.","Mexican red bean, small red bean",,"['pinto bean', 'red kidney bean', 'azuki bean']"
143,red kidney bean,"These gorgeous and versatile beans are often used in chili, refried beans, soups, and salads.",rajma,Phaseolus vulgaris,"['red bean', 'pinto bean', 'chili bean', 'Tolosana bean', 'azuki bean', 'cranberry bean']"
144,red lentil,"The most common type of red lentil is the Red Chief.  It's a lovely salmon pink in its dried form, but it turns golden when cooked.  These lentils cook faster than others.  They're best in purées or soups.",,Lens culinaris,"['masoor dal', 'toor dal', 'French green lentils', 'brown lentil']"
145,red miso,"This versatile, medium-strength miso is the most popular variety in Japan.  It's made from barley or rice, and it's used for hearty soups and stews, or to make rubs and marinades for meat and poultry.","aka miso, akamiso, inaka miso, sendai miso",,"['yellow miso', 'hatcho miso', 'vegetable bouillon cubes', 'beef bouillon cubes']"
146,refried beans,"These are beans that are cooked, mashed, and then fried, usually in lard or bacon drippings.",frijoles refritos,,"['pinto bean', 'pinto bean', 'black bean']"
147,regular tofu,"This is halfway between the custard-like consistency of silken tofu and the denser texture of firm tofu. It's a good choice if you want to scramble it like eggs, or use it in place of ricotta cheese in a casserole. Store tofu in the refrigerator, changing the water daily, and use it within a week. Freezing firm tofu will make it chewier and give it a meatier texture. Look for cakes of it in plastic tubs in the refrigerated sections of supermarkets and health food stores.",medium tofu,Glycine max,"['firm tofu', 'soft tofu']"
148,rice bean,These tiny beans don't require soaking and cook in just 15 minutes.  Some cooks use them instead of rice to make risotto.,,,"['Rice', 'Lentils']"
149,sator,"Thai cooks like to add these squat green beans to stir-fries.  They have a strong, somewhat bitter flavor.","bitter bean, sataw, stink bean, twisted cluster bean",Parkia speciosa,"['green bean', 'asparagus']"
150,scarlet runner bean,"These large beans are very flavorful, and they work well in salads or as a side dish.   Young pods can be cooked and served like green beans",runner bean,,"['lima bean', 'Great Northern bean']"
151,sesame butter,"This is a paste made from toasted black (i.e., unhulled) sesame seeds. It's similar to sesame paste, but thicker and darker. Once you've opened it, store it in the refrigerator unless you plan to use it up within a week or so.",tahini,Sesamum indicum,"['peanut oil', 'sesame paste', 'peanut butter', 'peanut butter']"
152,sesame paste,"This is a paste made from ordinary white sesame seeds. It's used in the Middle East to make hummus, baba ghanouj, and sauces. The oil tends to rise to the top, so stir before using. Once you've opened it, store it in the refrigerator unless you plan to use it up within a week or so.","sesame seed paste, tahina, tahini",Sesamum indicum,"['peanut oil', 'sesame butter', 'sesame oil', 'sesame seed', 'sesame oil', 'peanut butter']"
153,silken tofu,"This Japanese tofu is soft and creamy and it's the preferred tofu for shakes, dips, custards, puddings, and dressings.  It's available either fresh in tubs or in aseptic packages that don't need refrigeration.  When working with silken tofu, it's a good idea to make a dish ahead of time so as to allow the tofu to absorb other flavors.  Don't freeze it.",kinu-goshi,Glycine max,"['soft tofu', 'sour cream', 'mayonnaise', 'yogurt']"
154,sliced almonds,"You can buy almonds already sliced, or do it yourself using a food processor fitted with a slicing disk.  It's best to toast the sliced almonds before using them.  Just spread them on a baking sheet and put them in a 350° oven until they're light brown, about five to ten minutes.","almonds, sliced",Prunus dulcis,"['slivered almond', 'almond']"
155,slivered almond,"You can buy slivered almonds in the baking supplies section of most supermarkets.  To sliver a blanched almond yourself, use a paring knife to cut it lengthwise into several small sticks.","almonds, slivered",Prunus dulcis,"['sliced almonds', 'almond']"
156,snap bean,"With most beans, you eat only the seeds, usually after they've been dried. But you can eat snap beans pod and all. Until a century ago, the pods had tough strings that cooks had to pull off before cooking (hence the name ""string beans"") but the snap beans you'll find in markets today are almost all stringless.To learn about different varieties of snap beans, click here.",string beans,Phaseolus vulgaris,"['asparagus', 'broccoli', 'okra']"
157,snow pea,"You eat these whole, pod and all.   They're often stir-fried very briefly (no more than a minute), but they're also good raw.  They're easy to prepare, just wash and trim the ends.  Some people string them as well, but that's not necessary.  Select crisp, flat snow peas that snap when you break them.","Chinese pea, Chinese pea pod, Chinese snow pea, edible-podded pea, mange-tout pea, pois mangetout, sugar pea","Pisum sativum, saccharatum","['sugar snap', 'asparagus', 'mung bean sprouts']"
158,soft tofu,"This is the Chinese version of Japan's silken tofu.  Like silken tofu, it's good for making shakes, dips, custards, puddings, and dressings.   Look for plastic tubs with cakes of tofu in the refrigerated sections of supermarkets and health food stores.   Don't freeze this kind of tofu.",sui-doufu,Glycine max,"['silken tofu', 'sour cream', 'mayonnaise', 'yogurt']"
159,soy cheese,"Made from soy milk, soy cheese is a boon to those who eschew dairy products.  There are many varieties, including those which mimic cheddar, Parmesan, mozzarella, jack, and Swiss.  Most brands have a mild, ho-hum flavor and a dry texture.   Except for the low-fat varieties, most of them melt fairly well.",tofu cheese,Glycine max,"['cheese', 'nutritional yeast']"
160,soy mayonnaise,"This is made from soy milk, and it's a very convincing substitute for those who wish to avoid egg-based mayonnaise. Nayonaise is a well-respected brand.","soya mayonnaise, tofu mayonnaise",Glycine max,"['mayonnaise', 'hummus', 'tofu sour cream']"
161,soy yogurt,"This is made from soy milk, and it's a good alternative for those who wish to avoid dairy products.",,Glycine max,"['yogurt', 'tofu sour cream']"
162,soybean,"This nutritional powerhouse is extremely versatile--it's used to make salad oil, tofu, soy sauce, meat analogs, soy milk and cheese, and many other ingredients.   The actual beans need to be soaked a long time and are somewhat hard to digest, but they're extremely nutritious.","soy bean, soya bean",Glycine max,"['lima bean', 'dried fava bean ', 'chickpea']"
163,soybean paper,These colorful sheets can be used to wrap sushi.  Look for them in Asian markets.,nama nori san,Glycine max,['sushi nori']
164,soynut butter,"This peanut butter substitute is made from roasted soynuts.  It's got a bit less fat than peanut butter, and much less flavor.",soy nut butter,Glycine max,['peanut butter']
165,soynuts,"These are roasted soybeans that you eat like peanuts.  They're about the shape of corn kernels, and sometimes coated with flavorings.  Baked soynuts are lower in fat than fried.","roasted soybeans, soy nuts",Glycine max,"['soybean', 'soybean']"
166,Steuben yellow bean,This heirloom bean is sometimes used to make Boston baked beans.,"butterscotch calypso bean, Maine yellow eye, molasses face bean, Steuben yellow eye bean",,"['navy bean', 'Great Northern bean']"
167,sugar snap,"This cross between an English pea and a snow pea is sweet and crisp, and is eaten whole, pod and all.  Sugar snaps can be served raw, briefly stir-fried, pickled, or steamed as a side dish.","mangetout, snap pea, sugar pea, sugar snap pea",Pisum sativum,"['snow pea', 'asparagus', 'carrot']"
168,sunflower butter,,,,['sesame paste']
169,Swedish brown bean,These pretty brown beans are especially good in soups.,,,"['cranberry bean', 'pinto bean']"
170,tempeh,"This Indonesian meat substitute is made from soybeans and other grains that have been injected with a mold and allowed to ferment.   It's rich in protein and fiber and has a chewy texture and salty, nutty flavor.   Before using it, steam or simmer it for about twenty minutes.  Then use it just like tofu or  meat--either by marinating it and grilling or by crumbling it into pieces and frying them.   Look for tempeh among the frozen foods in supermarkets or in health food stores.  It will keep in the freezer for a few months, or in the refrigerator for about a week.",tempe,Glycine max,"['tofu', 'ground beef', 'seitan', 'textured soy protein']"
171,tepary bean,This was a staple of Native Americans in the Southwest.  It's good for making refried beans and chili.  Look for it in health food stores.,"moth dal, tapary bean",,"['navy bean', 'pinto bean']"
172,textured soy protein,"This is a healthy ground meat substitute made from defatted soy flour.  It comes as dried or frozen flakes, granules, or chunks, and it has a chewy, meaty texture when it's cooked.  The flavor's a bit bland, so it works best in well-seasoned dishes like chili and sloppy joes.  Some brands are beef or chicken-flavored.   Look for it in health food stores.","plant protein, protein crumbles, textured vegetable protein, texturized soy protein, texturized vegetable protein, TSP, TVP, vegetable protein",Glycine max,"['tempeh', 'firm tofu', 'seitan', 'ground beef']"
173,Thailand long bean,,,,['yard-long bean']
174,tofu,"Tofu is cheap, high in protein, low in fat, and very versatile.  You can eat it raw or cooked, but it's bland by itself and tastes best if it's allowed to absorb other flavors.  There are several varieties of raw tofu, each with different moisture contents.   Silken and soft tofu are relatively moist, and best suited for making shakes, dips, and dressings.  Regular tofu has some of the moisture drained away, and it's best for scrambling or using like cheese in casseroles.  Firm, extra-firm, and pressed tofus are even drier, so they absorb other flavors better and hold their shape in stir-fries and on the grill.  Tofu is also available smoked, pickled, flavored, baked, and deep-fat fried.","bean curd, doufu, soya cheese, soybean curd",Glycine max,"['tempeh', 'seitan', 'textured soy protein', 'chicken']"
175,tofu sour cream,"This made with tofu, and it's lower in fat and more nutritious than ordinary sour cream.   Look for it in health food stores.",soy sour cream,Glycine max,"['soy yogurt', 'soy mayonnaise']"
176,tofurky,A tofu and seitan substitute.,,Glycine max,['UnTurkey']
177,Tolosana bean,These beans are especially good in seafood dishes.,"Prince bean, Spanish Tolosana bean",,"['red kidney bean', 'azuki bean']"
178,tongues of fire bean,"This bean is a close relative of the cranberry bean.  Despite its name, it's not hot at all.",,,['cranberry bean']
179,toor,"These lentils are tan when whole, but they're usually sold skinned and split, which reveals their yellow interiors.  They're popular in Southern and Western India.   Look for them in Indian markets.","arhar, tur, tuvar",,"['channa dal', 'yellow pea', 'pigeon pea']"
180,toor dal,"Whole toor lentils are yellow with tan jackets, but they're usually sold skinned and split.  They have a mild, nutty flavor, and they're often cooked as a side dish or ground into flour.  They're sometimes sold with an oily coating, which you should rinse off.  Look for them at Indian markets.","arhar dal, tur dal, tuvar dal, yellow lentils",,"['channa dal', 'yellow pea', 'pigeon pea']"
181,trout bean,This German heirloom bean is relatively sweet.  It's especially good in soups and casseroles,"forellen bean, Jacob's cattle bean",,[]
182,UnTurkey,A seitan-based turkey.,,Triticum aestivum,['tofurky']
183,urad dal,"These lentil-like beans have black skins covering creamy white interiors.  Whole urad dal derive their strong, earthy flavor from the black skins and are often used in curries.  Split urad dal retain the skins and also have a strong flavor.  Skinned and split urad dal are creamy white and somewhat bland.","black gram, black lentil, kali dal",,"['mung bean', 'azuki bean', 'pigeon pea']"
184,"urad dal, skinned and split",These are black lentils (or urad dal) that have been split and skinned.   They're much milder than unskinned.,"skinned and split black lentils, white lentils",,"['urad dal, split']"
185,"urad dal, split","These are black lentils (or urad dal) that have been split but not skinned.   They're not as mild as white lentils, which have been split and skinned.","chilke urad, split black lentils",,"['urad dal, skinned and split']"
186,val dal,These are skinned and split lablab beans.   They're available in Indian markets.,split lablab beans,,"['black-eyed pea', 'green pea']"
187,vallarta bean,,,,['navy bean']
188,walnut,"Walnuts are rich and flavorful, and cooks like to use them in everything from fudge to salads.  Markets usually carry English walnuts = royal walnuts = Persian walnuts.  Less common are black walnuts, which are much more flavorful but harder to shell.   To roast, put shelled walnuts on a baking pan and in bake them in a 325° oven, stirring occasionally, until they're slightly golden, about ten minutes.    After you remove the nuts from the oven, rub them vigorously with a towel so as to remove as much of their bitter skins as possible.  Fresh walnuts are available year-round, but they're best in the fall.  Since they're high in fat and therefore prone to rancidity, it's best to store them in the refrigerator or freezer.","English walnuts, Persian walnuts, royal walnuts",Juglans regia,"['butternut', 'pecan', 'hazelnut', 'pine nut']"
189,walnut flour,,,Juglans regia,"['almond flour', 'hazelnut flour']"
190,walnut meal,,ground walnuts,Juglans regia,"['walnut', 'pecan meal']"
191,water caltrop,"This black nut bears an unmistakable resemblance to a bull's head. Each one is about two inches across, and has a very hard shell. After you shell water caltrops, you'll need to steam or boil them before you can eat them as they contain harmful toxins in their raw state. Or you can skip eating them altogether, and just use them to make jewelry.","horned water chestnut, Jesuit nut, ling chio, ling jiao, ling kio, ling kok",Trapa bicornis,['water chestnut']
192,wax bean,"These are similar to green beans except for the color, which can be yellow or purple.  Don't confuse these with lima beans, which are sometimes called wax beans.",,Phaseolus vulgaris,['green bean']
193,whit bean,,dermason bean,,[]
194,white miso,"This pale yellow miso is the sweetest and mildest of them all.   It's used to make light soups, salad dressings, desserts, and marinades for fish.   It's aged only briefly and isn't as salty as other forms of miso.","kyoto shiro miso, mellow miso, shiro miso, shiromiso, sweet miso, sweet white miso",,"['yellow miso', 'vegetable bouillon cubes', 'red miso']"
195,winged bean,"This pods have deep ridges, and attached leaves that open up like wings. Young ones are best. Don't confuse this with the yard-long bean, which is also sometimes called an asparagus bean.","asparagus bean, asparagus pea, cigarrillas, dragon bean, four-angled bean, goa bean, manila bean, princess pea, winged pea",Psophocarpus tetragonolobus,"['asparagus', 'green bean']"
196,yard-long bean,"These beans usually aren't a yard long--half a yard is more typical.  Asians like to cut them into smaller pieces and add them to their stir-fried dishes. You can also boil or steam them like green beans, though they're not as sweet and juicy.  They don't store well, so use them within a few days of purchase.","asparagus bean, bodi, boonchi, Chinese long bean, dau gok, dow gok, long bean, long-podded cowpea, snake bean",Vigna unguiculata subsp. Sesquipedalis,"['Thailand long bean', 'green bean']"
197,yellow Indian woman bean,,buckskin bean,,['pinto bean']
198,yellow miso,This golden yellow miso is made of rice and aged briefly. It's salty but mild and quite versatile. It's a good choice if you only want to store one tub of miso in your refrigerator.,shinshu miso,Oryza,"['white miso', 'vegetable bouillon cubes']"
199,yellow pea,"These have an earthier flavor than green peas. Scandinavians like to use them in soups, while the British use them in their pease pudding.   It's best to buy them split, since split peas don't need to be soaked and cook fairly quickly.",yellow matar dal,,"['green pea', 'black-eyed pea', 'Lentils']"
200,yellow-eyed pea,"These are similar to black-eyed peas, only the ""eyes"" are yellow. They're popular in the South.",,,"['black-eyed pea', 'pigeon pea']"
201,yuba,"This is the sweet, protein-rich skin that forms on warm soymilk as it cools.  Japanese and Chinese cooks like to add it to soups or use it as wrappers, and when it's deep-fat fried, it makes a fairly realistic ""skin"" for a mock holiday turkey.  You can buy very thin fresh sheets of it (called nama yuba) in Kyoto, Japan, and thicker round sheets that look like fruit leather in some Chinese markets.   Elsewhere, you'll have to get it dried or frozen.   Dried yuba comes as sheets, rolls, knots, and many other forms.  It needs to be reconstituted with water before you can use it, unless you're planning to add it to a soup.","bean curd sheets, bean curd skins, soy milk skins, uba",Glycine max,['bean stick']
