,Name,Description,Also known as,Scientific name,Substitutions
152,shrimp,"There are many different species of shrimp, but generally speaking, the larger the shrimp, the tastier. In the US and Britain, large shrimp are called prawns; in India, all shrimp are prawns. Bay shrimp are very small. You can buy shrimp raw (sometimes called green), or cooked. Don't buy cooked shrimp if you plan to serve it warm--they turns rubbery when reheated. Unopened canned shrimp can be stored for up to a year in a dry, cool place. Once opened, it will keep for up to two days if you wrap it well and refrigerate it",prawn,Caridea,"['Dublin Bay prawn', 'crayfish', 'lobster', 'scallop', 'crab', 'surimi', 'chicken']"
153,shrimp meat,,cooked shrimp,Caridea,"['crayfish', 'lobster', 'scallop', 'crab', 'surimi', 'chicken']"
154,shrimp powder,,ground dried shrimp,Caridea,['dried shrimp']
155,skate,"Skates are delicious, but many people are put off by their bizarre looks.  Only the wings are edible.  Like their shark relatives, skates have cartilage and tough, sandpapery skin.  One way to loosen the skin is to poach them briefly in a mixture of three parts water, one part vinegar.   After you peel off the skin, the wing can be further poached, or baked or fried.",skate wing,Rajidae,['shark']
156,smelt,,"freshwater smelts, typical smelts",Osmeridae,"['shad', 'anchovies', 'sardines', 'mackerel']"
157,smelt roe,This is bright orange and moderately crunchy.,masago,Osmeridae,"['flying fish roe', 'lumpfish roe']"
158,smoked cod roe,,,Gadidae,['smoked salmon roe']
159,smoked eel,,"eel, smoked, unagi","Anguilliformes, Anguilla","['kippered herring', 'smoked whitefish']"
160,smoked salmon,,,Salmonidae,"['lox', 'gravlax', 'nova']"
161,smoked salmon roe,,smoked salmon caviar,Salmonidae,['salmon roe']
162,smoked sprats,These come in cans packed in oil.  Northern Europeans like them on hearty bread.,,Sprattus,['sardines']
163,smoked trout,,,Oncorhynchus mykiss,"['smoked whitefish', 'smoked salmon']"
164,smoked whitefish,This is delicious in salads.  Look for it in upscale delis.,,,"['smoked sprats', 'smoked trout']"
165,snow crab,This is an East Coast version of the king crab.,"queen crab, rock crab, spider crab, tanner crab",Chionoecetes,"['king crab', 'surimi']"
166,sockeye salmon,,"blueback salmon, kokanee salmon, red salmon",Oncorhynchus nerka,['salmon']
167,soft-shell clam,"steamer Includes: Highly regarded Maine steamers and Long Island steamers, and less esteemed Maryland steamers.","Essex clams, Ipswich clams, piss clams, sand gaper, steamer",Mya arenaria,"['razor clam', 'littleneck clams', 'Manila clam', 'mussels']"
168,sole,"Includes gray sole, petrale sole, English sole, Dover sole, and Rex sole.","Dover sole, English sole, gray sole, petrale sole, Rex sole",Soleidae,"['flounder', 'cod', 'John Dory', 'orange roughy', 'hake', 'haddock', 'pollock', 'plaice']"
169,Spanish mackerel,,"Pacific sierra, seer fish, seerfishes",Scomberomorini,"['serra', 'mackerel']"
170,spiny eel,"In the United States, you're more likely to find these in an aquarium that in a supermarket, but Southeast Asians consider them a delicacy.","eel, spiny",Mastacembelidae,"['conger eel', 'elvers', 'freshwater eels', 'monkfish', 'mullet']"
171,spiny lobster,,"langouste, rock lobster",Palinuridae,"['lobster', 'Dublin Bay prawn', 'shrimp', 'monkfish']"
172,sprats,"These tiny fish are similar to anchovies and sardines, and often sold in cans. You're supposed to eat the whole thing, including the head and tail.",European sprats,"Clupeidae, sprattus, Sprattus ",[]
173,squid,,calamari,Decapodiformes,"['cuttlefish', 'octopus', 'shrimp', 'chicken breast']"
174,stone crab,"This is found on the East Coast, especially in Florida. Just the claws are harvested. Substitutes: claws of blue crabs","moro crab, morro crab",Menippe mercenaria,"['Dungeness crab', 'blue crab', 'surimi']"
175,striped bass,,"Atlantic striped, linesider, striper",Morone saxatilis,"['grouper', 'Chilean sea bass', 'tilefish', 'halibut', 'salmon', 'blackfish']"
176,sturgeon,,,Acipenseridae,"['salmon', 'swordfish', 'halibut', 'tuna', 'whitefish']"
177,surf clam,,,Mactridae,"['Manila clam', 'razor clam', 'mussels']"
178,surimi,Imitation crab meat. It is normally made from processed fish meat.,"crab sticks, imitation seafood, sea legs, seafood sticks",,['crab']
179,swordfish,,broadbills,Xiphias gladius,"['marlin', 'shark', 'tuna', 'sturgeon', 'halibut', 'mahi-mahi']"
180,taape,"This beautiful fish was introduced to Hawaii in 1958, and it multiplied so quickly that it's now crowding out some native species.  Buying this fish helps prod fishermen to rid Hawaiian waters of this nuisance.  It's a tasty fish, too, though there's concern that some of these fish may carry ciguatera, a toxin that affects certain reef fish.","blue-lined snapper, blue-stripe snapper, ta'ape",Lutjanus kasmira,[]
181,tarama,"Greek markets often carry jars of this pink cod roe. It's often used to make taramasalata, which is tarama mixed with a filler (like bread crumbs), oil, and seasonings.",taramo,,"['bottarga', 'smoked cod roe']"
182,tilapia,,,Cichlidae,"['red snapper', 'Chilean sea bass', 'flounder', 'sole', 'orange roughy', 'ocean perch']"
183,tilefish,,Ocean whitefish,Malacanthidae,"['drums', 'mahi-mahi', 'Sea bass', 'halibut', 'cod']"
184,trout,,"rainbow trout, steelhead trout",Oncorhynchus mykiss,"['shad', 'whitefish', 'sablefish', 'salmon', 'perch']"
185,trout caviar,These are great for making hors d'oeuvres.,trout roe,Oncorhynchus mykiss,"['salmon roe', 'smoked salmon roe', 'golden caviar', 'flying fish roe', 'caviar', 'lumpfish roe']"
186,tuna,"Unopened canned tuna can be stored for up to a year in a dry, cool place. Once opened, it will keep for up to two days if you wrap it well and refrigerate it. Varieties include albacore, bluefin, blackfin, bonito, skipjack = aku, kawakawa, and the leaner yellowfin = bigeye = ahi.","ahi (yellowfin), aku (skipjack), albacore, bigeye (yellowfin), blackfin, bluefin, bonito, kawakawa, skipjack, yellowfin",Scombridae,"['swordfish', 'sturgeon', 'shark', 'marlin', 'halibut', 'salmon', 'mackerel']"
187,turbot,"Turbot is an outstanding fish, but somewhat expensive.",,Scophthalmus maximus,"['halibut', 'sole', 'John Dory', 'salmon']"
188,vesiga,Vesiga is the spinal cord of a European sturgeon. It is considered a delicacy in Russia. Coulibiac is a Russian dish that features vesiga.,sturgeon spine marrow,,['bean threads']
189,whelk,,"dog whelk, scungilli, welk",Buccinidae,"['periwinkle', 'conch']"
190,whitefish,,,,"['catfish', 'pike', 'trout']"
191,whiting,,"Carolina whiting, king whiting, sea mullet, southern kingcroaker, southern kingfish","Gadidae, merlangus, Merlangius ","['cod', 'hake', 'flounder', 'sole']"
192,yellowfin tuna,,,Thunnus albacares,"['albacore', 'bluefin tuna', 'tuna']"
