,Name,Description,Also known as,Scientific name,Substitutions
110,fusilli,"This is a type of Italian pasta that's shaped like either like screws or springs. This is a good choice for pasta salads and casseroles, or for serving with hearty, thick sauces. A long version of the spring-shaped fusilli is called fusilli col buco.","corkscrew pasta, pasta twists",,"['rotini', 'spiralini', 'gemelli', 'farfalle', 'radiatori', 'penne', 'macaroni', 'rigatoni', 'ziti', 'rotelle', 'conchiglie', 'cavatelli']"
111,fusilli col buco,This is a long version of the spring-shaped fusilli.,fusilli bucati lunghi,,"['perciatelli', 'spaghetti']"
112,garganelli,"With its quill shapes, this type of Italian egg pasta resembles penne.  It's often served with a simple meat sauce.",,,['penne']
113,gari,"This Nigerian flour is made from cassavas that have been fermented, roasted, and ground.  Look for it in African markets.",,,"['cream of wheat', 'cassava flour']"
114,gelatin,"Gelatin is flavorless and colorless, and if you dissolve it in a hot liquid, the liquid will gel as it cools. When reheated, say in your mouth, the gel melts.  Most of us know gelatin as the key ingredient in the quivering dessert we call Jell-O®, but cooks also use it to make cheesecakes, mousses, marshmallows, meringues, chiffon pies, ice cream, nougats, aspics, and many other things.   Gelatin will break down if exposed to the enzymes of certain raw fruits, like kiwi fruit, papayas, pineapple, peaches, mangos, guavas, and figs.  Cooking these fruits, though, destroys the enzymes.  If you plan to add these fruits to a gelatin salad, it's often easiest to buy them in cans, for all canned fruit is pre-cooked.  Gelatin is made from the bones, skins, hooves, and connective tissue of animals, including pigs, so it's objectionable to vegetarians and members of certain religions.  Kosher gelatins are available, and some of these are also vegetarian.","animal jelly, gelatine, unflavored gelatin, unflavored gelatine",,"['arrowroot', 'agar', 'guar gum', 'carrageen']"
115,gelatin dessert mix,"This is a powdered mixture of gelatin, sweetener, and artificial fruit flavoring that's used to make a molded, translucent, quivering dessert that Americans call jello.   People in Britain, Australia, and New Zealand call this dessert ""jelly,"" and use the word ""jam"" for the preserved fruit spread that Americans call jelly.","Jell-O® mix, jello mix, jelly mix",,[]
116,gemelli,"The name means ""twins"" in Italian.  These are short rods twisted together in a spiral pattern.  They're great with any sauce, or in pasta salads or casseroles.",,,"['fusilli', 'strozzapreti', 'farfalle', 'radiatori', 'penne', 'macaroni', 'rigatoni', 'ziti', 'rotelle', 'conchiglie', 'rotini', 'cavatelli']"
117,gigli,"This Italian pasta consists of flower shapes (gigli is Italian for ""lilies"").  It's good with heart, chunky sauces.","campanelle, riccioli",,"['fusilli', 'rotini', 'gemelli', 'farfalle', 'radiatori', 'penne', 'macaroni', 'rigatoni', 'ziti', 'rotelle', 'conchiglie', 'cavatelli']"
118,glace,"A glace is a meat or fish stock that's been cooked for many, many hours until it's thick and rich with flavor.   French cooks add dollops of it to their sauces at the last minute to thicken them and boost their flavor.  You can make a glace yourself or buy it ready-made, but count on paying dearly with either time or money.  There are several varieties, including glace de viande (also called meat glace or meat jelly), glace de poisson (fish glace), glace de poulet (chicken glace), and glace de veau (veal glace).  A demi-glace is made the same way as a glace, but it's not as thick.","chicken glace, demi-glac, fish glace, glace de poisson, glace de poulet, glace de veau, glace de viande, meat glace, meat jelly, veal glace",,[]
119,gluten flour,"This is flour with the starch and bran removed. Don't confuse it with bread flour (high-gluten flour), which is gluten-fortified flour, or with gluten (seitan), a meat analogue used in vegetarian dishes. Pure gluten flour is usually added to regular flour to turn it into bread flour, or it's used to make seitan.","instant gluten flour, pure gluten flour, vital wheat gluten",,['whole wheat flour']
120,gluten-free flours,"Gluten is what makes wheat-based bread dough so sticky and elastic. This helps the dough hold in the air bubbles created by the yeast so that it will rise and eventually bake into a fluffy, porous loaf. If you're gluten-intolerant, though, you'll need to use gluten-free flour, along with an arsenal of ingredients to make it behave like it has gluten.",,,[]
121,gnocchetti,"Gnocchetti is an Italian pasta made to look like gnocchi, the popular potato dumplings. Gnocchetti, though, contains no potatoes. To confuse matters, a larger version of gnocchetti is also called gnocchi. Both sizes are good with thick sauces.",,,"['cavatelli', 'orecchiette', 'malloreddus']"
122,gnocchi,"Gnocchi are Italian dumplings made from potatoes and other ingredients. They work best with light sauces, so as to showcase the pasta's subtle flavor and texture.",,,"['gnocchetti', 'orecchiette']"
123,gomiti,"Gomiti is Italian for ""elbow,"" and this pasta shape is like elbow macaroni, only it's bent more. Use it in pasta dishes with chunky sauces, pasta salads, or macaroni and cheese.",elbow pasta,,['macaroni']
124,gook soo," A staple of Korea, these flat wheat noodles resemble fettuccine.  They're usually served in a soup.","gougsou, kooksoo",,"['somen', 'vermicelli']"
125,graham flour,,,,['whole wheat flour']
126,gramigna,,,,['tubetti']
127,grape leaves,"Greeks stuff these with ground lamb and rice to make dolmades, but they're used elsewhere to make pickles and beds for food.  They're hard to find fresh in markets, but you can often find them in cans or jars.  Trim the stems and rinse off the brine before using.  To make your own:  Plunge grape leaves (that haven't been sprayed with harmful chemicals) for one minute in boiling, salted water (2 teaspoons pickling salt per quart), then drain.","grape vine leaves, vine leaves",Vitis vinifera,"['green cabbage', 'bell pepper', 'lettuce', 'mustard greens', 'Swiss chard']"
128,grattoni,This egg pasta consists of tiny diamond shapes.  It's used in broths and light soups.,,,['soup pasta']
129,Greek egg noodles,,"hilopites, hylopites",,"['sagnarelli', 'tagliatelle', 'Chinese egg noodles', 'fettuccine', 'egg noodles', 'maltagliati']"
130,gyoza wrappers,The Japanese use these round wrappers to make pork-stuffed dumplings similar to Chinese potstickers.  Western cooks sometimes use them to make ravioli.,gyoza skins,,"['potsticker wrappers', 'wonton wrappers', 'egg roll wrapers', 'pasta sheet']"
131,harinilla,,blue corn flour,,"['masa harina', 'cornmeal']"
132,harusame,"These thin, translucent Japanese noodles are typically made with potato, sweet potato, rice, or mung bean starch. They're similar to Chinese bean threads.","harusame sai fun, harusame saifun, Japanese vermicelli",,"['bean threads', 'vermicelli', 'shirataki']"
133,hazelnut flour,"This is ground from the cake that remains after the oil is pressed from hazelnuts. This is hard to find, but you can order it from Baker's Find (1-800-966-BAKE) or online from from King Arthur Flour.",filbert flour,Corylus avellana,"['walnut flour', 'almond flour']"
134,hazelnut meal,This is used to make cookies and other desserts.,"filbert meal, ground filberts, ground hazelnuts",Corylus avellana,['hazelnut']
135,hiyamugi,These slender Japanese noodles are often served cold.   They're made of wheat flour.,,,"['somen', 'udon']"
136,Hokkien noodles,These egg and wheat-flour noodles are popular in Malaysia and Singapore. They look like thick yellow spaghetti.,,,"['Chinese egg noodles', 'spaghetti']"
137,Hong Kong noodles,"These egg and wheat-flour noodles are used to make chow mein.  Cook them first in boiling water, drain, and then fry.",Hong Kong-style noodles,,['chow mein noodles']
138,Indonesian noodles,"Indonesians like to use bean threads (which they call su un), and rice vermicelli.  They also use egg and wheat-flour noodles to make bami goreng, a fried noodle dish.","mi, mie",,['bean threads']
139,Instant Clearjel,"This is a modified cornstarch that professional bakers sometimes use to thicken pie fillings. It has several advantages over ordinary cornstarch. Instant ClearJel® thickens without cooking, works well with acidic ingredients, tolerates high temperatures, is freezer-stable, and doesn't cause pie fillings to weep"" during storage. Don't use Instant ClearJel® for canning--it tends to break down.","Clear-jel, ClearJel® starch",,"['ClearJel', 'tapioca starch', 'arrowroot starch', 'corn starch']"
140,Instant flour,"You can mix this granular all-purpose flour into liquids without getting many lumps, so it's perfect for making gravies and batters.  It's also good for breading fish.  Wondra flour and Shake & Blend are popular brands.","instant-blending flour, instantized flour, quick-mixing flour",,"['roux', 'all-purpose flour', 'corn starch']"
141,instant tapioca,"These small, starchy granules are used to make tapioca pudding and to thicken pie fillings. The grains don't dissolve completely when cooked, so puddings and pies thickened with them end up studded with tiny gelatinous balls. If you don't mind the balls, you can also use instant tapioca to thicken soups, gravies, and stews. If the balls are a problem, just pulverize the instant tapioca in a coffee grinder or blender, or buy tapioca starch, which is already finely ground. Instant tapioca tolerates prolonged cooking and freezing, and gives the fillings an attractive glossy sheen. To use it in a pie filling, mix it with the other ingredients, then let it sit for at least five minutes so that the tapioca can absorb some of the liquid. Don't confuse instant tapioca with regular tapioca, which has larger beads, or with the even larger tapioca pearls sold in Asian markets. Minute® tapioca is a well-known brand.","granulated tapioca, instant pearl tapioca, quick tapioca, quick-cooking tapioca, tapioca granules",,"['tapioca', 'tapioca pearls', 'tapioca pearls', 'corn starch', 'arrowroot starch', 'flour']"
142,isinglass,This gelatin comes from the air bladders of sturgeon and other fish.   It's sometimes used to clarify wine.,,,"['gelatin', 'carrageen']"
143,Japanese noodles,"The Japanese like to serve noodles in soups and salads.  It's customary to make loud slurping sounds when eating noodle soup, though younger Japanese are rebelling and eating more quietly.  Kishimen, udon, hiyamugi, ramen, chuka soba, and somen are all wheat noodles, while soba is made from buckwheat, shirataki from yams, and harusame from mung bean or other starches.",menrui,,['Chinese wheat noodles']
144,kadaif,"Cooks in Greece and the Middle East use this shredded dough to make sweet desserts.  You can find it among the frozen foods in Middle Eastern and Greek markets.  While working with it, cover any unused dough with a damp cloth.","kataifi, knafeh, konafa, konafah, shredded fillo dough, shredded filo dough, shredded phyllo dough, shredded phylo dough",,['phyllo']
145,kamut flour,"Kamut flour is tolerated by many people with wheat allergies and is a good substitute for wheat when making bread and pasta, especially if it's combined with other flours (e.g., spelt flour).",,Triticum turanicum,"['spelt flour', 'all-purpose flour']"
146,kamut pasta,"Kamut® contains gluten, but it's tolerated by many people with gluten allergies.",,,"['spelt pasta', 'corn pasta', 'rice pasta']"
147,kishimen,These are flat and slippery Japanese wheat noodles.  They're served both hot and cold.,,,['udon']
148,Korean buckwheat noodles,"These Korean noodles are made with buckwheat flour and potato starch.  They're usually served cold, but sometimes added to soups.  Boil the noodles for about 3 to 4 minutes before using.","naeng myun, naengmyon",,"['soba', 'rice sticks']"
149,Korean noodles,"Korean sweet potato vermicelli (which they call tang myon) is very slender, and has a somewhat rubbery texture.  Korean buckwheat noodles are also chewy, and usually served cold.  Koreans are also fond of rice sticks and Chinese egg noodles.",myun,,"['Korean sweet potato vermicelli', 'harusame']"
150,Korean sweet potato vermicelli,"A Korean specialty, these long, chewy noodles are made with sweet potato starch.   Before using, soak them in hot water for about 10 minutes, then add them along with some broth to stir-fries.","dang myun, dangmyun, Korean vermicelli, sweet potato vermicelli, tang myun, tangmyun",,"['bean threads', 'rice vermicelli', 'harusame']"
151,kreplach wrappers,"Jewish cooks use these to make kreplach, a kind of Jewish ravioli.",,,"['wonton wrappers', 'pasta sheet']"
152,kudzu powder,"This thickener is made from the tuber of the kudzu, the obnoxious vine that was imported from Japan a number of years ago and is now growing out of control all over the South. It's very expensive, and the main reason to buy it is for its reputed medicinal benefits. It comes in small chunks. To thicken a liquid, crush the chunks into a powder, mix them with an equal amount of cold water, then stir the mixture into the hot liquid and simmer for a few minutes until the sauce is thickened. Look for kudzu in health food stores.",kuzu powder,,"['arrowroot starch', 'corn starch']"
153,laganelle,"This is a kind of Italian ribbon pasta, similar to lasagne only narrower.",,,"['tagliatelle', 'lasagne', 'fettuccine']"
154,laksa noodles,"These rice noodles look like white spaghetti. They're used to make laksa, a noodle dish popular in Indonesia and Malaysia. Don't confuse the noodles with laksa leaves, a kind of mint that's often used to season the noodles.",,,"['rice sticks', 'bean threads', 'Chinese wheat noodles']"
155,lasagne,"These thick, wide noodles with ruffled edges are used to make an Italian casserole dish that Americans call lasagne. Italians call the noodle itself lasagna (plural: lasagne), and the casserole lasagne al forno.   Thinner noodles are best.   Precooked lasagne = oven-ready lasagne = no-boil lasagne work fairly well and save time, but the noodles tend to absorb moisture from the sauce, resulting in a drier product.","lasagne (plural), no-boil lasagne, oven-ready lasagne, Precooked lasagne",,"['polenta', 'egg roll wrapers', 'pasta sheet']"
156,lasagnette,"This is a thin version of lasagne, the wide Italian noodles used to make baked lasagne. Lasagnette is often used like fettuccine, and simply tossed with a light sauce and served.",,,"['fettuccine', 'spaghetti', 'lasagne']"
157,linguine,"Linguine (""little tongues"" in Italian) consists of long, slender ribbons of pasta.   It's often served with clams or shrimp.",,,"['trenette', 'fettuccine', 'spaghetti', 'lo mein noodles']"
158,lo mein noodles,"These popular Chinese egg noodles are often used to make lo mein, in which the noodles are stir-fried along with the other ingredients.  They come in various sizes; use the flat ones for stir-fries and the round ones for soups.  They're available fresh, dried, and frozen in Asian markets.",,,"['Chinese egg noodles', 'fettuccine', 'Chinese wheat noodles']"
159,lotus leaves,"These leaves open up like butterfly wings, each about two feet high.  They're often wrapped around rice and other fillings, to which they impart an earthy aroma when the bundles are steamed.  The leaves are available either fresh or, more commonly, dried in Asian markets.  Soak them for at least an hour in warm water before using, and keep fresh leaves in a cool, dry place or else freeze them.",,Nelumbo nucifera,"['banana leaves', 'parchment paper']"
160,lotus root,"Slices of the lotus root have a beautiful pattern. The fresh version is available sporadically; if not, the canned version is almost as good. Rinse and drain before using. Look for it in Asian markets.","lotus, quangdong, tenno",Nelumbo nucifera,"['water chestnut', 'Jerusalem artichoke', 'jicama']"
161,lumache,"Lumache (Italian for ""snails"") are shells that are often served with chunky sauces. A larger shell, called lumaconi, is usually stuffed and baked.",,,"['conchiglie', 'fusilli', 'gemelli', 'farfalle', 'radiatori', 'penne', 'macaroni', 'rigatoni', 'ziti', 'rotelle', 'cavatelli']"
162,lumaconi,"This is an outsized version of the Italian pasta shape called lumache, which resembles a snail shells.  Lumaconi are usually stuffed and baked.",giant snails,,"['conchiglioni', 'manicotti', 'cannelloni']"
163,lumpia wrapper,"These thin wrappers are used to make lumpias, a Filipino type of egg roll.",,,"['lettuce', 'egg roll wrapers', 'rice paper', 'pasta sheet']"
164,macaroni,"This tubular Italian pasta used to be made by wrapping pasta dough around knitting needles. The term now refers to any small tubular pasta, all of which go well with chunky sauces or in pasta salads. Elbow macaroni is curved, and is traditionally used to make macaroni and cheese.","elbow macaroni, maccheroni ((Italian spelling))",,"['farfalle', 'conchiglie', 'penne', 'rigatoni', 'fusilli', 'gemelli', 'rotelle', 'ziti', 'perciatelli']"
165,maccheroncelli,"This is a long, tubular pasta.  It's good with heavy sauces or in casseroles.",,,['perciatelli']
166,mafalde,"These are flat, rectangular noodles with ruffles along both edges.  The singular form is mafalda.  Includes mafaldine (pictured at left).","mafalda, mafaldine",,"['lasagnette', 'tagliatelle', 'fettuccine']"
167,magliette,"This is a short, tubular variety of pasta.",,,"['macaroni', 'ziti', 'canneroni']"
168,maguey leaves,These leaves have been used to wrap meat for flavor and to tenderize while cooking.,,,"['banana leaves', 'avocado leaves']"
169,Malaysian noodles,"Malaysians are fond of yellow Hokkien noodles and white laksa noodles, which they use in soups.  Malaysians also use rice vermicelli (which they call beenhoon), medium rice sticks (kway teow), beans threads (tanghoon), and Chinese wheat noodles.",mee,,"['Hokkien noodles', 'laksa noodles', 'rice vermicelli', 'bean threads', 'Chinese wheat noodles', 'vermicelli']"
170,malfatti,"Malfatti means ""poorly made"" in Italian, and cooks use the term for broken or irregular scraps of pasta, or for a ravioli filling without the pasta covering.",,,['Pasta Ribbons']
171,malloreddus,"This Sardinian pasta is very similar to gnocchetti, except that it's often flavored with saffron.",gnocchetti sardi,,"['gnocchetti', 'cavatelli']"
172,maltagliati,"Maltagliati means ""poorly cut"" in Italian, and the name is used for various kinds of pasta scraps.",,,"['Greek egg noodles', 'fettuccine', 'Chinese egg noodles']"
173,manicotti,"Manicotti means ""little sleeves"" in Italian. These large, ridged tubes of Italian pasta are usually stuffed with ricotta cheese and spinach and then baked.",,,"['cannelloni', 'egg roll wrapers', 'lumache']"
174,manti,"A Turkish specialty, manti are small squares of pasta stuffed with a ground meat filling.  They're often served with a garlic and yogurt sauce.",,,"['ravioli', 'pansotti', 'tortelli']"
175,margherite,"Margherite means ""daisies"" in Italian, but this pasta shape looks more like shells, with ridges on the outside. A small soup pasta version is called margheritine.",margheritine,,"['gigli', 'conchigliette']"
176,masa,"This is a dough made from ground hominy that's widely used in Mexico to make tortillas and tamales.  There are two kinds:  The softer masa molida is used to make tortillas, while the coarser and thicker masa preparada is for tamales.  Hispanic markets often sell ready-made masa in the refrigerated section, but you can easily make your own if you have masa flour.","coarser and thicker, masa harina, masa molida (softer), masa preparada",,['water']
177,masa harina,"This is flour made from hominy, and it's used to make corn tortillas and tamales.  Look for it in large supermarkets or Hispanic markets.  It's made with either yellow or white corn; harinilla is made with blue corn.",,,"['masa', 'harinilla']"
178,matzo ball,"Matzo balls are dumplings made from matzo meal, chicken fat, and eggs.  They're often cooked in water, and then served in chicken soup.  You can easily make them from scratch, or buy them in cans.  The plural of knaidel is spelled either knaidlech, knaidlach, or kneidlach.","knaidel, knaidlach, knaidlech, kneidlach, matzoh ball",,"['soup pasta', 'pasta']"
179,medium rice sticks,"These rice noodles are especially popular in Southeast Asia.  They come in different widths; the thinner ones are best for soups, the wider ones for stir-fries.  Before using, rice sticks should be soaked in hot water until they're soft and transparent.  They can then be used in soups, or add along with some broth to stir-fries.","dried rice noodles, gway tio, haw fun, ho fun, hor fun, kuey teow, kui teow, kway teow, kway tio, lai fen, laifen, Mekong rice stick, rice fettuccine, sen lek, Thai flat rice sticks",,"['wide rice noodles', 'rice vermicelli', 'bean threads', 'somen']"
180,mezzani,This is a type of tubular Italian pasta that's short and curved.,,,"['macaroni', 'ziti']"
181,mezzelune,"Mezzelune (""half moon"" in Italian) is an Italian stuffed pasta formed into a semicircle. It's usually stuffed with cheese, vegetable, and/or meat.",,,[]
182,mi chay,These are Vietnamese wheat noodles.,mì chay,,"['Chinese egg noodles', 'vermicelli', 'Hokkien noodles']"
183,millet flour,"To see how to substitute other flours for wheat flours when making yeast breads, see the listing under all-purpose flour.",,,"['rice flour', 'nonwheat flour']"
184,miswa,"These Filipino wheat noodles are very slender.   The dried noodles can be deep-fried to make a crunchy nest, or boiled for 2-3 minutes to make a salad, or added directly to soup.",,,"['angel hair pasta', 'vermicelli']"
185,mostaccioli,"These ""little mustaches"" are tubes of Italian pasta cut on the diagonal.",,,"['penne', 'ziti']"
186,mparrettai,"This unusual variety of Italian pasta consists of poorly wrapped straws of dough, about 8 inches long.",,,['fettuccine']
187,mung dal flour,Indian cooks use this to make breads and dumplings.,,Vigna radiata,[]
188,nonwheat flour,,,,"['whole wheat flour', 'all-purpose flour', 'wheat flour']"
189,nut flour,"Nut flours are ground from the cake that remains after oils are pressed from nuts.  They're great for breading fish or chicken, and they add a rich flavor to baked goods.   Nut flour lacks the gluten that baked goods need to rise, so in those recipes substitute no more than 1/4 of the wheat flour with nut flour.  Nut flours go stale quickly, so store them in the refrigerator or freezer, and use them up quickly.",,,['nut meal']
190,nut meal,"Nut meals are ground from whole nuts, and are grittier and oilier than nut flours, which are ground from the cake that remains after the oils are pressed from nuts.   To make your own nut meals, grind toasted nuts in a nut mill until the meal has the consistency of cornmeal.  You can also use a food processor fitted with a steel blade to do this, but it's hard to keep the nut meal from turning into nut butter.  It helps to freeze the nuts before grinding, to use the pulse setting on the processor, and to add any sugar in the recipe to the nuts to help absorb the oils.  Store nut meals in the refrigerator or freezer, and use them soon after you buy or  make them.",ground nuts,,['nut flour']
191,oat flour,"To see how to substitute other flours for wheat flours when making yeast breads, see the listing under all-purpose flour.",,Avena sativa,"['rolled oats', 'whole wheat flour', 'nonwheat flour']"
192,oatmeal,,,Avena sativa,"['cream of wheat', 'cream of rice']"
193,orecchiette,"These ""little ears"" are pieces of Italian pasta shaped like tiny ears or bowls. ",,,"['fusilli', 'orzo', 'acini di pepe', 'tubettini', 'conchigliette', 'coralli']"
194,orzo,This pasta is shaped like grains of barley.  It's often used as a bed for sauces or in soups.,"rosa marina, rosamarina",,"['risi', 'Rice', 'soup pasta']"
195,paccheri,"These large pasta tubes are about an inch in diameter.  They collapse after they're cooked, trapping sauces within.",,,"['rigatoni', 'elicoidali', 'tortiglioni']"
196,pancit Canton,"These dried yellow Filipino noodles are used to make a dish called pancit.  They're made with wheat flour, coconut oil, and yellow food coloring.","flour sticks, pancit mian",,"['e-fu noodles', 'rice sticks']"
197,pansotti,This is a type of Italian pasta that consists of 2-inch squares of pasta that are stuffed and folded into a triangular shape.  The edges are either straight or ruffled.,,,"['ravioli', 'tortelli']"
198,papaya leaves,Wrapping meats in these leaves helps tenderize them.,,Carica papaya,['lotus leaves']
199,pappardelle,"Pappardelle noodles are flat ribbons of Italian pasta, sold either dried or fresh. They're normally served with hearty sauces.These are often made with eggs, and so might not work in a vegan diet.",,,"['tagliatelle', 'fettuccine']"
200,pasta al ceppo,"This means ""pasta on a stick"" in Italian, and this tubular pasta was originally made by wrapping dough around knitting needles.",,,['macaroni']
201,pasta ascuitta,This term refers to dried pasta that's too big to be used in soups.,,,['pasta']
202,Pasta Ribbons,"Ribbons of pasta are usually available either fresh or dried.  Use fresh ribbon pasta for light, delicate sauces and dried for the rich, heavier ones.","flat pasta, ribbon pasta",,['egg noodles']
203,Pasta Rods,"Long strands of pasta are challenging to eat, and that's part of their charm.  Medium-sized rods like spaghetti are normally served with light tomato-based sauces.  Thin rods like angel hair pasta and vermicelli work best in broths or with thin sauces, while thicker rods like perciatelli go well with heavier, chunkier sauces.  Rods are best if they're served immediately after being cooked.  If you're planning to serve a lot of people, consider using small pasta tubes or shapes.","pasta sticks, pasta strands",,['Chinese wheat noodles']
204,pasta sheet,"Use this sheet of fresh pasta in place of lasagna, or to make your own stuffed pasta.   You can sometimes buy it where fresh pasta is made in-house.",,,['egg roll wrapers']
205,Pasta Tubes,"With their thick walls,  tubular pasta like penne and macaroni are ideal for pasta salads, thick sauces, and casseroles.  Long tubes like perciatelli are often served with sauces, or they're broken up and used in soups.   Large, wide tubes like cannelloni and manicotti are stuffed and baked.  Tubes with grooves on the exterior, denoted by the Italian adjective ""rigati"" or ""rigate"" after the pasta's name, do a better job of holding sauces.   Smooth-walled pasta is called ""lisci"" or ""lisce.""","tube-shaped pasta, tubular-shaped pasta",,[]
206,pastry flour,Look for this in health food stores and specialty shops.,,,"['cake flour', 'all-purpose flour', 'all-purpose flour']"
207,patty shell,These are small cups made of puff pastry that are meant to hold individual portions of savory fillings.  Look for them in bakeries or among the frozen foods in supermarkets.,pastry shell,,"['barquette', 'polenta']"
208,peanut powder,Indian cooks use this to thicken their curries.,,Arachis hypogaea,['peanut']
209,pecan meal,,ground pecans,Carya illinoinensis,"['pecan', 'walnut meal']"
210,pectin,"In order to make preserves like jams and jellies, you normally cook together fruit, acid, sugar, and pectin, a substance found in certain fruits that gels when heated.  Some fruits -- like quinces, gooseberries, tart apples, and sour plums -- contain enough natural pectin that they'll thicken all by themselves into preserves.  Others, like cherries and some berries, need an extra boost to firm up.  Jam recipes for pectin-deficient fruit normally call for liquid or powdered pectin, which you can find among the baking supplies in most supermarkets.  The recipes usually specify what brand of pectin to use, and it's not a good idea to substitute one brand for another, since they have different formulas.  Some brands (like Sure Jell and Certo) need acid and sugar to set, some (like Sure Jell for Low Sugar Recipes) need acid and just a little sugar to set, some (like Pomona's Universal Pectin® or Mrs. Wages Lite Home Jell Fruit Pectin®) don't need any sugar to set.   Liquid pectin contains sulfite, which can cause an allergic reaction in people with sulfite sensitivites, but powdered pectin does not.",,,['gelatin']
211,penne,"This Italian pasta consists of short tubes cut on the diagonal, the better to scoop sauces inside.  It's very versatile, and works well mixed with a sauce, or in a casserole, soup, or pasta salad.   Penne rigate has ridges, the better to hold sauces.   Penne lisce has smooth walls.","Penne lisce (has smooth walls), Penne rigate (has ridges, the better to hold sauces)",,"['mostaccioli', 'ziti', 'rigatoni', 'macaroni', 'elicoidali', 'ditali', 'fusilli']"
212,pennette,"This is a smaller version of penne, a popular Italian pasta shape.",,,"['ziti', 'perciatelli']"
213,perciatelli,"These are hollow pasta rods that are thicker than spaghetti.  They're usually served in casseroles or with hearty meat sauces, or they're broken up and served in minestrone soup.",bucatini,,"['spaghetti', 'linguine', 'fettuccine']"
214,phyllo,"These are fragile, paper-thin sheets of dough that are usually basted with melted butter and then stacked until they're many layers thick. When baked, the combined layers make a rich, flaky, and crumbly crust.  Greeks use phyllo dough to make baklava and spanakopita, while phyllophiles elsewhere use it to make pie crusts, strudels, Beef Wellington, egg rolls, and countless other concoctions.   Some cooks use cooking spray instead of butter between the layers to trim fat and calories.  The dough dries out quickly, so work fast once you've opened the package, and cover any unused dough with plastic wrap topped with a damp towel.  Use fresh dough if you can find it; it doesn't tear as easily as the frozen kind.   The frozen version is often wedged near the pie shells in the supermarket's frozen food case; let it defrost in the refrigerator for 24 hours before using it. Try Greek or Middle Eastern markets for fresh.","fillo, fillo dough, fillo pastry leaves, filo, filo dough, filo pastry leaves, phyllo dough, phyllo pastry leaves, phylo, phylo dough, phylo pastry leaves",,"['strudel dough', 'puff pastry dough']"
215,pie pastry,"This pie dough is easy enough to make at home, or you can find it ready-made among the frozen foods of most supermarkets.","pate brisee, pâte brisée, pie crust dough, short pastry",,[]
216,pillus,This Italian pasta consists of very thin ribbons. It's usually served in a broth.,,,"['taglierini', 'angel hair pasta']"
217,pizzoccheri,These long buckwheat noodles are popular in northern Italy.,,,"['fettuccine', 'tagliatelle', 'trenette']"
218,plantain flour,Nigerians make fufu out of this.,fufu flour,Musa,['gari']
219,poi,"Hawaiians make this out of taro root, which is cooked, pounded into a paste, and then sometimes fermented.  It's somewhat bland, and usually served as an accompaniment to other foods, much like mainlanders serve mashed potatoes.",,,['banana']
220,polenta,"This Italian specialty is made of cornmeal that's been cooked into a thick mush.  The mush is either served hot, much as Americans would serve mashed potatoes, or it's cooled, sliced, and then fried, grilled, or baked.  It's easy to make at home, or you can get tubes of ready-made polenta in the refrigerated section of many supermarkets.",mush,,"['cornmeal', 'corn flour']"
221,polenta meal,,,,"['cornmeal', 'hominy grits', 'millet']"
222,potato flour,,,Solanum tuberosum,"['all-purpose flour', 'wheat flour', 'rice flour', 'sorghum flour']"
223,potato starch,"This gluten-free starch is used to thicken soups and gravies. Its main advantage over other starch thickeners is that it's a permitted ingredient for Passover, unlike cornstarch and other grain-based foods. Liquids thickened with potato starch should never be boiled.  Supermarkets often stock it among the Kosher products.","katakuriko, potato flour, potato starch flour",Solanum tuberosum,"['corn starch', 'arrowroot starch', 'tapioca starch', 'matzo']"
224,potsticker wrappers,"These small, thick wrappers are stuffed with meat fillings, and then pan-fried and steamed.    While assembling the potstickers, keep the stack of wrappers moist by covering them with a damp towel.  You can seal the potstickers with a ""glue"" made with cornstarch and water.   Look for stacks of them wrapped in plastic in the refrigerator cases of Asian markets.  They freeze well.",potsticker skins,,"['sui kow wrappers', 'dumpling wrappers', 'wonton wrappers', 'egg roll wrapers', 'pasta sheet']"
225,praline powder,"This is used to flavor ice cream and pastry fillings.  It's made from pralines, a crunchy French candy that resembles peanut brittle, except that it's made with almonds or hazelnuts.   You can buy praline powder ready made, but it's easy to make your own by pulverizing praline pieces in a food processor.  Be sure to use crunchy pralines, not the soft pecan candies that people in New Orleans call pralines.",,,[]
226,puff pastry dough,"This is dough topped with chilled butter that's rolled out and folded again and again until there are hundreds of layers of butter and dough.  The dough expands and the layers separate when it's baked, creating a marvelously rich and flaky pastry.  Puff pastry is used to make croissants, Napoleons, Beef Wellington, pie crusts, and many other sweet and savory pastries.  You can make puff pastry yourself, but it's hard to improve on the ready-made stuff sold in the frozen foods section of many supermarkets.  Let frozen puff pastry defrost for about 30 minutes before you roll it out, but don't let it get too warm or it will become sticky.","feuilletage, feuilletee, mille feuilles, pâté feuilletée, puff paste, puff pastry",,['phyllo']
227,pulcini,These tiny pasta shapes are usually served in a broth or very light soup.,,,['soup pasta']
228,pumpernickel flour,"This flour is made from the whole rye grain, including the bran.",dark rye meal flour,,[]
229,pumpkin seed flour,,"alguashte, harina de semilla de calabaza",Cucurbita pepo,[]
230,quadrefiore,,,,['penne']
231,quadrettini,"These small, flat pasta rectangles are normally served in broths.",quadrucci,,['soup pasta']
232,quinoa flour,,,Chenopodium quinoa,['quinoa']
