,Name,Description,Also known as,Scientific name,Substitutions
193,cooking wine,"You should never cook with a wine you wouldn't drink, but some ""cooking wines"" sold at stores violate this maxim. Avoid them and instead cook with inexpensive, but drinkable, table wines. Avoid putting wine in aluminum or iron pans for prolonged periods.",,,['table wine']
194,coriander seeds,"Coriander seeds are a common ingredient in the cuisines of India, the Middle East, Latin America, North Africa, and Southeast Asia. The popular herb cilantro comes from the same plant, but it's not a good substitute for the seeds. You can buy the seeds already ground, but for better flavor and shelf life, buy coriander seeds and grind them yourself. To enhance the flavor, toast the seeds in a pan for a few minutes first.",ketumbar seeds,Coriandrum sativum,"['caraway seed', 'cumin', 'cardamom', 'fennel', 'nutmeg', 'turmeric']"
195,corn syrup,"This is a thick, sweet syrup that's popular in America, but hard to find in other countries.   Unlike other sweeteners, corn syrup doesn't crystallize and turn grainy when it's cold, so it's a good choice for frostings, fudge sauces, and candies.  Baked goods made with corn syrup are moister and stay fresher longer than those made with sugar.  There are two types:  dark corn syrup is dark brown and has a slight molasses flavor, while light corn syrup is almost clear and has a more delicate flavor.  The two can be used interchangeably in many recipes.  Karo is a well-known brand.  Store corn syrup at room temperature.",,,"['golden syrup', 'honey', 'molasses']"
196,couverture chocolate,"Couverture means covering in French, and professionals use this type of chocolate to coat candies and glaze cakes. It has a higher percentage of cocoa butter than ordinary chocolate, which makes for glossier coatings and a richer flavor. Available in bittersweet, semi-sweet, white, and milk chocolate. It's expensive, and you may need to go to a specialty store to find it.","cholocate, couverture, coating chocolate, commercial coating chocolate, couverture-grade chocolate",,"['compound chocolate coating', 'Chocolate']"
197,crab boil,,shrimp spice,,"['ginger ground', 'Old Bay seasoning', 'pickling spice']"
198,cranberry juice,See the recipe for Cranberry Juice posted by Veggies Unite!,,Vaccinium macrocarpon,"['grape juice', 'pineapple juice', 'pomegranate juice']"
199,cranberry sauce,"This is a classic accompaniment to Thanksgiving and Christmas dinners. It's made of cranberries that have been cooked with sugar and other flavorings, like orange zest, ginger, port, or maple syrup.",,Vaccinium macrocarpon,[]
200,cranberry vinegar,,,Vaccinium macrocarpon,"['raspberry vinegar', 'sugar']"
201,crème liqueurs,"Despite the name, crème liqueurs contain no cream.  Instead, they're liqueurs that have been heavily sweetened and have a thick, syrupy consistency.   Don't confuse them with Irish cream liqueurs, which really are made with cream.",crèmes,,[]
202,creole mustard,,,,"['horseradish (prepared)', 'horseradish (prepared)', 'Dijon mustard']"
203,creole spice mix,,creole seasoning mix,,['Cajun spice mix']
204,crystallized ginger,"This is fresh ginger that has been cooked in a sugar solution and then coated with sugar. It's similar to candied ginger, and the two are often used interchangeably.",candied ginger,,"['candied ginger', 'sugar', 'ginger root', 'nuts']"
205,culantro,"This herb is popular throughout the Caribbean. It's similar to cilantro, but more bitter.","culentro, false coriander, long coriander, Mexican coriander, recao, sawleaf herb, spirit weed",Eryngium foetidum,"['cilantro', 'mint', 'basil']"
206,cumin,"Cumin is a key ingredient in Southwestern chili recipes, but it's also widely used in Latin America, North Africa, and India. Freshly roasted and ground cumin seeds are far superior to packaged ground cumin.","comino, cummin, jeera",Cuminum cyminum,"['caraway seed', 'black cumin seeds', 'caraway seed', 'chili powder', 'coriander seeds', 'garlic powder', 'onion powder']"
207,curcuma,,Indian saffron,,['saffron']
208,curing salt,This is used to cure meats and fish. It's usually dyed pink so that it won't be mistaken for ordinary salt. It consists of 93.75% table salt and 6.25% sodium nitrate.,"Prague Powder #1, TCM, tinted curing mixture",,"['non-iodized salt', 'sea salt']"
209,curly parsley,"This has less flavor than Italian parsley, but it makes a terrific garnish.  Don't bother buying dried parsley--it has very little flavor.",curly-leaf parsley,Petroselinum crispum,"['Italian parsley', 'chervil', 'celery', 'cilantro']"
210,currant syrup,To make your own: See the Currant Syrup recipe on RecipeSource.com.,"black currant syrup, cassis syrup, red currant syrup, sirop de cassis, white currant syrup",,['crème de cassis']
211,curry leaf,"These look like small bay leaves and smell like limes.  Dried leaves are easier to find than fresh, but they aren't very good.","kari patta, meetha neem, sweet neem",Murraya koenigii,"['bay leaf', 'basil', 'kaffir lime leaf']"
212,curry powder,,,,"['turmeric, ground', 'cumin']"
213,custard powder,Bird's is a popular brand.  Look for this in British specialty markets.,,,"['vanilla pudding mix, instant']"
214,dark brown sugar,,,,"['Light brown sugar', 'sugar']"
215,dark chocolate,"This refers to sweetened chocolate other than milk or white chocolate.  It includes bittersweet, semi-sweet, and sweet chocolates, all of which can be used interchangeably in most recipes.","chocolate, dark, continental chocolate, luxury chocolate, plain chocolate",,"['semi-sweet chocolate', 'unsweetened chocolate']"
216,dark corn syrup,"This corn syrup has a mild molasses flavor, and it's a common ingredient in barbecue sauce, pecan pie.",dark Karo syrup,,"['water', 'molasses', 'golden syrup']"
217,dark soy sauce,,,,"['Thai sweet soy sauce', 'mushroom soy sauce']"
218,date sugar,,dehydrated date pieces,Phoenix dactylifera,['sugar']
219,de-alcoholized wine,"These aren't as flavorful as ordinary wine, but they're a good choice for people who want to drink wine without consuming alcohol.   Sparkling wines are the most popular de-alcoholized wines, but other varieties are also available.  Many brands contain small amounts of alcohol.",dealcoholized wine,,"['wine essence', 'grape juice', 'verjus', 'wine']"
220,decorator's sugar,,"coarse sugar, decorating sugar",,"['demerara sugar', 'food coloring', 'nonpareils', 'turbinado sugar']"
221,demerara sugar,,,,"['turbinado sugar', 'sugar', 'Light brown sugar']"
222,Dessert Wine,"These are sweet wines that are served with (or instead of) dessert.   Examples include fortified wines like port and sherry, and late harvest wines, which are made from grapes that have shriveled a bit, concentrating their sweetness.  As a rule of thumb, a dessert wine should always be sweeter than the dessert it accompanies.",,,"['sparkling wine', 'liqueur', 'coffee']"
223,Dijon mustard,Grey Poupon and French's are well-regarded brands. See the Dijon Mustard recipe posting on Recipesource.com.,,,"['honey mustard', 'whole-grain mustard', 'wasabi cream sauce', 'mustard, prepared']"
224,dill leaf,"You can find soft, feathery sprigs of dill leaves in markets throughout the year.  Chopped dill is often paired with fish, cucumbers, potatoes, or it's added to dips, salad dressings, or cream sauces.  Dill loses flavor when it's heated, so always add it to cooked dishes at the last minute.   Avoid dried dill; it has very little flavor.  And don't confuse dill leaves with dill seeds--though they come from the same plant, they're not good substitutes for one another.","dill weed, dillweed",Anethum graveolens,"['chervil', 'fennel leaves', 'tarragon', 'basil', 'parsley']"
225,dill seed,"Dill seed tastes like dill leaves, but it's much stronger.  It's a common ingredient in pickles, dips, and potato salad.",dillseed,Anethum graveolens,"['dill leaf', 'caraway seed', 'celery seed']"
226,doughnut sugar,"This is similar to powdered sugar, only it doesn't melt as easily. Commercial bakers use this on doughnuts and other pastries.","non-melting sugar, snow sugar",,"['powdered sugar', 'invert sugar']"
227,dragees,These comes in gold or silver.,dragées,,"['nonpareils', 'jimmies']"
228,dry vermouth,"Dry means ""not sweet"", and this popular style of vermouth is used to make many cocktails, including the martini.","French vermouth, white vermouth",,"['sweet vermouth', 'omit', 'Punt è Mes', 'sherry', 'white wine', 'Madeira', 'grape juice', 'sake']"
229,dwen jang,This is a salty Korean bean paste.,customary soy bean paste,,['red miso']
230,egusi seeds,"West Africans grind these melon seeds into a meal, which they use to thicken and flavor stews.","agushi seeds, agushie seeds, agusi seeds",,"['pine nut', 'pumpkin seeds', 'ogbono', 'corn starch']"
231,ehuru seeds,Look for these in African markets.,,,[]
232,elephant garlic,"This looks like an overgrown garlic, but it's more closely related to a leek. It's much milder than ordinary garlic, so it's a good choice if you want to impart the flavor of garlic to a delicately flavored dish. It's often sold in a mesh stocking to keep the cloves together.","great-headed garlic, Oriental garlic",Allium ampeloprasum,['garlic']
233,enchilada sauce,,,,"['red chile sauce', 'taco sauce', 'salsa verde']"
234,English toffee,,,,[]
235,epazote,"This strongly-flavored herb is commonly used in Mexican bean dishes, partly because it's supposed to reduce flatulence. Fresh epazote has dark green leaves with serrated edges.  If you can't find it, the dried version is an acceptable substitute.","goosefoot, Jerusalem oak, Jesuit's tea, lamb's quarters, Mexican tea, payqu, stinkweed, wormseed",Dysphania ambrosioides,"['savory', 'ajwain', 'parsley', 'cilantro']"
236,extracts,"Extracts are concentrated flavoring agents. Some, like beef extract or wine essence, are made by reducing a liquid until it's a syrup. Others, like vanilla and peppermint extract, are made by dissolving a spice or flavoring oil in alcohol. Store extracts in a cool, dark place, and keep the lids screwed on tight. Properly stored, they'll keep for a long time, though the flavor will gradually lose potency.","flavoring extracts, liquid flavor essences",,['flavoring oils']
237,falernum,This is a Caribbean cane syrup that's delicately flavored and slightly alcoholic. It's sometimes used in rum-based cocktails.,,,['simple syrup']
238,fennel pollen,Fennel pollen is similar in flavor to fennel seeds or fennel powder. It can be expensive because it is time consuming to collect.,finocchio (Italian),Foeniculum vulgare,"['fennel seed', 'anise seed']"
239,fennel seed,"This is similar to anise seed, but sweeter and milder.  It pairs well with fish, but Italians also like to add it to sauces, meat balls,  and sausages.   Both the seeds and the stalks from the plant are sometimes called fennel.  If a recipe calls for a large amount, it probably intends for you to use the stalks.","fennel, sweet cumin",Foeniculum vulgare,"['anise seed', 'cumin', 'caraway seed', 'dill leaf']"
240,fenugreek,"This adds an earthy flavor to curries, chutneys, and sauces.  It's available as seeds or powder, and you can usually find it in Indian and Middle Eastern markets.   If it's not available, just leave it out of the recipe.",,Trigonella foenum-graecum,[]
241,fenugreek leaves,"This mildly bitter herb is believed to have medicinal properties.   Dried leaves, either whole or ground, are called kasuri methi, and they're a good substitute for fresh.  Look for fresh or dried leaves in Indian markets.","holba, methi leaves",Trigonella foenum-graecum,['celery leaves']
242,fig preserves,,,Ficus carica,['kumquats in syrup']
243,filé powder,"This powder is made from the same sassfras tree leaves that used to give root beer its distinctive flavor, back in the days before artificial flavorings. Southerners add filé to their gumbos to thicken and flavor them.  The powder gets stringy when it's heated, so add it only after you've removed the gumbo from the heat source.  Filé also doesn't reheat well, so add it only to the gumbo that you're planning to eat right away.","fil, fil powder, file, filé, file powder, ground sassafras leaves, gumbo file, gumbo filé, sassafras leaves",Sassafras albidum,"['okra', 'corn starch']"
244,fine salt,"This is salt that's been ground into small grains.  Most recipes calling for salt intend for you to use finely ground salt, though coarse salt is better for certain things, like making beds for oysters and salt crusts on meat or fish, or for lining baking dishes or the rims of margarita glasses.  Table salt usually comes finely ground.","fin sel, fine-grain salt, finely-ground salt",,['coarse salt']
245,fines herbes,,,,"['parsley', 'chives']"
246,fingerroot,This ginger relative is popular in Thailand. It resembles long fingers jutting from a hand.,"Chinese ginger, Chinese key, ka chai, kra chai, krachai, lesser galangal",Boesenbergia rotunda,"['lesser galangal', 'galangal', 'ginger root']"
247,fish sauce,"Fish sauce is typically made from anchovies or other small fish fermented in salt. It is used to flavor many dishes. It is very common in Asian cooking. The romans called it Garum and it was a widely used flavoring in Roman times. Filipino fish sauce that isn't as highly regarded as the Vietnamese or Thai versions, and shottsuru, a Japanese fish sauce. Red Boat, a Vietnamese fish sauce, is thought to be very similar to garum.","fish gravy, garum (Roman empire), nam pla (Vietnamese), nuoc mam, nuoc mam nhi, patis (Filipino), shottsuru (Japanese), Thai fish sauce",,"['nuoc cham', 'soy sauce', 'anchovy paste', 'water', 'anchovies', 'water']"
248,flavored syrups,"These are often used to flavor Italian sodas or coffee. They come in dozens of flavors, but some of the most popular are vanilla, almond, raspberry, Irish cream, and hazelnut. Popular brands include d'Arbo, Monin, and Torani. To make your own: Make a simple syrup with equal parts sugar and water, then add flavored extract to taste. Store in the refrigerator.",,,"['liqueur', 'fruit syrup']"
249,flavored vinegar,"These are vinegars that have been flavored, usually with herbs, fruit, garlic, or peppercorns. They're handy if you want to whip up a flavorful salad dressing or sauce in a hurry.",infused vinegar,,[]
250,flavoring oils,"These are highly concentrated essences of a wide variety of flavors, like cinnamon, anise, bitter almonds, and peppermint. They're often used to make hard candies and lip glosses, but they also make excellent substitutes for extracts--just use much less than the recipe calls for. Look for flavoring oils near the spices in large supermarkets or in candy supply stores or pharmacies. You can store them indefinitely in a cool, dark place.","essential oils, flavor oils, flavored oils",,['extracts']
251,flax seed,This is a good source of valuable omega-3 fatty acids.,flaxseed,,[]
252,flowering chives,These come from the same plant as Chinese chives.  They're usually marketed and cooked before the buds open.,"flowering Chinese chives, flowering garlic chives",Allium tuberosum,"['garlic greens', 'Chinese chives']"
253,Fortified Wine,"These are wines that have been fortified with brandy and sometimes flavored with herbs, roots, peels, and spices.  The most popular examples are sherry, Madeira, Marsala, port, and vermouth.  Fortified wines are often used in cooking, or they're served as apéritifs or dessert wines.",,,"['sparkling wine', 'Dessert Wine']"
254,framboise,"This is a clear French fruit brandy that's made with raspberries.  Don't confuse this with framboise liqueur, which is sweeter, or with framboise syrup, which is a non-alcoholic raspberry flavoring.","framboise eau de vie, framboise eau-de-vie",,"['kirsch', 'raspberry liqueur', 'framboise']"
255,French Colombard,This is a variety of grape that's often made into white jug wine.,,,['Chenin blanc']
256,French sea salt,"This expensive French salt comes from sea water that's pooled into basins and then evaporated.  Unlike most American sea salts, it's unrefined, so it retains more of the minerals that naturally occur in seawater.  There are several varieties.  Gray salt = grey salt = sel gris gets its color from the clay lining the basins.  La fleur de sel (the flower of the salt) is whiter, but has a similar flavor.

That trendy gourmets are willing to shell out $5 for a small packet of French sea salt drives chemists crazy, since almost all of it is just plain salt, sodium chloride, NaCl.   Salt aficionados counter that French sea salt has a much softer and fresher flavor than ordinary table salt, and that the difference is worth it.

These salts comes either coarsely or finely ground.  Since salt is an inorganic mineral, there's no point in grinding large crystals with a salt mill so they'll be ""fresh.""  Salt, unlike pepper and spices, never goes stale. It's best to use these salts after the food is cooked, or their subtleties will be lost.",sel marin,,"['sea salt', 'kosher salt', 'Sea Vegetables']"
257,fructose,"A teaspoon of granulated fructose has about the same number of calories as a teaspoon of granulated sugar, but fructose is roughly twice as sweet. Many diabetics use it since it doesn't affect their blood sugar as dramatically as granulated sugar.   Look for it among the dietary foods or among the sugars in your supermarket.","fruit sugar, granulated fructose, levulose",,"['honey', 'sugar']"
258,fruit brandies,"While other brandies are distilled from fruit juice, fruit brandies are distilled from the entire fruit--skins, pits, and all. They're usually colorless, and fairly high in alcohol. Varieties include apricot brandy, plum brandy, kirschwasser (cherries), framboise (raspberries), fraise (strawberries), grappa (grapes), pisco (Muscatel grapes), mure (blackberries), and myrtille (bilberries). Don't confuse fruit brandies with the cheaper and cloyingly sweet fruit-flavored brandies.","aqua vitae, eaux de vie, eaux-de-vie, white alcohol, white spirits",,"['brandy', 'fruit-flavored brandy']"
259,fruit syrup,,,,"['flavored syrups', 'fruit liqueurs']"
260,fruit vinegar,"Fruit vinegars are assertive without being pungent, so they make terrific salad dressings. More healthful ones, too--since they're not as pungent as other vinegars, you can cut calories by using less oil. They're also good in marinades and in sauces for roasted meats, especially poultry, ham, pork, and veal. Popular commercial vinegars include raspberry vinegar, blueberry vinegar, and mango vinegar. They're easy enough to make at home, but seek out a trustworthy recipe. If too much fruit is added to the vinegar, it may not be sufficiently acidic to ward off harmful microbes.",,,"['vinegar', 'champagne vinegar', 'sugar', 'sugar']"
261,fruit wine,This is wine made from fruit other than grapes.,,,['fruit liqueurs']
262,fruit-flavored brandy,"This is brandy that has fruit flavoring and coloring added.  Don't confuse these sweet liqueurs with the more elegant and expensive fruit brandy, which is distilled from whole fruit",,,"['fruit liqueurs', 'fruit wine']"
263,furikake,"This Japanese salt substitute combines black and white sesame seeds, nori, red shiso leaves, and additional flavorings.",,,[]
264,galangal,"Look for this in Asian markets. It's sold fresh, frozen, dried, or powdered, but use the dried or powdered versions only in a pinch.","galanga (ginger), galangale, galingale, greater galangal, Java galangal, Java root, kha, khaa, languas, laos (root or ginger), lengkuas, Siamese ginger, Thai ginger",Alpinia galanga,['ginger root']
265,Gamay,"This name is given to American red wines made mostly from Pinot Noir and Valdiguie grapes. It's an unexceptional fruity wine that goes best with hearty dishes that have rich sauces. Don't confuse this wine with Gamay or Napa Gamay, both of which are superior. The name Gamay Beaujolais is scheduled to be phased out by 2007.",Gamay Noir,,"['Valdiguie', 'Pinot Noir', 'Beaujolais', 'Cabernet Sauvignon', 'Burgundy wine (red)', 'Syrah']"
266,Gamay Beaujolais,"This name is given to American red wines made mostly from Pinot Noir and Valdiguie grapes. It's an unexceptional fruity wine that goes best with hearty dishes that have rich sauces. Don't confuse this wine with Gamay or Napa Gamay, both of which are superior. The name Gamay Beaujolais is scheduled to be phased out by 2007.",,,"['Valdiguie', 'Pinot Noir', 'Beaujolais', 'Cabernet Sauvignon', 'Burgundy wine (red)', 'Syrah']"
267,garam masala,You can buy this either whole or ground.  Durban is a well-regarded brand.,"Indian sweet spice mix, sweet spice mix",,"['coriander seeds', 'Pepper', 'curry powder']"
268,garlic,"Almost every cuisine on our planet has found an important role for garlic. Europeans mince it raw and add it to salad dressings, or sauté it and use it to flavor their sauces. Asian cooks add it to to their stir-fries; Indian cooks to their curries; Hispanic cooks to meats and vegetables. And Americans have lately taken a fancy to roasting whole bulbs, and then spreading the garlic like a soft cheese on bread or crackers. Garlic's good for you, too. Researchers believe that garlic can bolster the immune system, lower blood pressure and prevent heart disease, and at least some people believe that it can ward off vampires and insects. The only downside is that raw or undercooked garlic tends to linger on the breath, though many people are more than willing to pay that price. Types of garlic include the mild green garlic, the purple-skinned Italian garlic and Mexican garlic, and the common white-skinned garlic = California garlic, which is the most pungent of all.","California garlic, green garlic, Italian garlic, Mexican garlic, stinky rose, white-skinned garlic",Allium sativum,"['granulated garlic', 'garlic flakes', 'garlic powder', 'garlic salt', 'asafetida', 'rocambole', 'garlic juice', 'shallot', 'onion', 'garlic chives']"
269,garlic chives,,,Allium sativum,"['garlic greens', 'chives', 'onion']"
270,garlic flakes," When rehydrated in water, garlic flakes provide much of the flavor and texture of fresh garlic.","dehydrated minced garlic, dried garlic flakes",Allium sativum,['garlic']
271,garlic greens,,garlic sprouts,Allium sativum,['green onion']
272,garlic juice,These are sold in spray bottles or in small jars.  Look for them in the spice section of larger supermarkets.  To make your own:  Strain the juice from a jar of minced or pressed garlic.,,Allium sativum,"['granulated garlic', 'garlic powder']"
273,garlic powder,"Garlic powder provides some of the flavor, but not the texture, of fresh garlic.  It disperses well in liquids, so it's a good choice for marinades.",powdered garlic,Allium sativum,"['garlic', 'garlic salt', 'garlic juice', 'garlic flakes', 'granulated garlic']"
274,garlic salt,,,,['garlic powder']
275,Gewürztraminer,"German and domestic versions of this white wine are somewhat sweet, flowery, and relatively low in alcohol.  They're very good with curry and spicy Asian food.  Imports from Alsace tend to be drier and are excellent with seafood and poultry.","Gewurztraminer, Traminer",,"['Johannisberg Riesling', 'Chardonnay', 'French Colombard', 'Sauvignon blanc', 'sugar']"
276,gianduja,This Italian specialty is made with chocolate and hazelnut paste.  It's unbelievably good.,"gianduia, hazelnut-flavored chocolate",,['milk chocolate']
277,ginger ground,"Recipes for baked goods often call for ground ginger.  Don't confuse this with fresh ginger root, which is used mostly in Asian dishes.","ground ginger, powdered ginger",,"['crystallized ginger', 'ginger root', 'cardamom', 'allspice', 'cinnamon', 'mace', 'nutmeg', 'coriander seeds']"
278,ginger jam,Look for this in Asian grocery stores.,,,['candied ginger']
279,ginger juice,"Cooks use this when they want the flavor, but not the bulk, of fresh ginger.",,,['ginger root']
280,ginger root,"With its sweet yet pungent flavor, ginger has become a mainstay of many of the world's cuisines.  European cooks like to use dried, ground ginger to flavor gingerbread and other baked goods.  Asian and Indian cooks prefer their ginger fresh, and they use it in spicy sauces and stir-fries.  Ginger not only tastes good, it's also believed to have medicinal properties, and people sometimes use it to soothe their upset stomachs and boost their energy.   Ground ginger isn't a good substitute for fresh, but dried whole ginger will work in a pinch, as will the minced or puréed ginger that's sold in jars.","fresh ginger, geung, ginger, gingerroot, khing, shoga",Zingiber officinale,"['green ginger', 'galangal', 'crystallized ginger', 'allspice', 'coriander seeds']"
281,glace cherries,"red, green and yellow versions.",glacé cherries,,"['dried cherry', 'dried cranberries']"
282,gochujang,"Gochujang is a spicy Korean fermented chili condiment. It is made by with chili powder, glutinous rice and soybeans. It is traditionally fermented in clay pots. Gochujang is often added to the Korean dish bibimbap.",red chili paste,,"['Sriracha', 'chili garlic sauce']"
283,golden syrup,"This amber-colored liquid sweetener is popular among British, Caribbean, and Creole cooks.  It's made by evaporating sugar cane juice until it's thick and syrupy.  Lyle's Golden Syrup and Steen's Pure Cane Syrup are popular brands.","cane juice, cane syrup, jus de canne, light treacle, sugar cane juice",,"['molasses', 'corn syrup', 'maple syrup', 'dark corn syrup', 'light corn syrup']"
284,gooseberry preserves,,,,"['cloudberry preserves', 'loganberry jam', 'strawberry preserves']"
285,granulated garlic,"Like garlic powder, granulated garlic provides the flavor, but not the texture, of fresh garlic.  It disperses well in liquids.",,,['garlic powder']
286,grape jelly,,,Vitis vinifera,"['muscadine jelly', 'red currant jelly']"
287,grape juice,"This category includes red grape juice, white grape juice, and sparkling grape juice.","red grape juice, sparkling grape juice, white grape juice",Vitis vinifera,['wine']
288,grapefruit juice,This comes either sweetened or unsweetened.,,Citrus paradisi,"['orange juice', 'pineapple juice']"
289,grappa,"This potent and somewhat harsh drink is made from the grape residue, called pomace, that's left over from making brandy.  It's traditionally been thought of as a second-rate eau de vie, but some producers have developed premium grappas that are quite smooth and very pricey.  Grappa is the Italian version, marc the French, aguardiente the Spanish, testerbranntwein the German, and bagaceira the Portuguese.","aguardiente, bagaceira, eau de vie de marc, eau-de-vie de marc, grapa, marc, pomace brandy, testerbranntwein",,"['apple brandy', 'pear brandy', 'cognac', 'Armagnac']"
290,Greek seasoning,Cavender's is a popular brand.,,,['paprika']
291,green ginger,"These pink-tipped, shiny pieces of young ginger are mild and usually don't need to be peeled.   They're easy to find in Asian markets.","baby ginger, new ginger, pink ginger, spring ginger, stem ginger, young ginger",Zingiber officinale,['ginger root']
292,green pepper,,green peppercorns,,"['pink peppercorns', 'capers']"
293,grenadine,"This is a bright red, sweet syrup that's used in several mixed drinks.  Most, but not all, grenadines are non-alcoholic.  To make your own:  See the Grenadine recipe on RecipeSource.com","grenadine syrup, pomegranate syrup",,"['pomegranate juice', 'crème de cassis', 'raspberry syrup', 'pomegranate molasses', 'cranberry juice']"
294,guacamole,Guacamole is an avocado based spread. It is commonly used as a dip or a spread on sandwiches and hamburgers. Spices are often added.,"guac, waka mole (Mexico)",,"['avocado', 'salsa']"
295,guajes,"These green or purple flat pods contain seeds that impart an unusual, garlicky flavor to Mexican dishes.  The seeds are terrific with scrambled eggs or beans, but they have a reputation for causing flatulence.","cuajes, huaje, leadtrees",Leucaena glauca,['garlic']
296,halvah,"This is a Turkish candy made with ground sesame seeds and honey, often with fruit and nuts added.  Look for it in the deli section of large supermarkets, or in Middle Eastern or Jewish markets.","halavah, halva",,[]
297,hard cider,"This is low-alcohol wine that's made from apples.  It's fairly sweet, and especially popular in Normandy.",,,"['perry', 'apple cider']"
298,hardneck garlic,"Hardneck garlic retains the stalk in the center of the bulb. They tend to have stronger flavors and do not store as long as softneck garlic. Hardneck garlics include purple stripe, rocambole, porcelain, and others.","Asiatic, Creole, porcelain, purple stripe, rocambole, Turban","Allium sativum, ophioscorodon",['softneck garlic']
299,harissa,This is a hot North African paste that's used as a meat rub or (mixed with water or oil) as a condiment.,"heriseh, Tunisian chile paste",,"['chile paste', 'hot pepper sauce']"
300,Hawaiian salt,"This unrefined sea salt gets its pinkish-brown color from Hawaiian clay, called 'alaea, which is rich in iron oxide.  The clay also imparts a subtle flavor to the salt.  The salt is expensive, and hard to find on the mainland.","'alaea sea salt, alaea salt, Hawaiian sea salt",,"['French sea salt', 'sea salt', 'kosher salt']"
301,hawaij,"This is a spice mixture used for stews, soups and meat rubs. A version is also used in coffee.","hawaiij, hawayej, hawayij",,['garam masala']
302,hazelnut butter,"This is similar to peanut butter, only it's made with roasted hazelnuts.",,Corylus avellana,"['sugar', 'chocolate-hazelnut spread']"
303,hazelnut paste,This is used as a filling in candies and baked goods. Look for it in specialty shops or Middle Eastern markets.,pasta nocciola,Corylus avellana,"['powdered sugar', 'chocolate-hazelnut spread']"
304,hemp seed,"Hemp seeds are a terrific source of protein and other nutrients. Hemp devotees claim that the seeds are as versatile as soybeans, and that they can be made into oil, milk, tofu, and many other goods. Look for the seeds (shelled of their hard green husks) in health foods stores.",hemp seed nut,,[]
305,herb vinegar,"Herb vinegars are a convenient way to preserve fresh herbs and to incorporate their flavor into salad dressings, marinades, and sauces. They're easy to make at home. Just put one or two sprigs of clean, fresh herbs in a bottle of warm vinegar, tightly seal the bottle, and let it stand for at least a few days. The sprigs will eventually become bitter, so remove or replace them after a few weeks. Make sure that the vinegar you use has an acidity level of at least 5% (this information is given on the label). Wine, rice, or cider vinegars are good bases for most herb vinegars. Don't add too many herbs to the bottle, or you may reduce the acidity of the vinegar so much that it loses its ability to preserve.",,,['vinegar']
306,herbes de Provence,Dried is an acceptable substitute for fresh.,,,['rosemary']
307,hoisin sauce,This is a sweet and garlicky bean sauce that's often used as a dipping sauce. Available in Asian markets and in many large supermarkets.,,,"['chee hou sauce', 'sherry', 'plum sauce', 'apple butter', 'sweet bean sauce']"
308,hoja santa leaves,"These heart-shaped leaves impart a root beer flavor to dishes, and they're great for wrapping tamales and other foods.  They're hard to find; your best bet is a Hispanic market.","acuyo, anisillo, hierba santa, Mexican pepperleaf, rootbeer plant leaves, tlanepa, Vera Cruz pepper, yerba santa",Piper auritum,"['avocado leaves', 'fennel', 'banana leaves', 'corn husks', 'epazote', 'Swiss chard']"
309,Hollandaise Sauce,"You can cheat and buy this in cans, but the tinny flavor will rat you out. To make your own: See the recipes for Hollandaise Sauce, Hollandaise Sauce--Microwave or Quickie Hollandaise Sauce posted on RecipeSource.com.",,,['bernaise sauce']
310,holy basil,"This has jagged leaves.  It's fairly pungent, so it's rarely eaten raw.","bai gaprao, bai kaprao, bai kaprow, bai kraprao, kaphrao, Thai holy basil, tulsi",Ocimum tenuiflorum,"['basil', 'mint', 'basil', 'basil']"
311,honey,"This is a thick liquid sweetener that's produced by bees from the nectar of flowers. There are over 300 kinds of honey, most of them named after the principal nectar source (e.g., clover honey, eucalyptus honey). These varieties range in color from almost white to amber to dark brown. As a rule of thumb, the lighter the color of the honey, the milder the flavor.You shouldn't feed honey to babies younger than one year--it could cause infant botulism. Store honey in a cool, dark place, where it will keep almost indefinitely. If the honey crystallizes, heat it briefly in a pan of hot water or in the microwave.Because the production of honey exploits bees, many vegetarians and vegans refuse to eat it.Popular varieties:Alfalfa honey is a very popular light and mild honey, great for baking or table use.Basswood honey is light in color, but it has a fairly strong flavor.Buckwheat honey is very dark and bold-flavored, so it's not well suited to baking.Clover honey is America's most popular honey, very mild and fine-flavored.Eucalyptus honey, popular in Australia, has a somewhat bold and slightly medicinal flavor.Orange blossom honey is an excellent, mild honey with a delicate flowery flavor.Sage honey is almost white in color, with a mild flavor.Tulip poplar honey is dark, yet mild-tasting.Tupelo honey is highly prized for its distinctive mild flavor; it's also relatively expensive.Wildflower honey has a fairly strong flavor.","Alfalfa honey, Basswood honey, Buckwheat honey, Clover honey, Eucalyptus honey, Orange blossom honey, Sage honey, Tulip poplar honey, Tupelo honey, Wildflower honey",,['liquid honey']
312,horseradish (prepared),"This pungent condiment goes well with meats and fish, and it’s a key ingredient in cocktail sauce. It’s best to buy horseradish in small amounts and store it in the refrigerator—it turns dark and loses much of its bite after a few months. Look for it in the deli case. Varieties: The most common is white horseradish, which is made with vinegar. Creamed horseradish = cream-style horseradish has a little mayonnaise and/or sour cream added; horseradish sauce has a lot. Red horseradish = beet horseradish is made with beet juice.","beet horseradish, cream-style horseradish, Creamed horseradish, Red horseradish, white horseradish",Armoracia rusticana,"['Salt', 'wasabi', 'wasabi cream sauce', 'wasabi root']"
313,hot chili sauce,,,,"['chili garlic sauce', 'berbere sauce']"
