,Name,Description,Also known as,Scientific name,Substitutions
188,pickled string beans,To make your own:   See the Pickled String Beans recipe posted on RecipeSource.com.,,,['okra']
189,pil pil sauce,"Pil pil is a basque sauce made from skin-on salted cod, olive oil, garlic and chili peppers. After cooking, the fish is removed and the reminder emulsified into a sauce. The pil pil sauce is them poured over the cod or other seafood.",bacalao al pil pil,,"['bernaise sauce', 'Hollandaise Sauce']"
190,pipián,"This Hispanic paste is made from ground pumpkin seeds mixed with oil, chiles, sesame seeds, and other ingredients.  It's used to make rich, creamy sauces.","green pumpkin seed sauce, pipian, pipian paste, pipián paste, pumpkin seed mole, pumpkin seed sauce",,[]
191,piri piri sauce,This is a fiery Portuguese sauce. To make your own: See the Piri Piri Sauce recipe posted on RecipeSource.com.,piri-piri sauce,,"['Sriracha', 'red chile sauce']"
192,plastic wrap,"Plastic wrap is terrific for covering foods to be stored in the refrigerator or cooked in the microwave. It clings especially well to glass, ceramic, and china dishes. You can also use it to wrap foods for short-term freezer storage, though you should use aluminum foil if you're storing something in the freezer for a long time since foil is better at preventing moisture loss.",,,"['plastic bag', 'wax paper', 'aluminum foil']"
193,plum blossoms,,,Prunus subg. Prunus,['peach blossoms']
194,plum purée,,plum puree,Prunus subg. Prunus,"['applesauce', 'lighter Bake']"
195,plum sauce,,"Chinese duck sauce, Chinese plum sauce, duck sauce (chutney (thicker and hotter))",,['hoisin sauce']
196,Ponentine olives,These are mild Italian brine-cured black olives.,,Olea europaea,[]
197,pot marigold,petals only,,,[]
198,potsticker wrappers,"These small, thick wrappers are stuffed with meat fillings, and then pan-fried and steamed.    While assembling the potstickers, keep the stack of wrappers moist by covering them with a damp towel.  You can seal the potstickers with a ""glue"" made with cornstarch and water.   Look for stacks of them wrapped in plastic in the refrigerator cases of Asian markets.  They freeze well.",potsticker skins,,"['sui kow wrappers', 'dumpling wrappers', 'wonton wrappers', 'egg roll wrapers', 'pasta sheet']"
199,preserved lemon,These are lemons that have been preserved in a salty brine for one or two months. They're a staple of Moroccan cuisine and somewhat hard to find in the U.S.,"heriseh, salt-cured lemon",,['lemon']
200,pumpkin purée,,pumpkin puree,Cucurbita pepo,['sweet potato']
201,puréed prunes,,"lekvar, prune butter, prune lekvar, prune puree, prune purée, pureed prunes",,"['apple butter', 'lighter Bake', 'prune', 'prune']"
202,quince paste,"This is a Spanish and South American delicacy that's similar to quince jam, only thick enough to cut into slices. It's terrific which cheese or nuts.","dulce de membrillo, membrillo",,[]
203,raspberry preserves,,,Rubus,"['strawberry preserves', 'blueberry jam']"
204,ravioli wrappers,,,,"['pasta sheet', 'egg roll wrapers', 'wonton wrappers', 'dumpling wrappers']"
205,raw green olives,These are for the rare cook who's intrepid enough to cure olives from scratch. Do not eat them raw.,,Olea europaea,[]
206,recaito,This mild Puerto Rican specialty is made from peppers and cilantro.,,,"['salsa verde', 'chile verde sauce']"
207,red bean curd,,"Fu Ru, red bean curd cheese, red preserved bean curd",,"['red sweet bean paste', 'red miso']"
208,red chile sauce,,,,['piri piri sauce']
209,red currant jelly,Red currant jelly is tart and often served with lamb and venison.,,Ribes rubrum,['black currant jelly']
210,red curry paste,,nam prik kaeng daeng,,['yellow curry paste']
211,red pepper sauce,Red pepper sauce is a mild sauce made from roasted red bell peppers and other spices.,,,['tomato sauce']
212,red sweet bean paste,"This is made from azuki beans, and Asian cooks use it to fill buns and dumplings and to make puddings.  Like peanut butter, it comes in both creamy and crunchy versions. The creamy version also comes in powdered form.    Don't confuse this with sweet bean paste, which is made from sweetened fermented soybeans.","red bean paste, red bean sauce, sweet red bean paste",,['Salt']
213,rice paper,"These thin, fragile sheets are used to make spring rolls, but they also make good all-purpose wrappers, baking pan liners, and even lasagne noodles.  The sheets are brittle, so you need to moisten them with water before wrapping foods in them.  Keep them moist while you work with them by covering the stack with a damp towel.  Rice paper doesn't need to be cooked, but it's sturdy enough to be steamed or deep-fried.  Look for it in Asian markets.  It can be stored in a cool, dark place for many months.","banh trang wrappers, spring roll wrappers, Vietnamese rice paper",,"['phyllo', 'egg roll wrapers', 'yufka', 'puff pastry dough']"
214,rocoto sauce,This moderately hot Peruvian sauce is made from rocoto chiles.,,,"['red chile sauce', 'salsa verde']"
215,rose petals,,,,['violet']
216,rosella,This is grown in Africa.,,,['cranberry']
217,royal olives,This is large brown Greek olive is brine-cured.,"Greek royal olive, Royal Victoria olive, Victoria olive",Olea europaea,"['Atalanta olives', 'Kalamata olives']"
218,sage blossoms,,,Salvia officinalis,[]
219,salsa,,,,"['enchilada sauce', 'salsa verde']"
220,salsa verde,,,,"['chile verde sauce', 'enchilada sauce', 'taco sauce', 'recaito']"
221,sambal bajak,,sambal badjak,,"['chili garlic sauce', 'chili sauce']"
222,sambal blachan,To make your own:  See the recipe for Sambal Blachan on Recipecottage.com,,,[]
223,sambal dabo lilang,,,,[]
224,sambal manis,"This Indonesian sauce is used for dipping and stir fries.  It's fairly spicy, but milder than sambal oelek.",,,"['sambal oelek', 'soy sauce']"
225,sambal oelek,,sambal ulek,,"['chile paste', 'harissa', 'hot pepper sauce', 'red pepper flakes', 'chili powder', 'jalapeno pepper ']"
226,sambal terasi,,,,['nam prik']
227,sate sauce,This is a spicy red sauce from Vietnam.,sot sa te,,['Sriracha']
228,sauerkraut,,,,['kim chee']
229,sausage casings,"These are traditionally made from intestines, but synthetic casings are now more common.  You can order them online, or prevail upon a friendly neighborhood butcher.",,,['cheesecloth']
230,Seracena olives,,,Olea europaea,[]
231,Sevillano olive,"This is a large, green, brine-cured olive.",Queen olive,Olea europaea,['Manzanilla olives']
232,shrimp paste,Look for this in Southeast Asian markets.,"balachan, belacan, blacan, blachan, kapi, mam tom, terasi, trasi, trassi (Indonesia)",Caridea,"['anchovy paste', 'water']"
233,Sicilian olive,"These are large, green, sour olives that are usually marinated with herbs.  They sometimes pitted and stuffed with pimento, garlic, or jalapeño pepper.",,Olea europaea,['Manzanilla olives']
234,silken tofu,"This Japanese tofu is soft and creamy and it's the preferred tofu for shakes, dips, custards, puddings, and dressings.  It's available either fresh in tubs or in aseptic packages that don't need refrigeration.  When working with silken tofu, it's a good idea to make a dish ahead of time so as to allow the tofu to absorb other flavors.  Don't freeze it.",kinu-goshi,Glycine max,"['soft tofu', 'sour cream', 'mayonnaise', 'yogurt']"
235,snapdragon,,,,"['impatiens', 'nasturtium']"
236,soy sauce,"Soy sauce is made from soybeans that have been fermented and salted. It's used throughout Asian, with different regions producing quite different variations. Japanese soy sauce = shoyu is sweeter and less salty than Chinese soy sauce. Chinese soy sauce comes in light and dark versions. Lite soy sauce has 1/3 less sodium.",,,"['tamari', ""Maggi's seasoning sauce"", 'water', 'kecap manis', 'Worcestershire sauce']"
237,squash blossoms,"These make exquisite garnishes, but they can also be stuffed with fillings and fried, or else sautéed very briefly and put into omelettes or quesadillas.  The best source of the blossoms is a garden, but non-gardeners can sometimes find them in farmers' markets or specialty markets.  They don't store well, so try to use the blossoms soon after you get them.","flor de calabaza, squash flowers",,['huitlacoche']
238,Sriracha,This is a hot sauce used as a condiment by Thais and Vietnamese.,,,['Tabasco sauce']
239,strawberry preserves,,,Fragaria ananassa,"['raspberry preserves', 'apricot jam']"
240,sui kow wrappers,"These are similar to potsticker wrappers, but they're intended to be used in soups. While assembling the dumplings, keep the stack of wrappers moist by covering them with a damp towel. Seal the dumplings with a ""glue"" made with cornstarch and water. Look for stacks of these wrappers in the refrigerator cases of Asian markets. Store them in the refrigerator or freezer, but let them come to room temperature before using.","soi gow skins, suey gow wrappers",,"['potsticker wrappers', 'dumpling wrappers', 'wonton wrappers', 'egg roll wrapers', 'pasta sheet']"
241,sweet and sour sauce,,,,['plum sauce']
242,sweet bean sauce,This brown sauce is made from sweetened fermented soybeans.  Taiwanese cooks use it as a marinade or a condiment for meats.,,,['hoisin sauce']
243,sweet cherry pepper,,,,"['pepperoncini', 'giardiniera']"
244,sweet dill pickles,,,,['sugar']
245,sweet gherkin,,,,['cornichon']
246,Tabasco sauce,,,,"['Sriracha', 'adobo sauce']"
247,taco sauce,,,,['enchilada sauce']
248,tamari,"Tamari is a type of soy sauce made only from soybeans, no wheat. It is less salty and thicker than traditional soy sauce. It is often gluten free.","tamari shoyu, wheat-free soy sauce",,['soy sauce']
249,tamarind paste,,tamarind concentrate,Tamarindus indica,"['dates', 'lime juice', 'lemon juice']"
250,tapenade,See the recipe for Tapenade posted on About.com.,,,['olive butter']
251,Thai sweet soy sauce,,,,"[""Maggi's seasoning sauce"", 'mushroom soy sauce', 'dark soy sauce', 'soy sauce']"
252,ti leaves,South Pacific islanders use these to wrap food and to line the imu pits in which they roast pigs.,,,"['corn husks', 'aluminum foil', 'banana leaves']"
253,tomato paste,Tomato past is made by reducing tomatoes to a thick paste and filtering out the skins and seeds.,,Solanum lycopersicum,"['tomato sauce', 'tomatoes canned', 'tomato puree', 'ketchup']"
254,tomato puree,Tomato purée is thicker than tomato sauce but thinner than tomato paste.,,Solanum lycopersicum,"['tomato sauce', 'tomato paste']"
255,tomato sauce,Tomato sauce is thinner than tomato paste and tomato puree. In Australia what Americans call catsup is often called tomato sauce.,,Solanum lycopersicum,"['tomato puree', 'tomato paste']"
256,tomatoes canned,"Canned tomatoes include whole peeled, diced or crushed. They usually contain seeds. They may need to be strained to remove the seeds and extra water.","crushed tomatoes, diced tomatoes, peeled whole tomatoes, stewed tomatoes",,['tomato paste']
257,tonkatsu sauce,This Japanese condiment is used to make yakisoba. Bull Dog is a popular brand.,katsu sauce,,[]
258,Toscanelle olive,,,Olea europaea,[]
259,tuong,This is a salty bean paste used in Vietnamese cuisine.,"toi sauce, Vietnamese soy sauce",,['bean sauce']
260,umeboshi plums,,,,['Salt']
261,umeboshi puree,,"bainiku, umeboshi paste",,"['sea salt', 'miso', 'soy sauce']"
262,viola,,,,[]
263,violet,,,Violaceae,"['nasturtium', 'borage', 'pansy']"
264,wasabi,Look for this in the Asian foods section of your supermarket. ,Japanese horseradish,Eutrema japonicum,"['wasabi powder', 'horseradish (prepared)']"
265,wasabi powder,,,Eutrema japonicum,"['horseradish', 'mustard powder']"
266,wax paper,"Invented by Thomas Edison, this is paper that's coated with paraffin wax to make it resistant to moisture. To use wax paper as a cake pan liner, place the pan on the paper, trace its outline, then cut it out and place it in the pan.","greaseproof paper, waxed paper",,"['parchment paper', 'aluminum foil', 'plastic wrap']"
267,whole-grain mustard,,,,"['Dijon mustard', 'creole mustard']"
268,wonton wrappers,"Wontons are the Chinese answer to ravioli--small packets of meat encased in a thin noodle wrapper.  The wrappers are made of flour, eggs, and water, and, once filled with meat, can be easily folded and pinched into shape.    While assembling the wontons, keep the stack of wrappers moist by covering them with a damp towel.  You can seal the dumplings with a ""glue"" made with cornstarch and water.    The wrappers come in different thicknesses.  The thin ones work best in soups, while the thicker ones are best for frying.  Look for stacks of them wrapped in plastic in the refrigerator cases of Asian markets.   Store them in the refrigerator or freezer, but let them come to room temperature before using.",wonton skins,,"['egg roll wrapers', 'dumpling wrappers', 'potsticker wrappers', 'pasta sheet']"
269,Worcestershire sauce,Health foods sell a vegetarian version of this. To make your own: See the recipe for Worcestershire Sauce posted on RecipeSource.com.,,,"['fish sauce', 'soy sauce']"
270,X.O. sauce,"Asians pour this sauce over noodles and seafood.  It's made from dried anchovies, shrimp, and chiles.",X.O. chili sauce,,['sate sauce']
271,yellow curry paste,,nam prik kaeng kari,,['red curry paste']
