,Name,Description,Also known as,Scientific name,Substitutions
110,chipolata sausage,"This spicy pork sausage is used in jambalaya and other Creole and Cajun dishes. It's available either in links or patties, but it's hard to find outside of Louisiana.",,Sus scrofa domesticus,['andouille']
111,chipped beef,"These are thin slices of salty dried beef that are usually sold in jars.  During World War II, chipped beef was commonly served in a cream sauce on toast.  Called ""shit on a shingle,"" it was a dish that managed to taste awful despite its high levels of fat and sodium.  Now that we enjoy a higher standard of living, chipped beef has thankfully fallen into relative obscurity.",dried beef,Bos taurus,['beef jerky']
112,"chorizo, Mexican","This is fresh pork mixed with lots of spices.  Don't confuse Mexican chorizo, which needs to be cooked, with Spanish chorizo, which is dry-cured. To make your own:    See the Homemade Chorizo recipe posted on RecipeSource.com.",,Sus scrofa domesticus,"['Italian sausage', 'Italian sausage', 'breakfast sausage patty', 'chorizo, Spanish']"
113,"chorizo, Spanish","Don't confuse Mexican chorizo, which is moist and needs to be cooked, with the Spanish version, which is dry-cured and ready-to-eat.  Spanish chorizo is made from pork, and it's very hot and spicy.",,,"['kielbasa', 'pepperoni', 'linguiça', 'chorizo, Mexican']"
114,chourico,This is a heavily seasoned Portuguese pork sausage.  Look for it in Portuguese markets.,"chaurico, chouriço",Sus scrofa domesticus,"['chorizo, Spanish', 'linguiça', 'Italian sausage', 'pepperoni']"
115,chukar,,chukar partridge,Alectoris chukar,"['pheasant', 'grouse', 'Cornish game hen', 'chicken']"
116,city ham,"This is America's most popular ham, the kind that's pink, moist, and sweet.  Fresh hams are soaked in brine (or injected with it) and then boiled or lightly smoked.  Boneless hams = boned hams are easier to carve, but they're not as flavorful or attractive as bone-in hams.  A good compromise is to buy a bone-in spiral-sliced ham, which combines good flavor and convenience, or a ham steak (pictured at right).  City hams usually come fully cooked (check the label), but most people reheat them before serving.","boned hams, Boneless hams, brine-cured ham, ham steak, pumped ham, spiral-sliced ham, wet-cured ham",Sus scrofa domesticus,"['picnic ham', 'country ham']"
117,cocktail wieners,"These are smaller than hot dogs, but larger than Vienna sausages.",,,"['hot dog', 'Vienna sausage']"
118,cold cuts,"These are precooked sausages or meat loaves that are usually served cold in sandwiches or on party trays. You can buy them already sliced in vacuum packs, or have them sliced to order at a deli counter. Most cold cuts are high in fat and sodium.","cold meats, cooked meats, lunch meats, luncheon meats, sliced meats",,[]
119,coppa salami,This has bits of ham in it.,coppa,,"['krakauer', 'schinkenwurst', 'Canadian bacon']"
120,corned beef,This is cut from a beef brisket that's been cured with salt and spices and then simmered in water.  It's traditionally served hot on rye bread.,,Bos taurus,['pastrami']
121,Cornish game hen,"This are very small, tender chickens.  Varieties include Rock Cornish game hens = Rock Cornish hens, which are a cross between Cornish and Plymouth Rock chickens.","Rock Cornish game hens (A cross between Cornish and Plymouth Rock chickens), Rock Cornish hens (A cross between Cornish and Plymouth Rock chickens)",Gallus gallus domesticus,"['pheasant', 'chukar', 'quail', 'squab']"
122,cotechino,This is a mild and fatty Italian pork sausage.  The links should be pierced before cooking to allow some of the fat to drain out.,,Sus scrofa domesticus,['breakfast sausage patty']
123,cotto salami,Cotto is a cooked salami.,,,"['summer sausage', 'thuringer']"
124,country ham,"These are made by rubbing salt over a fresh ham and then hanging it out to dry.  They're often smoked as well.  They tend to be salty, but gourmets often prefer them over city hams.  You cook them either by simmering them in water or frying them.  Some people soak them in water first to leech out some of the salt.  Mold often forms on country hams, but it's harmless and should simply be scrubbed off.   Country hams are common in the Southeast; elsewhere you can get them by mail order, or at Chinese markets.  Varieties include Virginia ham and Smithfield ham.","dry-cured ham, Smithfield ham, Virginia ham",Sus scrofa domesticus,['prosciutto']
125,csabai,This is a Hungarian smoked sausage that's heavily seasoned with paprika.   Rings of it are sold in German delis.,,,"['kielbasa', 'salami', 'plockwurst']"
126,culatello,"This expensive, dry-cured red ham hails from Parma. It's usually sliced paper-thin and served like prosciutto. It's hard to find in the United States.",,Sus scrofa domesticus,['prosciutto']
127,Cumberland sausage,"This British pork sausage is usually displayed in markets as a long coil, and it's sold by the length rather than by the link. It's often baked in the oven with cabbage and potatoes.",,Sus scrofa domesticus,['Italian sausage']
128,Denver ribs," This includes seven or eight ribs from the breast.  These can be braised, but they're more often marinated and grilled.","Denver lamb ribs, lamb ribs",Ovis aries,"['lamb spareribs', 'pork spareribs']"
129,deviled ham,"This is a dip or sandwich spread made with chopped ham, sour cream, and various seasonings.",,Sus scrofa domesticus,['mayonnaise']
130,dove,,"American mourning dove, mourning dove, rain dove, turtle dove",Zenaida macroura,"['pigeon', 'quail', 'Cornish game hen']"
131,dried meat,"Many dried meats don't need refrigeration, so they're great for backpackers and travelers.  They're a good source of protein, but they tend to be high in sodium.",,,['dulse']
132,duck,"This fatty bird makes a divine roast, but it's hard to cook without setting off the smoke alarm. It helps to pour off the fat while it's roasting. Wild ducks are less fatty than store-bought ducks. A young duck, called a duckling = young duckling = broiler duckling = fryer duckling = roaster duckling, is more tender than an old duck = mature duck. High-fat meats like duck generally should be cooked at a higher temperature and for a longer time than low-fat meats.","broiler duckling, duckling, fryer duckling, mature duck, old duck, roaster duckling, young duckling","Anas platyrhynchos domesticus
Anas platyrhynchos domesticus","['goose', 'chicken']"
133,elk,,,Cervus canadensis,"['Beef', 'venison', 'bear']"
134,emu,"Emus are Australia's answer to the ostrich.  Like ostriches, they're low in fat and taste like beef.",,Dromaius novaehollandiae,"['ostrich', 'rhea', 'Beef', 'chicken', 'turkey']"
135,escargot,,"garden snail, snail",,"['periwinkle', 'green mussel', 'Manila clam']"
136,farinheiras,"This Portuguese ""flour sausage"" is hard to find in the United States.",,,[]
137,fatback,"This is a slab of fat that runs along the back of a pig.  You can render it into lard, cut it into barding strips to wrap around lean roasts, or use it to line terrine or pâté pans.  It you're cutting it into sheets, it helps to put it in the freezer first until it's firm.  It's also sometimes cured like bacon.  It's hard to find, ask your butcher.",,Sus scrofa domesticus,"['caul fat', 'bacon', 'salt pork']"
138,foie gras entier,"This pricey French delicacy is simply goose or duck liver that's been lightly cooked. When aged, it becomes very rich and flavorful. Goose livers are tastier and more expensive than duck livers. Some people refuse to eat foie gras because the animals are force-fed to enlarge their livers.",,Anas platyrhynchos domesticus,['pâté de foie gras']
139,free-range chicken,"Tastier and more humanely raised, but tougher and more expensive. Cuts include halves = splits, which are broiler-fryers cut in half; breast halves = breast splits; breast quarters, which include the breast, wing, and back; drumsticks, which are the part of leg below the knee; drummettes, which are the meatiest wing section; and leg quarters, which include the drumstick and thigh. Cut-up chickens are broiler-fryers that are cut up and packaged with two breast halves, two thighs, two drumsticks, and two wings.",,Gallus gallus domesticus,"['turkey', 'pheasant', 'goose', 'extra-firm tofu', 'scallop', 'shrimp']"
140,French andouille sausage,"This is a French sausage made of tripe that has waned in popularity over the years as people have come to afford better cuts of meat. When formed into smaller links, it's called andouillette.",,,"['andouillette', 'Italian sausage']"
141,fresh pork leg,"This makes a great roast for a large crowd. It's usually cured as ham, so you might have to special-order it to get it fresh. It's sold either boneless or bone-in, and either whole or halved. The bottom half is called the shank portion = shank roast = leg roast, while the upper is called a top leg roast = inside roast = butt portion = pork leg butt = fresh ham butt = pork leg roast sirloin portion. A steak cut from the leg is called a fresh pork leg steak.","butt portion, fresh ham, fresh ham butt, fresh leg of pork, inside roast, leg roast, pork leg butt, pork leg roast sirloin portion, shank portion, shank roast, top leg roast",Sus scrofa domesticus,"['pork center loin roast', 'pork sirloin roast', 'Boston butt']"
142,fresh pork leg steak,"This is a steak cut from the middle of a fresh pork leg. It's economical, but a bit tough, so you might want to marinate it before grilling or broiling it. You can also slice it into strips and stir-fry them.","fresh ham steak, leg of pork steak, pork leg cutlet",Sus scrofa domesticus,"['pork blade steak', 'pork arm steak']"
143,frog,"The French love frog's legs, but it's hard for some of us to get past the eerie resemblance between a frog's anatomy and our own.  Fresh frog's legs are easy to find in Chinese markets, but they only show up sporadically in other markets.  If you can't find them fresh, frozen frog's legs are an acceptable substitute.",,,"['scallop', 'chicken breast']"
144,galantina,This is cold cut resembles a chunky mortadella.,,,"['mortadella', 'bologna']"
145,gelbwurst,"This pork and veal sausage is very mild and fine-grained.  The name means ""yellow sausage"" in German, but that refers to the color of the casing rather than cream-colored sausage itself.  You can put it into sandwiches or pan-fry it.   It's called ""diet bologna"" in Germany since it's relatively low in fat.",,,['bologna']
146,giblets," These are the bird's heart, liver, and gizzard, and usually come in a package tucked inside the abdominal cavity of a packaged whole bird. ",,Gallus gallus domesticus,[]
147,goat,"Goat meat is widely consumed in North Africa and the Middle East, but many Americans have never tasted it.  It's quite lean, and if cooked correctly, it can be surprisingly good.  As with sheep, the best meat comes from a young animal, or a baby goat = kid = capretto = cabrito.  Meat from older goats is tougher, like mutton.","baby goat, cabrito, capretto, kid",Capra aegagrus hircus,"['lamb', 'beef brisket']"
148,goetta,"This is Cincinnati's answer to scrapple. It's a mixture of pork, beef, and oatmeal, and it's usually fried.",,,['scrapple']
149,goose,"Europeans traditionally roast these for their Christmas dinners. The meat is dark and fatty, and more like fat-clad beef than chicken. Young goslings are the priciest, and the most tender. Wild goose is tougher and has a much stronger flavor than a domesticated goose. If the recipe calls for cut-up goose meat, consider using the dark meat from a turkey or chicken. High-fat meats like goose should be cooked at a higher temperature and for a longer time than low-fat meats. If roasting, consider removing the breast meat after it gets to 135 or 140 degrees, and then continuing to cook the thighs to a temperature of 165 or so. Frozen goose is a good substitute for fresh.",gosling,Anser anser domesticus,"['duck', 'chicken', 'turkey']"
150,gritzelwurst,"This is a family of German sausages made of pork scraps and a grain, like oats or barley. It's usually fried, much like goetta or scrapple. ","gritswurst, gritza, gritzwurst, gruetzwurst",,"['goetta', 'scrapple']"
151,ground beef,"This varies in quality depending upon what part of the carcass the meat came from.  Ground chuck has a high fat content, which means it makes the juiciest hamburgers and meatloaf.  Ground round is very lean, and a good choice if you're trying to reduce the fat in your diet.  Ground sirloin is also lean, but it's more flavorful (and more expensive) than ground round.","ground beef, Ground chuck, Ground round, Ground sirloin, hamburger, mince beef",Bos taurus,"['ground chicken', 'ground turkey', 'ground lamb', 'portobello mushroom', 'textured soy protein', 'Beyond Meat™']"
152,ground chicken,Butchers will grind either dark meat or light meat.  Light meat is lower in saturated fat.,,Gallus gallus domesticus,"['ground turkey', 'ground veal']"
153,ground lamb,This is leaner and more delicately flavored than other ground meats.  It's sometimes available as pre-formed lamb patties.,,Ovis aries,"['ground beef', 'ground turkey', 'ground pork']"
154,ground pork,,,Sus scrofa domesticus,"['pork arm picnic', 'Boston butt']"
155,ground turkey,Butchers will grind either dark meat or light meat.  Light meat is lower in saturated fat.,,Meleagris gallopavo domesticus,"['ground chicken', 'ground veal']"
156,ground veal,"Ground veal is leaner than ground beef, and it's great for hamburgers and meatloaf. Use it within two days of purchase.",,Bos taurus,"['ground turkey', 'ground chicken', 'ground lamb']"
157,grouse,,"blackcock, capercaillie, ptarmigan, ruffed grouse",Bonasa umbellus,"['pheasant', 'pigeon', 'quail', 'Cornish game hen']"
158,grützewurst,"This is a German sausage sold in links that's usually not smoked, or only lightly smoked.","graupenwurst, grutzewurst, grützwurst, wurstebrei",,[]
159,guanciale,"Guanciale is a cured pork product that's similar to pancetta, except it's made from the pork jowl rather than the belly. As a result, guanciale is much fattier, which allows it lend a richer, more buttery flavor to Italian sauces.",,,['pancetta']
160,guinea fowl," This small bird is very lean and tastes like a pheasant.  It's very lean, so bard it before roasting, or marinate it before putting it on the grill.","African pheasant, faraona, guinea hen, pintade",Numida meleagris,"['pheasant', 'Cornish game hen', 'free-range chicken', 'chicken']"
161,gypsy bacon,This Hungarian specialty consists of a slab of bacon that's been roasted and then seasoned with paprika.  It's then cut into thin slices and served on rye bread.  Look for it in German or Hungarian markets.,,Sus scrofa domesticus,[]
162,haggis,"This large Scottish sausage is made by stuffing a sheep's stomach with the animal's heart, lungs, and liver, and then adding oatmeal, onion, fat, and seasonings. It's usually steamed before serving.",,Ovis aries,[]
163,half ham,"Whole hams are too large for many families to handle, so manufacturers often cut them in half. The butt half = butt end is higher up on the hog, and is meatier, fattier, easier to carve, and more expensive. The shank half = shank end = hock half = hock end is leaner and, some say, sweeter.","butt end, butt half, hock end, hock half, shank end, shank half",Sus scrofa domesticus,['ham']
164,ham,"A ham is a pork cut that's taken from a hog's upper hind leg. There are three types of American hams: city hams, country hams, and fresh hams. City hams are the most common. They're soaked in brine (or injected with it) and then boiled or lightly smoked.  Many gourmets prefer country hams, which are dry-cured and then smoked and aged for added flavor. Fresh hams aren't cured at all and need to be cooked. 

America also imports several dry-cured hams from abroad, including prosciutto, Bayonne ham, Serrano ham, Black Forest ham, Westphalian ham, York ham, and Ardennes ham. These hams are similar to our country hams, except that they're often eaten raw while country hams are usually served cooked.  

Ham is relatively low in fat, but even low-salt hams are high in sodium.","gammon, schinken",Sus scrofa domesticus,"['Canadian bacon', 'Pork']"
165,ham hocks,These come either smoked or fresh.,pork hocks,Sus scrofa domesticus,['pickled pork']
166,headcheese,"This is made from parts of the hog's head, which are boiled together with spices and gelatin, then cooled and sliced.  The result is a mosaic of meat chunks.  It's good in sandwiches.",,Sus scrofa domesticus,"['sulze', 'zungenwurst']"
167,heart,"	Long ago, primitive tribes believed that eating heart gave them strength and courage.   Today, few of us bother to test that theory.   It's our loss, because heart is tender and has a very delicate flavor.  It's also quite inexpensive, thanks to its lack of popularity.  To prepare it, you should rinse it in cold water, then cut out any blood vessels and connective tissue.  Veal or lamb heart is delicious if you sauté or grill it until it's medium rare.  If you cook it until it's well done, it becomes very tough.  Alternatively, you can cook heart slowly using moist heat.",,,['kidneys']
168,horse,Horse meat is common in many countries such as France. It has become less popular over time.,,"Equidae, ferus, Equus","['Beef', 'emu']"
169,hot dog,"An American staple, hot dogs are mild, smoked, and usually skinless sausages that are traditionally served in a bun with relish and mustard. They've declined in popularity in recent years because they're relatively high in fat and sodium. ","frank, frankfurter, griddle, tube steak, weiner (a common misspelling), wiener, wienerwurst",,"['Vienna sausage', 'bockwurst', 'banger']"
170,Irish bacon,This is a lot leaner than American bacon.  Note that Canadian bacon also is sometimes called back bacon.,back bacon,Sus scrofa domesticus,"['Canadian bacon', 'pancetta', 'bacon']"
171,Italian sausage,"This is a pork sausage that's often added to pasta sauces. Varieties include sweet Italian sausage = mild Italian sausage, which is flavored with garlic and fennel seed, and hot Italian sausage, which also has a shake or two of crushed chile peppers.  It's sold either as links or in bulk.  Cook thoroughly before serving.","hot Italian sausage, mild Italian sausage, sweet Italian sausage",Sus scrofa domesticus,"['Toulouse sausage', 'chourico', 'chorizo, Mexican']"
172,jagdwurst,"This is a coarse, mild German cold cut that's often served on sandwiches with mustard.  It's made of pork, beef, and sometimes garlic.",,,"['krakauer', 'bierwurst']"
173,kangaroo,"Kangaroo is becoming increasingly popular in Australia. It has a very strong, gamy flavor that's a bit like venison. It's very lean, so avoid overcooking it.",,,['venison']
174,kassler,,,,['Black Forest ham']
175,kassler rippchen,German delis sometimes stock these pre-sliced smoked pork chops.  They're fully cooked.,,Sus scrofa domesticus,['Black Forest ham']
176,kidneys,"Kidneys are nutritious and, if properly prepared, delicious. It's often hard to find them in markets, though, since many of them are ruined during the meat inspection process. Veal kidneys and lamb kidneys are prized for their tenderness and delicate flavor. They can be grilled or sautéed, though they become tough if overcooked. Pork and beef kidneys are tougher, and need to be cooked slowly using moist heat.",,,"['heart', 'Liver']"
177,kielbasa,"Kielbasy are smoked Polish sausages made with pork and/or beef and flavored with garlic, pimento, and cloves.  They come already cooked, but most people heat them before serving.","knublewurst, kolbasa, kolbasz, Polish sausage, Polnische wurst",,"['andouille', 'chorizo, Spanish', 'linguiça']"
178,kishke,"This Jewish specialty consists of beef intestines stuffed with matzo meal, onion, and suet.","der·ma, kishka, kiska, kiske, kiszka, stuffed derma",Bos taurus,[]
179,knackwurst,"These smoked beef sausages are seasoned with lots of garlic.  They should be cooked before eating, and they're often served like hot dogs or smothered in sauerkraut.","knoblauch, knockwurst",Bos taurus,['hot dog']
180,kolbasz,"This Hungarian sausage is similar to Polish kielbasa, except that it has paprika added to it.",,,['kielbasa']
181,krakauer,"This is like bologna, only it's studded with chucks of ham.  You can serve it cold in sandwiches, or fry it for breakfast.",,,"['jagdwurst', 'bierwurst']"
182,lachsschinken,This dry-cured smoked pork loin is wrapped in a thin layer of fat. It hails from Bavaria.,,Sus scrofa domesticus,['prosciutto']
183,lamb,,"hogget, mutton, sheep meat",Ovis aries,"['mutton', 'Pork', 'goat']"
184,lamb blade chop,"These are usually broiled, grilled, or pan-fried.","lamb shoulder blade chop, lamb shoulder block, shoulder blade lamb chop, shoulder lamb chop",Ovis aries,"['lamb loin chop', 'lamb sirloin chop']"
185,lamb chop,"Like beef steaks, lamb chops are pieces of meat that are cut small enough to serve as individual portions. They're often grilled, broiled, or pan-fried. The most elegant choices are the lamb rib chop and the lamb loin chop. The lamb sirloin chop and lamb leg chop aren't quite as tender, but they're quite good if you take care not to overcook them. The most economical cuts are the lamb shoulder chop and lamb blade chop. They're chewier than the pricier cuts, but they're more flavorful.",,Ovis aries,['pork chop']
186,lamb cubes for kabobs,These are tender one-inch cubes that are put on skewers for grilling. The best kabobs are made with meat from the leg.,,Ovis aries,"['lamb leg', 'lamb sirloin roast']"
187,lamb heart,"Like veal heart, lamb heart is tender and delicate. You can grill or sauté it as long as you don't overcook it, or cook it slowly using moist heat.",,Ovis aries,"['veal heart', 'pork heart']"
188,lamb kidneys,"Lamb kidneys are tender enough to be cooked using dry heat, say by grilling or sautéing them.  Don't overcook them, though, or they'll quickly become very tough.  Before cooking them, peel off the outer membrane.  Due to their mild flavor, they don't need to be soaked.",,Ovis aries,"['veal kidneys', 'beef kidney', 'pork kidneys']"
189,lamb leg,"These are sold either with or without bones.  The full leg is too large and unwieldy for many families, so it's often cut into two half leg pieces:  the lean shank half and the more tender but more bony sirloin half.   Alternatively, you can buy a short leg = 3/4 French style leg, which includes the shank half plus half of the sirloin half, giving you three-quarters of a leg.  Legs are usually roasted, but boneless legs of all sizes can be either rolled and tied or butterflied so that they lie flat for grilling or broiling.  If a leg of any size has some meat cut away to expose the bone at the end, it's called a Frenched leg.  If the bone at the end is simply lopped off, it's called an American leg.","American leg (the bone at the end is simply lopped off), Frenched leg (A leg of any size has some meat cut away to expose the bone at the end), leg of lamb",Ovis aries,['lamb shoulder']
190,lamb leg chop,"Cut from the leg, these are usually braised, broiled, or grilled. They're available boneless or bone-in","lamb leg steak, lamb round leg steak",Ovis aries,"['lamb loin chop', 'lamb shoulder chop']"
191,lamb liver,"This is as tender as calf's liver, but not as flavorful.",,Ovis aries,"['calf liver', 'pork liver', 'beef liver']"
192,lamb loin chop,"These are the lamb's answer to Porterhouse steaks.  They're the most tender chops on the lamb, and they're usually grilled or broiled.  They cook best if they're thick.  A chop cut from the saddle (incorporating the loin roasts from both sides of the lamb) is called a double loin chop = English chop.  Double loin chops include two pieces of tenderloin, two of the eye, and two T-bones, and they're usually formed into a tidy circle.  If a single loin chop is boned and rolled, it's called a noisette.","double loin chop (A chop cut from the saddle (incorporating the loin roasts from both sides of the lamb), English chop (A chop cut from the saddle (incorporating the loin roasts from both sides of the lamb), noisette (A single loin chop is boned and rolled)",Ovis aries,"['lamb rib chop', 'lamb sirloin chop', 'lamb leg chop']"
193,lamb loin roast,"This is a very tender, flavorful, and expensive roast.   If you want more servings, you can get a saddle of lamb = double loin roast, which combines the loin roasts from either side of the lamb.   If boneless, a loin roast is called a loin roll = boneless loin roast = rolled lamb roast, or a double loin roll = rolled double lamb roast if made from the saddle.","boneless loin roast (A boneless, a loin roast), double loin roast ( combines the loin roasts from either side of the lamb), double loin roll (made from the saddle), loin roll (A boneless, a loin roast), rolled double lamb roast (made from the saddle), rolled lamb roast (A boneless, a loin roast), saddle of lamb ( combines the loin roasts from either side of the lamb)",Ovis aries,['lamb leg']
194,lamb neck slices,These are usually braised or made into stew.,"lamb neck for stew, lamb neck pieces, lamb stew bone-in, neck of lamb",Ovis aries,['lamb shank']
195,lamb rib chop,"These exquisite chops are cut from a rack of lamb.  They usually contain one rib per chop, but you'll get a thicker and juicier steak with double cut lamb rib chop, which includes two ribs.","French lamb chop (The meat at the tip is cut away to expose the bone), Frenched lamb chop (The meat at the tip is cut away to expose the bone)",Ovis aries,"['lamb loin chop', 'lamb sirloin chop']"
196,lamb shank," When you buy this, you're usually getting the lamb fore shank = lamb foreshank, but sometimes you'll get the lamb hind shank = lamb hindshank.  Don't confuse the shank with the shank half lamb leg, which is a bigger and nicer cut.  Shanks are fairly lean and if they're braised slowly, the meat pulls apart into delicious, juicy strands.  You can also cube the meat for stews or grind it.  Lamb shanks can also stand in for veal shanks in osso bucco.","lamb fore shank, lamb foreshank, lamb hind shank, lamb hindshank, lamb trotter",Ovis aries,"['lamb neck slices', 'veal shank']"
197,lamb shoulder chop,"These chops are a bit chewy, but very flavorful.  They're usually braised, broiled or grilled.  The round bone in them is a cross-section of the arm bone.","lamb arm chop, lamb arm cut chop, lamb round bone chop, lamb shoulder block",Ovis aries,"['lamb blade chop', 'lamb loin chop']"
198,lamb shoulder roast,"This is a tasty roast, but it's very hard to carve with the bone in.  To make carving easier, butchers will bone it and sell it as a boneless rolled shoulder, or they'll slice the roast into blade chops and then tie them together as a pre-sliced shoulder roast = pre-carved shoulder roast","boneless rolled shoulder, lamb shoulder block, lamb square-cut shoulder, pre-carved shoulder roast, pre-sliced shoulder roast",Ovis aries,['lamb leg']
199,lamb sirloin chop," These are usually less expensive than loin chops, but almost as tender.  It's best to grill or broil them.","lamb leg chop, lamb leg sirloin chop, lamb loin end steak, lamb sirloin steak, lamb steak, large loin lamb chop",Ovis aries,"['lamb loin chop', 'pork loin chop']"
200,lamb sirloin roast,"The sirloin is just next to the leg, and, in some parts of the country, this roast comes attached to a leg of lamb.  This cut makes a tender, if bony, roast, or it can be sliced into sirloin steaks for grilling or broiling",,Ovis aries,"['lamb loin chop', 'pork loin chop']"
201,lamb spareribs,"These are cut from the breast and usually trimmed of fat.  They're best broiled, barbecued or braised.  ",lamb riblets,Ovis aries,"['Denver ribs', 'pork spareribs']"
202,lamb stew meat,"These are cubes of meat that are too tough to grill or broil.  If cooking slowly in liquid, though, they become wonderfully tender",lamb for stew,Ovis aries,['lamb shoulder roast']
203,landjager,"Landjager is a dried, smoked German sausage that needs no refrigeration. Its name comes from ""lang tige,"" which means ""smoked for a long time"" and ""jäger,"" which means hunter, and refers (one hopes) to it being a convenient snack for hunters to bring on their excursions. Landjager fills the same niche as the American Slim Jim, but it's chewier and less greasy. Look for thin flat sticks of it in German delis.","landjaeger, Landjäger",Bos taurus,"['pepperoni', 'salami']"
204,lap cheong,"These pork sausages look and feel like pepperoni, but they're much sweeter.","Chinese dried sausages, Chinese sausage, lap chong, lap chung, lop chong",Sus scrofa domesticus,"['chorizo, Mexican', 'salami', 'ham']"
205,Lebanon bologna,This is a highly seasoned smoked beef sausage based on a Pennsylvania Dutch recipe.,,Bos taurus,"['salami', 'summer sausage']"
206,leberkäse,"Despite its name (""liver cheese"" in German), this Bavarian specialty contains neither liver nor cheese.  It's a pork, beef, and veal meatloaf with the color and consistency of bologna.  Germans like to fry thick slices of it and serve them with potatoes.",leberkase,Bos taurus,['bologna']
207,linguiça,This is a spicy Portuguese smoked garlic sausage. You need to cook it before serving it.,"linguica, linguisa, Portuguese sausage",,"['chorizo, Spanish', 'kielbasa', 'andouille']"
208,Liver,"Liver is rich in iron and Vitamin A and has an unabashed flavor that nicely complements that of its usual companion, onion.   Calf's liver is considered to be the best, but lamb liver and beef liver are almost as good and much less expensive.   Liver can be cooked with dry heat, say by grilling or sautéing it, but it becomes very tough if it's cooked beyond medium rare.   Since liver has very little fat, you might want to baste it or lard it.",,,['kidneys']
209,liverwurst,"This is a family of pork liver sausages that are creamy enough to spread.  One variety is braunschweiger, which is smoked liverwurst.","braunschweiger, leberwurst, liver sausage",,"['pâté', 'teewurst', 'mettwurst', 'gelbwurst']"
210,longanisa,Longanisa is a Filipino sausage that resembles a chorizo. It's often served for breakfast in the Philippines.,longaniza,,['kielbasa']
211,loukanika,"This spicy Greek sausage is made with lamb, pork, and orange rind.  Cook it before serving",,,['kielbasa']
212,medisterpoelse sausage,This is a Danish pork sausage.  Cook it before serving.,,Sus scrofa domesticus,[]
213,merguez sausage,This North African lamb sausage is seasoned with garlic and hot spices.  It's often used in couscous dishes.,mirkâs,Ovis aries,['Italian sausage']
214,mettwurst,"At least two kinds of sausages answer to the name mettwurst.  People in Cincinnati use the name to describe a kielbasa-like sausage that's made with beef and pork, seasoned with pepper and coriander, and smoked.  They like to grill it and serve it on a bun.  Elsewhere, mettwurst is soft like liverwurst and ready to eat.  It's usually spread on crackers and bread.",metts,,"['kielbasa', 'bratwurst', 'teewurst']"
215,moose,,,Alces alces,"['Beef', 'venison', 'bear']"
216,morcelas,This is the Portuguese version of blood sausage.,,,['blood sausage']
217,morcilla,"This is Spain salty version of blood sausage, usually made with onion or rice as a filler.",,,['boudin rouge']
218,mortadella,"This exquisite smoked pork sausage is similar to bologna, only it's flavored with garlic and has bits of fat and sometimes pistachios in it.  It's a key ingredient in a muffaletta sandwich.  Always serve it cold.",mortadella bologna,Sus scrofa domesticus,"['bologna', 'olive loaf']"
219,mutton,"After lambs are a year old, their meat is sold as mutton. Mutton is cheaper than lamb, but it's tougher, fattier, and less delicately flavored. It's more popular in Europe than in the United States.",,Ovis aries,['lamb']
220,nuss schinken,"This German ham is cured, smoked, and dried.",,Sus scrofa domesticus,['Westphalian ham']
221,olive loaf,"This is like bologna, only with bits of stuffed olives embedded in it.",,,"['mortadella', 'bologna']"
222,ostrich,"Ostrich looks and tastes like a cross between beef and chicken, and it's relatively low in fat.",,Struthio camelus,"['emu', 'rhea', 'Beef', 'chicken', 'turkey']"
223,pancetta,"Pancetta is the Italian counterpart to our bacon.  It's cured, but not smoked, and it's often used to give a subtle salty flavor to pasta sauces.  Deli counters often carry cylinders of it, and slice it to order.",Italian bacon,Sus scrofa domesticus,"['salt pork', 'bacon', 'bacon', 'prosciutto']"
224,partridge," These small, plump birds are related to pheasants, and very tasty.  Varieties include the chukar, red-legged partridge = French partridge, and grey partridge = English partridge.","chukar, English partridge, French partridge, grey partridge, red-legged partridge",,"['grouse', 'pheasant', 'quail', 'Cornish game hen', 'dove']"
225,pastrami,This is beef brisket that's been seasoned and dry-cured.  It's often served hot on rye bread.,,Bos taurus,['corned beef']
226,pâté,"Leave it to the French to come up with this buttery rich delicacy.  Goose pâté is pricier and more subtle than duck pâté, and is the best choice if you plan to serve the pâté cold.  Duck pâté works best in warm dishes.  Some people refuse to eat pâté de foie gras from France because the animals are force-fed to enlarge their livers.","liver paste, pate, paté",,"['liverwurst', 'foie gras entier', 'monkfish liver']"
227,pâté de foie gras,,pate de foie gras,Anser anser domesticus,['foie gras entier']
228,pemmican,"This is a Native American version of beef jerky. It consists of small cakes of meat, fat, and fruit that are dried in the sun.",,Bos taurus,['beef jerky']
229,pepper loaf,This is a pork and beef loaf that's liberally seasoned with cracked peppercorns.,pepper loaf,,[]
230,pepperoni,"This spicy sausage is made with beef and pork.  It's hard and chewy, and makes a terrific topping for pizza.  You don't need to cook it before eating.",,,"['salami', 'lap cheong', 'chorizo, Spanish', 'Canadian bacon']"
231,pheasant,"These tend to be pricey, but they're more flavorful than chickens.  One pheasant can serve two people.  Pheasants are lean, so bard them before roasting.",ring-necked pheasant,Phasianus colchicus,"['guinea fowl', 'Cornish game hen', 'chicken', 'grouse', 'chukar', 'pigeon']"
232,pickled pork,"Louisiana cooks like to add this to bean dishes.  It's hard to find outside of Louisiana, but it's fairly easy to make from scratch.","Creole pickled pork, pickle meat",Sus scrofa domesticus,"['ham hocks', 'ham', 'tasso']"
