,Name,Description,Also known as,Scientific name,Substitutions
107,chipotle pepper ,"These dried and smoked jalapeño peppers lend a wonderful, complex flavor to sauces. They're usually rehydrated and canned in adobo sauce, but you can also buy them dried in cellophane bags. They are medium hot.","chile seco, jalapeno pepper dried, meco, smoked jalapeno pepper","Capsicum annuum, jalapeño","['jalapeno pepper ', 'morita pepper', 'mora chili', 'ancho chili']"
108,choy sum,"This is a general term in Chinese for the tender inner stalks and flowers of green vegetables. White choy sum usually refers to bok choy, while green choy sum refers to yau choy.","cai xin, Chinese flowering cabbage, choi sum","Brassica rapa, parachinensis","['bok choy', 'spinach']"
109,chrysanthemum leaves,"This Asian potherb is used to flavor salads, soups, sukiyaki and other dishes.  The leaves are usually blanched briefly to soften them and deepen their color, but young leaves can be served raw.  Add them to cooked dishes at the last minute, as they become bitter if overcooked.
Some people may have an alergic reaction to chrysanthemum leaves.","chop suey greens, garland chrysanthemum, shungiku, tong ho, tung ho",Chrysanthemum indicum,[]
110,cinnamon cap mushroom,Cinnamon cap mushrooms have a firm texture and an earthy flavor.,cinnamon webcap,Cortinarius cinnamomeus,['shiitake mushroom']
111,cipollini onion,"These round, flat Italian onions are about one to two inches in diameter.  They're available in the fall.","Borettana onion, cippolini onion",Allium,"['boiling onion', 'pearl onion', 'shallot']"
112,clamshell mushroom,Varieties include the brown clamshell mushroom (left).  This mushroom goes well with seafood or meats.  Cook them before eating.,"Beech Mushroom, Brown Beech Mushroom, brown clamshell mushroom, clam shell mushroom",Hypsizygus tessellatus,[]
113,cloud ear mushroom,"It's hard to find these fresh, but dried cloud ears are an excellent substitute.  Reconstitute them by soaking or simmering them in lots of water for a few hours.","black fungus, black Treasure, bok née, cloud ear fungus, hairy wood ear, jamur kuping, Jelly ear, mo-er mushroom, wood ear fungus",Auricularia polytricha,['wood ear mushroom']
114,coconut shoots,,,Cocos nucifera,['bamboo shoots']
115,collard greens,"This is a favorite of Southern cooks, who often cook them with salt pork or smoked ham hocks.  Frozen collards are an acceptable substitute for fresh.","collards, couve, dark cabbage, raštika",Brassica oleracea,"['kale', 'kohlrabi greens', 'bok choy', 'turnip greens', 'mustard greens']"
116,coriander root,"Thai recipes sometimes call for these roots, but they're hard to find in markets. The best source is to pull out a cilantro plant in your garden, or you can use cilantro stems instead.","Chinese parsley root, cilantro root",Coriandrum sativum,['cilantro']
117,corn salad,Corn salad has tender leaves and a very mild flavor.,"doucette, fetticus, field salad, lamb's lettuce, mache, nut lettuce, raiponce",Valerianella locusta,"['butterhead lettuce', 'Bibb lettuce']"
118,Costeño Amarillo,"This yellow Mexican chili is used to make soups, stews, and mole sauces. It's fruity and moderately hot and somewhat hard to find.","bandeño, chile costeño, Costeno amarillo ",Capsicum annuum,['guajillo chili ']
119,cousa squash,"This Middle-Eastern summer squash looks a lot like spaghetti squash, only it has a thin, edible skin. It's similar to zucchini, but its larger size makes it a natural for stuffing.","couza squash, kousa",,['zucchini']
120,cracked Provencal,These aromatic  green olives are marinated in a solution with herbes de Provence.,cracked Provençal,Olea europaea,[]
121,cremini mushroom,"These are closely related to common white mushrooms, but they're a bit more flavorful.  Large cremini mushrooms are called portobello mushrooms.","baby bella, brown mushroom, crimini mushroom, Italian brown mushroom, Italian mushroom",Agaricus bisporus,"['white mushroom', 'portobello mushroom', 'shiitake mushroom']"
122,cress,"This is a peppery green that's great in salads, sandwiches, and soups.  It's attractive enough to make a good garnish as well.  There are several varieties, including watercress, upland cress, curly cress, and land cress. Cress is highly perishable, so try to use it as soon as possible after you buy it.","curly cress, Garden cress, land cress, upland cress",,"['arugula', 'daikon sprouts', 'spinach', 'dandelions', 'Belgian endive', 'purslane']"
123,cuaresmeno - fresh,They are moderately hot.,,,"['jalapeno pepper ', 'Serrano pepper  ']"
124,cubanelle,"These sweet, mild peppers are usually sold while yellowish-green. They become hotter and redder as they mature.","Cuban pepper, cubanelle pepper, Friarelli, Green cubanelle, Italian frying pepper",Capsicum annuum,['bell pepper']
125,cucuzza,,"bottle gourd, calabash, cucuzzi, Italian squash, New Guinea bean, suzza melon, Tasmania bean, zucca",Lagenaria siceraria,"['zucchini', 'yellow squash']"
126,curly endive,"You can use this crisp, bitter green in salads or cook it as a side dish.  The outer leaves are green and somewhat bitter; the pale inner leaves are more tender and mild.  Don't confuse this with Belgian endive, which the British call chicory and the French call endive.","chicorée frisée, chicory, chicory endive, curly chicory, frise, frisee, frisée","Cichorium endivia, crispum","['escarole', 'radicchio', 'dandelions', 'mustard greens']"
127,currant tomato,These are about half the size of cherry tomatoes.,pimp,Solanum pimpinellifolium,"['cherry tomato', 'teardrop tomato', 'grape tomato']"
128,daikon,"Daikon is larger and milder than its relative, the red radish. The Japanese like to grate it and serve it with sushi or sashimi, but you can also pickle it, stir-fry it, or slice it into salads. Japanese daikons tend to be longer and skinnier than their Chinese counterparts, but the two varieties can be used interchangeably. Choose specimens that are firm and shiny. They don't store well, so try to use them right away.","Chinese radish, icicle radish, Japanese radish, lo bak, lo pak, loh baak, loh buk, long white radish, mooli, Oriental radish, white radish, winter radish",Raphanus sativus,"['jicama', 'turnip', 'radish', 'black radish', 'pickled ginger', 'parsnip']"
129,daikon sprouts,"These have a pungent, peppery flavor that works wonders for otherwise bland salads and  sandwiches.  They're too delicate to cook, so always serve them raw.","clover radish, kaiware, radish sprouts, tsumamina",Raphanus sativus,['onion sprouts']
130,dandelions,"Dandelions have a somewhat bitter flavor, which Europeans appreciate more than Americans.   Older dandelion greens should be cooked; younger ones can be cooked or served raw as a salad green.  They're available year-round, but they're best in the spring.",dandelion greens,Taraxacum officinale,"['watercress', 'curly endive', 'escarole', 'arugula', 'collard greens']"
131,delicata squash,"This is one of the tastier winter squashes, with creamy pulp that tastes a bit like sweet potatoes.  Choose squash that are heavy for their size.","Bohemian squash, sweet potato squash",Cucurbita pepo,"['butternut squash', 'buttercup squash', 'sweet potato']"
132,dragon tongue bean,"You can eat these, pods and all, just like green beans.",,Phaseolus vulgaris,['green bean']
133,dried eggplant,Look for these in Middle Eastern markets.,,Solanum melongena,[]
134,dulse,"This is a salty seaweed, so it makes a great salt substitute in soups and stews.  Some people eat it raw, like beef jerky.  It's rich in iron.","creathnach, dillisk, red dulse, sea lettuce flakes",Palmaria palmata,"['Wakame', 'arame', 'hijiki', 'sea lettuce']"
135,edamame,"These are fresh soybeans, that are usually sold shelled and frozen, but you can sometimes find them in the produce section, still in their pods. They're rich in protein, fiber, and other nutrients.Fresh edamame pods make great, healthy appetizers. Just steam the pods and have your guests split the pods open and eat the beans inside.Edamame, whether fresh or frozen, is terrific in soups and salads. ","beer bean, edible soybean, garden soybean, green soybean, immature soybean, sweet bean, vegetable soybean",Glycine max,"['garden pea', 'fresh black-eyed pea']"
136,Eggplants,"This is a spongy, mild-tasting vegetable that's meaty yet low in calories. It's never eaten raw, but it can be baked, grilled, or sautéed. The best eggplants are shiny, firm (but not too hard), and heavy for their size, with bright green stems and unbroken skin. Smaller eggplants tend to have fewer bitter seeds, as do ""male"" ones with round scars at their blossom (non-stem) end. (The scars on ""female"" eggplants look like dashes.) Freshness is important, so don't store eggplants for very long.","aubergine, berenjena, brinjal, egg apple, garden egg, Guinea squash, melanzane, melongene, patlican",Solanum melongena,"['zucchini', 'okra', 'portobello mushroom']"
137,elephant garlic,"This looks like an overgrown garlic, but it's more closely related to a leek. It's much milder than ordinary garlic, so it's a good choice if you want to impart the flavor of garlic to a delicately flavored dish. It's often sold in a mesh stocking to keep the cloves together.","great-headed garlic, Oriental garlic",Allium ampeloprasum,['garlic']
138,empeltre olives,These Spanish black olives are soaked in sherry.,,Olea europaea,[]
139,endigia,This crunchy new French variety blends sweet and bitter flavors.,red endive,Cichorium endivia,"['Belgian endive', 'radicchio']"
140,endive,"This category includes Belgian endive, curly endive, frisee, and escarole.",,Cichorium endivia,"['radicchio', 'curly endive', 'Belgian endive']"
141,English cucumber,"This foot-long slicing cucumber is pricier and less flavorful than other varieties, but it has less conspicuous seeds, a thinner skin, and a plastic wrapper--instead of a wax coating--to improve shelf life.  All of this saves preparation time, since there's no need to peel or seed the cucumber before slicing it.  This is a good variety if you focused on looks--you can cut it into round, green trimmed slices.","burpless cucumber, English cucumber, European cucumber, gourmet cucumber, greenhouse cucumber, hothouse cucumber, seedless cucumber",,"['Japanese cucumber', 'garden cucumber']"
142,enoki mushroom,Enoki mushrooms have a delicate fruity flavor.  They're usually served raw.,"enok, enokidake, enokitake, futu mushroom, golden mushroom, golden needle mushroom, snow puff mushroom, velvet foot mushroom, velvet stem mushroom, winter mushroom",Flammulina velutipes,"['oyster mushroom', 'white mushroom']"
143,eryngii mushroom,,"ali?i oyster, boletus of the steppes, eringii mushroom, French horn mushroom, king oyster mushroom, king trumpet mushroom",Pleurotus eryngii,['matsutake mushroom']
144,escarole,"Escarole has sturdy leaves and a slightly bitter flavor.  Young escarole leaves are tender enough to add to salads, otherwise escarole is best cooked as a side dish or used in soups.","Batavia, Batavian endive, Bavarian endive, broad-leaved endive, grumolo, scarole","Cichorium endivia, latifolia","['curly endive', 'radicchio', 'borage', 'mustard greens', 'arugula', 'spinach', 'kale']"
145,fairy-ring mushroom,,"elf circle, fairy circle",Marasmius oreades,"['white mushroom', 'chanterelle']"
146,fennel,"Fennel tastes like licorice or anise, and it's commonly used in Italian dishes.  It's very versatile; you can sauté it and add it to sauces, braise it as a side dish, or serve it raw as a crudité.","anise (incorrectly), bulb fennel, finocchio (Italian), Florence fennel, garden fennel, sweet anise (incorrectly), sweet fennel",Foeniculum vulgare,"['fennel seed', 'celery', 'onion', 'anise-flavored liqueurs', 'udo', 'celery']"
147,fennel leaves,"For more information, see the Wegman's Food Market's page on Fennel.",fennel feathers,Foeniculum vulgare,"['avocado leaves', 'hoja santa leaves', 'parsley']"
148,fenugreek sprouts,,,Trigonella foenum-graecum,"['mung bean sprouts', 'alfalfa sprouts']"
149,fiddlehead fern,"When a fern first emerges from the ground, its uncoiled frond is called a fiddlehead. Edible varieties of fiddleheads include those from the ostrich fern and the less common wood fern. They're available in the late spring and early summer. Select the smallest, freshest-looking fiddleheads you can find. Warning: Fiddleheads from bracken ferns resemble those from ostrich ferns, but are believed to be carcinogenic. Be very careful if you're gathering fiddleheads from the wild. Undercooked ostrich fern fiddleheads also have been linked to some cases of food poisoning.","fern, fiddlehead greens, lady fern, ostrich fern, pohole, royal fern, vegetable fern, western sword fern",,"['asparagus', 'green bean', 'spinach']"
150,Filipino eggplant,,,Solanum melongena,[]
151,fingerling potato,"There are many varieties of these small, finger-shaped potatoes, but they all tend to be low in starch, and great for roasting or making potato salads.","French fingerling, Russian banana",Solanum tuberosum,['new potatoes']
152,fingerroot,This ginger relative is popular in Thailand. It resembles long fingers jutting from a hand.,"Chinese ginger, Chinese key, ka chai, kra chai, krachai, lesser galangal",Boesenbergia rotunda,"['lesser galangal', 'galangal', 'ginger root']"
153,flowering kale,This is a beautiful cabbage used more often as a garnish than as a vegetable.,"flowering cabbage, flowering cole, ornamental kale",Brassica oleracea,"['kale', 'collard greens']"
154,fresh beans,"Fresh beans appear in the summer and fall, and they're sweeter and more tender than dry beans. You don't need to soak them or cook them as long as dried beans, but they often need to be shelled before using.You can usually substitute them with dried beans pound for pound.","shellies, shellouts, shelly beans, shuckies",Phaseolus vulgaris,['dried beans']
155,fresh black-eyed pea,"In their fresh form, black-eyed peas are pale green and have a wonderful, nutty flavor.  Unlike dried black-eyed peas, they don't need to be soaked, and they cook much faster.  They arrive in markets during the late summer and early fall.","fresh black-eye bean, fresh black-eye pea, fresh black-eyed suzy, fresh chawli, fresh China bean, fresh cowpea, fresh crowder pea, fresh lobhia, fresh lombia, fresh poor man's pea, fresh Southern pea",Vigna unguiculata,['black-eyed pea']
156,fresh cannellini bean,,"fresh fazolia bean, fresh white kidney bean",Phaseolus vulgaris,['cannellini bean']
157,fresh cranberry bean,These are available in the summer months.,"fresh borlotti bean, fresh crab eye bean, fresh fagiolo romano, fresh Roman bean, fresh rosecoco bean, fresh saluggia, fresh shell bean, salugia bean",Phaseolus vulgaris,['cranberry bean']
158,fresh fava bean,"Fresh fava beans are available in the summer and are much better tasting than canned, dried, or frozen ones. Young fava beans need only be shelled, but more mature beans should also be peeled to rid them of the tough, waxy skin that surrounds each bean. The best way to do this is to blanch the shelled beans for a minute in boiling water, plunge them into cold water, and pull off the skins.Select large fava beans that don't have black spots on them, Larger ones are the best.About 400 million people worldwide have favism, an enzyme deficiency. Eating fava beans can cause adverse symptoms in some of them.","fresh broad bean, fresh butter bean, fresh English bean, fresh horse bean, fresh Windsor bean",Vicia faba,"['dried fava bean ', 'fresh lima bean', 'chickpea']"
159,fresh lima bean,"These are exquisitely sweet and tender, as long as you get to them soon after they're picked.   The freshest pods are brightly colored and snap crisply when you bend them.   Fresh lima beans don't need to be soaked and you need only cook them about 15 minutes.","fresh butter bean, fresh Madagascar bean, fresh wax bean",Phaseolus lunatus,"['garden pea', 'lima bean']"
160,fresh peas,"	Fresh peas are sweeter and more tender than their dry counterparts.  To shell one, just pull down the string and squeeze the pod at the seams, then scrape out the peas and discard the pods.  As with corn, freshness is crucial since peas begin converting their sugar into starch as soon as they're picked.  The freshest pods are brightly colored and snap crisply when you bend them.   Fresh peas don't need to be soaked and they cook fairly quickly.","shellies, shellouts, shellpeas, shuckies",Pisum sativum,"['avocado', 'Dried Peas']"
161,Fresno pepper,"These are similar to jalapeno peppers, but with thinner walls. They're great in salsas. Green Fresnos are available in the summer. the hotter red ones come out in the fall.","Fresno chile pepper, Fresno chili pepper",,"['jalapeno pepper ', 'Serrano pepper  ']"
162,Fuerte avocado,"This is in season from late fall through spring.  It's not quite as buttery as the Hass avocado, but its flavor is excellent.",Florida avocado,Persea americana,"['avocado', 'chayote', 'fresh peas', 'asparagus', 'broccoli', 'artichoke hearts']"
163,fuzzy melon,This sweet and mild squash has a fuzzy feel to it.,"Chi qua, fuzzy gourd, hairy cucumber, hairy melon, moqua, wax gourd","Benincasa hispida, chieh-qua",['zucchini']
164,Gaeta olives,"These are small, purple Italian olives are either dry-cured (making them black and wrinkled) or brine-cured (making them dark purple and smooth-skinned).",Gyeta olive,,['Kalamata olives']
165,gai choy,"Asian cooks like to pickle this, or else use it in soups or stir-fries.  If you find gai choy too pungent to stir-fry, blanch it first in salted water.","Chinese mustard cabbage, Chinese mustard greens, Indian mustard, kai choy, leaf mustard, Oriental mustard, vegetable mustard",Brassica juncea,"['mustard greens', 'broccoli raab']"
166,galangal,"Look for this in Asian markets. It's sold fresh, frozen, dried, or powdered, but use the dried or powdered versions only in a pinch.","galanga (ginger), galangale, galingale, greater galangal, Java galangal, Java root, kha, khaa, languas, laos (root or ginger), lengkuas, Siamese ginger, Thai ginger",Alpinia galanga,['ginger root']
167,gamboni mushroom,,big leg mushroom,,[]
168,garden cucumber,"You can find these throughout the year at all but the most poorly stocked markets.  The ones you find in supermarkets are usually waxed to hold in moisture and improve shelf-life--these should be peeled or at least scrubbed well before serving.  Unwaxed cucumbers don't need to be peeled, but better cooks often do so since the peels tend to be thick and bitter.  It's also a good idea to remove the seeds from these kinds of cucumbers; just cut them in half lengthwise and scrape them out.   Select cukes that are firm, dark green, and rounded at the tips.","field-grown cucumbers, market cucumber, outdoor cucumber, regular cucumber",,"['English cucumber', 'Japanese cucumber', 'Armenian cucumber', 'lemon cucumber']"
169,garden eggs,"These are tiny eggplants, the size of an egg or smaller. Their color ranges from white to greenish-yellow.",,Solanum melongena,[]
170,garden pea,"These appear in the summer months, and they're so sweet that it's well worth the trouble to shell them. Freshness is crucial, so look for brightly colored pods that are crisp enough to snap.  Petits pois are a small and tender variety.","English pea, fresh pea, green pea, shell pea",Pisum sativum,"['edamame', 'fresh lima bean']"
171,garlic,"Almost every cuisine on our planet has found an important role for garlic. Europeans mince it raw and add it to salad dressings, or sauté it and use it to flavor their sauces. Asian cooks add it to to their stir-fries; Indian cooks to their curries; Hispanic cooks to meats and vegetables. And Americans have lately taken a fancy to roasting whole bulbs, and then spreading the garlic like a soft cheese on bread or crackers. Garlic's good for you, too. Researchers believe that garlic can bolster the immune system, lower blood pressure and prevent heart disease, and at least some people believe that it can ward off vampires and insects. The only downside is that raw or undercooked garlic tends to linger on the breath, though many people are more than willing to pay that price. Types of garlic include the mild green garlic, the purple-skinned Italian garlic and Mexican garlic, and the common white-skinned garlic = California garlic, which is the most pungent of all.","California garlic, green garlic, Italian garlic, Mexican garlic, stinky rose, white-skinned garlic",Allium sativum,"['granulated garlic', 'garlic flakes', 'garlic powder', 'garlic salt', 'asafetida', 'rocambole', 'garlic juice', 'shallot', 'onion', 'garlic chives']"
172,garlic chives,,,Allium sativum,"['garlic greens', 'chives', 'onion']"
173,garlic flakes," When rehydrated in water, garlic flakes provide much of the flavor and texture of fresh garlic.","dehydrated minced garlic, dried garlic flakes",Allium sativum,['garlic']
174,garlic greens,,garlic sprouts,Allium sativum,['green onion']
175,garlic juice,These are sold in spray bottles or in small jars.  Look for them in the spice section of larger supermarkets.  To make your own:  Strain the juice from a jar of minced or pressed garlic.,,Allium sativum,"['granulated garlic', 'garlic powder']"
176,garlic powder,"Garlic powder provides some of the flavor, but not the texture, of fresh garlic.  It disperses well in liquids, so it's a good choice for marinades.",powdered garlic,Allium sativum,"['garlic', 'garlic salt', 'garlic juice', 'garlic flakes', 'granulated garlic']"
177,garlic salt,,,,['garlic powder']
178,gherkin cucumber,"These small, bumpy greed cucumbers are used to make Gherkin pickles or, if pickled while still small, cornichon pickles.",,,[]
179,ghost pepper,"Ghost peppers are a very hot (over 1,000,000 scovilles) hybrid between Capsicum chinese and Capsicum frutescens. It is grown and used in northern India.","bhut jolokia, king chili, king cobra chili, Tezpur chili",Capsicum chinese,"['habanero - fresh', 'Scotch bonnet chili']"
180,ginger root,"With its sweet yet pungent flavor, ginger has become a mainstay of many of the world's cuisines.  European cooks like to use dried, ground ginger to flavor gingerbread and other baked goods.  Asian and Indian cooks prefer their ginger fresh, and they use it in spicy sauces and stir-fries.  Ginger not only tastes good, it's also believed to have medicinal properties, and people sometimes use it to soothe their upset stomachs and boost their energy.   Ground ginger isn't a good substitute for fresh, but dried whole ginger will work in a pinch, as will the minced or puréed ginger that's sold in jars.","fresh ginger, geung, ginger, gingerroot, khing, shoga",Zingiber officinale,"['green ginger', 'galangal', 'crystallized ginger', 'allspice', 'coriander seeds']"
181,globe squash,"You can stuff these and bake them, or slice and sauté them.",Ronde de Nice,,['zucchini']
182,golden delicious squash,This is an orange-red variety of Hubbard squash,,Cucurbita maxima,['Hubbard squash']
183,golden nugget squash,"This has a pleasant flavor, but it doesn't have as much flesh as other squashes and the heavy rind makes it hard to cut before cooking.   Select specimens that are heavy for their size, and that have a dull finish.  Those with shiny rinds were probably picked too young, and won't be as sweet.",oriental pumpkin,Cucurbita maxima,['acorn squash']
184,granulated garlic,"Like garlic powder, granulated garlic provides the flavor, but not the texture, of fresh garlic.  It disperses well in liquids.",,,['garlic powder']
185,grape tomato,,,Solanum lycopersicum,"['teardrop tomato', 'currant tomato', 'cherry tomato']"
186,Greek black olives,"A generic black Greek olive is large, dark purple and brine-cured. Popular varieties include Kalamata, Amphissa, and Royal.",,Olea europaea,[]
187,Greek green olives,Napfilion and Ionian olives are the most common types of green Greek olives.,,Olea europaea,['Nafplion green olives']
188,green bean,"These are meant to be cooked and eaten, pods and all.  They're best if they're steamed or stir-fried just until they're tender but still crisp.  Select bright green beans that snap when broken in half.  Their peak season is in the summer.","Baguio beans, French beans, snap bean, string bean",Phaseolus vulgaris,"['wax bean', 'Italian flat bean', 'dragon tongue bean', 'winged bean']"
189,green cabbage,"Cabbage is quite versatile. You can cut it into chunks, boil it, and serve it with corned beef or other fatty meats. You can also use cooked leaves as wrappers for meat fillings, or shred raw ones for cole slaw. Select heavy heads of cabbage that have shiny leaves.",,Brassica oleracea,"['savoy cabbage', 'red cabbage', 'napa cabbage']"
190,green chile canned,,,,"['Anaheim chili', 'poblano pepper ']"
191,green ginger,"These pink-tipped, shiny pieces of young ginger are mild and usually don't need to be peeled.   They're easy to find in Asian markets.","baby ginger, new ginger, pink ginger, spring ginger, stem ginger, young ginger",Zingiber officinale,['ginger root']
192,green goddess eggplant,This has a very mild flavor.,,Solanum melongena,[]
193,green olives,"Green olives are picked from the tree before they're completely ripened. The most common variety is the Manzanilla olive, which is often pitted and stuffed. Other green olives varieties include the Agrinion, Arauco, Arbequina, Atalanta, green Cerignola, cracked Provençal, Kura, Lucque, Nafplion, Picholine, Sevillano, and Sicilian.",,Olea europaea,"['black olives', 'caper berry', 'cocktail onion']"
194,green onion,"These are onions that have small bulbs and long green stalks. They're usually eaten raw, but you can also grill or sauté them.  Some people also use the term green onions to refer to onion tops, shallot tops and young leeks.","bunching onion, cebollitas, Chinese onion, cibol, scallion, shallot (in Australia), sibies, spring onion (in Britain), stone leek",Allium cepa,"['spring onion', 'leek', 'shallot', 'chives']"
195,green tomato,These are picked before they turn red. Southerners like to fry them.,,Solanum lycopersicum,"['tomatillo', 'slicing tomato', 'bell pepper']"
196,green-leaf lettuce,,,Lactuca sativa,"['red-leaf lettuce', 'Bibb lettuce']"
197,guajillo chili ,"One of the more popular Mexican chilies, the guajillo (or dried mirasol chili) has a fruity flavor and medium heat (Scoville heat scale of 2,500 to 5,000 SHU). It's smooth, shiny, and reddish-brown, and it has a tough skin, so it needs to be soaked longer than other chiles.These are commonly used for marinades and adobos.","chile Guajillo, dried mirasol chile",Capsicum annuum,"['ancho chili', 'New Mexico red chili', 'pasilla chili', 'cascabel pepper - dried', 'mirasol pepper ', 'California chili ']"
198,guero pepper,These are moderately hot.,"caloro, caribe, chile guero, goldspike, Sante Fe grande, yellow hot chile",,"['jalapeno pepper ', 'Fresno pepper', 'Serrano pepper  ']"
199,habanero - dried,"Don't confuse dried habaneros with the fresh version, which goes by the same name. These extremely hot chiles are wrinkled and orange.","habañero chili, habañero pepper","Capsicum chinense, habanero",['chile de árbol dried']
200,habanero - fresh,These extremely hot orange chiles have a fruity flavor. They're best in the summertime.,habanero pepper,"Capsicum chinense, habanero","['Scotch bonnet chili', 'manzana chili', 'cayenne pepper - fresh', 'jalapeno pepper ', 'Serrano pepper  ']"
201,hair vegetable,The Chinese add this to soups and use it as a garnish.  Look for it in Chinese markets and pharmacies. It grows in the Gobi Desert.,"black flossy moss, black moss, fat choy, hair seaweed, hair-like vegetable",Nostoc flagelliforme,[]
202,hardneck garlic,"Hardneck garlic retains the stalk in the center of the bulb. They tend to have stronger flavors and do not store as long as softneck garlic. Hardneck garlics include purple stripe, rocambole, porcelain, and others.","Asiatic, Creole, porcelain, purple stripe, rocambole, Turban","Allium sativum, ophioscorodon",['softneck garlic']
203,haricot verts,"This is a very thin variety of green bean that's crisp, tender, and expensive.  Don't confuse this with the haricot bean, which is a dry bean.","French bean, French filet bean, French green bean",Phaseolus vulgaris,['green bean']
204,Hass avocado,"This is available year-round and has a rich flavor and creamy texture. The skin turns almost black when the avocado is ripe, which can camouflage bad bruises. This is the best variety by far for guacamole, but it turns a bit mushy in salads.",California avocado,Persea americana,"['avocado', 'chayote', 'fresh peas', 'asparagus', 'broccoli', 'artichoke hearts']"
205,Hawaiian eggplant,,,Solanum melongena,[]
206,hawk's wing mushroom,,,Polyporus squamosus,[]
207,hearts of palm,"These are peeled cabbage palm buds, and they're terrific in salads or as a vegetable side dish. You can buy them fresh only in Florida, but the canned version is quite good.","palm hearts, palmitos, swamp cabbage",Cocos nucifera,"['artichoke hearts', 'asparagus']"
208,hedgehog mushroom,Hedgehog mushrooms are similar to chanterelles in color and flavor.,"sweet tooth mushroom, wood hedgehog",Hydnum repandum,"['chanterelle', 'porcini']"
209,hijiki,"Hijiki has a mild flavor, so it's a good choice if you want to slip a sea vegetable unobtrusively into your soups and stews in order to fortify them with calcium, iron, and other nutrients.  When rehydrated, it roughly quadruples in size, so a little goes a long way.",hiziki,Sargassum fusiforme,"['arame', 'dulse']"
210,Holland bell pepper,"These are like bell peppers, only they're sweeter and have thicker walls. They come in different colors.",,Capsicum annuum,['bell pepper']
211,Holland chili,These are hot.,Dutch chile,,"['cayenne pepper - fresh', 'Fresno pepper']"
212,Holland eggplant,,,Solanum melongena,"['Italian eggplant', 'Chinese eggplant', 'zucchini', 'Eggplants']"
213,Hondroelia olives,"This is a juicy, meaty olive.",,Olea europaea,[]
214,honey mushroom,,Honey fungus,Armillaria mellea,"['shiitake mushroom', 'hedgehog mushroom']"
215,hontaka pepper - fresh,,,,[]
216,horseradish,"This is a very pungent brown root that's usually peeled and grated to make a condiment for meats. Its intense flavor and aroma dissipate quickly when exposed to air, so it should be grated just before serving or mixed with something sour (like vinegar, lemon juice, or beet juice) to lock in the heat. It's easiest to use a blender or food processor to grate it. Fresh horseradish is surprisingly potent, so make sure your kitchen is well ventilated, wear rubber gloves, and don't rub your eyes.","German mustard, khren, kren, Meerrettich",Armoracia rusticana,"['wasabi', 'horseradish (prepared)', 'black radish']"
217,Hubbard squash,"This variety has tasty flesh, but it's too large for many families to handle and the rind is hard to cut though. Some grocers cut them into smaller pieces before putting them out.",,Cucurbita maxima,"['pumpkin', 'golden delicious squash', 'buttercup squash', 'butternut squash', 'banana squash', 'green papaya']"
218,huckleberry potato,,,Solanum tuberosum,[]
219,huitlacoche,"This is a fungus that forms black kernels on ears of corn in damp weather. It's a prized delicacy in Mexico, and tastes a bit like wild mushrooms. You can get it fresh or frozen by mail order, or canned in some Hispanic markets. WARNING: May cause contractions in pregnant women.","corn smut, cuitlacoche, huitlacoche Italian brown mushroom, maize mushroom, maizteca mushroom, Mexican truffle",Ustilago maydis,"['morels', 'squash blossoms']"
220,iceberg lettuce,"This is prized for its crispness and longevity in the refrigerator, but it's a bit short on flavor and nutrients.","cabbage lettuce, crisphead lettuce, head lettuce",Lactuca sativa,"['romaine lettuce', 'leaf lettuce']"
221,Indian bitter melon,"This is fairly bitter. Choose melons that are bright green. They turn tough and yellow as they age. You can eat the peels and seeds, or scrape out the seeds to reduce the bitterness.","balsam pear, bitter apple, bitter melon, bitter squash, Indian bitter gourd, karela",Momordica charantia,['bitter melon']
222,Indian eggplant,,baby eggplant,Solanum melongena,['Japanese eggplant']
223,infused garlic oil,,,,"['garlic', 'vegetable oil']"
224,Italian eggplant,"These are smaller than American eggplants, but they're otherwise very similar.",,Solanum melongena,['American eggplant']
225,Italian flat bean,"These green or yellow beans are like ordinary green beans, but they're flatter.   Select small, brightly colored beans that snap when you break them in half.","helda beans, Romano bean, runner bean",Phaseolus vulgaris,['green bean']
226,jalapeno pepper ,"These popular chilis have a good amount of heat and rich flavor. Green jalapenos are best in the late summer, while red jalapenos appear in the fall. Canned jalapenos aren't as fiery as fresh. When dried and smoked, this pepper is called a chipotle.",jalapeño Pepper,"Capsicum annuum, jalapeño","['cuaresmeno - fresh', 'Fresno pepper', 'guero pepper', 'melegueta pepper', 'Serrano pepper  ', 'yellow wax pepper ', 'cayenne pepper - fresh']"
227,jam leaf,,,,[]
228,jambu,Jambu is a low growing herb. The leaves are commonly eaten as a vegetable in Brazil. Jambu has a strong but pleasant taste that enhances salads and stews. It has a mild anesthetic affect that can cause numbness in the mouth.,"electric daisy, paracress",Acmella oleracea,[]
229,Japanese chili,"These small red chilis are hot, and similar to the chile de arbol. Before using them, soak them in warm water for a few minutes.",chile japones,,['chile de árbol dried']
230,Japanese cucumber,"These are just like English cucumbers, only with bumps. Like English cucumbers, they don't have to be peeled or seeded.",,,['English cucumber']
231,Japanese eggplant,"Like other Asian eggplants, Japanese eggplants have thin skins, and a sweet, delicate flavor.","nasu, nasubi",Solanum melongena,"['Chinese eggplant', 'Italian eggplant']"
232,japanese yam,Don't confuse this with yamaimo.,"Japanese sweet potato, kotobuki, satsuma imo",Ipomoea batatas,['Okinawan purple potato']
